wilcoxon,t-test,t-test_overestim_var
S100a4,S100a4,S100a4
S100a6,S100a6,S100a6
Lgals1,Lgals3,Lgals3
Gzmb,Gzmb,Gzmb
Lgals3,Lgals1,Lgals1
Nkg7,Trav14-1,Trav14-1
Tmsb4x,Tmsb4x,Tmsb4x
Sub1,Lag3,Anxa2
Gapdh,Anxa2,Serpinb6b
S100a10,Serpinb6b,Ccl5
S100a11,Ccl5,Lag3
Trav14-1,Itga4,Itga4
Rbm3,Ahnak,Ahnak
Itga4,Serpinb9,S100a11
Anxa2,Atxn1,Vim
Serpinb6b,Vim,Nkg7
Vim,S100a11,Serpinb9
Ccl5,S100a10,S100a10
Pfn1,Ifng,Atxn1
Cd52,Nkg7,Sub1
Lag3,Sub1,Gapdh
Ahnak,Plek,Rbm3
Ctsd,Bhlhe40,Ctsd
Crip1,Gapdh,Ifng
Actb,Ctsd,Plek
Actg1,Rbm3,Bhlhe40
Lsp1,Bcl2a1b,Pfn1
Ifng,Ptms,Crip1
Serpinb9,Trbv13-3,Actb
Abracl,Actb,Bcl2a1b
Coro1a,Crip1,Ptms
Atxn1,Pfn1,Cd52
Bhlhe40,Cxcr6,Trbv13-3
Txn1,Cd52,Lsp1
Myl6,Pglyrp1,Actg1
Plek,Klrc1,Pglyrp1
Ly6a,Lsp1,Cxcr6
Cd48,Actg1,Txn1
Bcl2a1b,Txn1,Klrc1
Ptms,Casp3,Abracl
Trbv13-3,Id2,Cd48
Pglyrp1,Efhd2,Id2
Reep5,Cd48,Ly6a
Id2,Bcl2a1d,Efhd2
Sh3bgrl3,Abracl,Coro1a
Arpc1b,Ybx3,Reep5
Ms4a4b,Reep5,Casp3
Cxcr6,Ly6a,Ybx3
Gimap4,Ccl3,Il18r1
Pycard,Coro1a,Bcl2a1d
Efhd2,Il18r1,Myl6
Klrc1,Osbpl3,Ccl3
Il18r1,Prf1,Pycard
Arpc2,Pycard,Prf1
Ccl3,Myl6,Sh3bgrl3
Trac,Slamf7,Osbpl3
Ptprcap,Ccl4,Ms4a4b
Arpc5,Il18rap,Prr13
Cdc42,Prr13,Ccl4
Calm1,Sh3bgrl3,Gimap4
Clic1,Havcr2,Gimap7
Ccl4,Ms4a4b,Arpc1b
Ybx3,Vmp1,Vmp1
Tspo,Gimap7,Slamf7
Ppib,Zbtb32,Il18rap
Casp3,Cd160,Ndfip1
Ndfip1,Pdcd1,Trac
Prr13,Gimap4,Fkbp1a
Cfl1,Rpa2,Arpc5
Actr3,Fkbp1a,Cd160
Fkbp1a,Arpc1b,Havcr2
Gimap7,Ndfip1,Rpa2
Prf1,Trac,Tspo
Itm2b,Arpc5,Cdc42
Vmp1,Tmem163,Arpc2
Cd47,Hip1,Zbtb32
Rac2,Trdc,S100a13
Cox5b,Mt1,Sh2d2a
S100a13,Rora,Calm1
Bcl2a1d,Sh2d2a,Pdcd1
Cyba,S100a13,Ppib
Cd3e,AA467197,Ptprcap
Sh2d2a,Dut,Cfl1
Ndufb7,Rilpl2,Tmem163
Il18rap,Cdc42,Rilpl2
Psmb3,Gna15,Ndufb7
Slamf7,Tspo,Dut
Gnai2,Arpc2,Clic1
H2az1,Calm1,Rora
Ppp1ca,Serinc3,Ctsw
Hmgb2,Ppib,Itm2b
Cd160,Cfl1,Serinc3
Osbpl3,Ptprcap,Hip1
Rpa2,Sept11,Cox5b
Dut,Ndufb7,Trdc
Anxa6,Chsy1,Cd47
Oaz1,Ctsw,Gna15
Ctsw,Clic1,Sept11
Prelid1,Glrx,Mt1
Serinc3,Itgb1,Prelid1
Rilpl2,Itm2b,AA467197
Cox5a,Hmgb2,Anxa6
Cox6b1,Cd47,Hmgb2
Arhgdib,Prelid1,Actr3
Nap1l1,Cox5b,Rac2
Gimap1,Anxa6,Chsy1
Atp5l,Sdcbp2,H2az1
Itgal,Mcm6,Itgb1
Rap1a,Itgal,Itgal
Cd3g,H2az1,Glrx
Srgn,Actr3,Psmb3
Atp5j,Arsb,Cd3e
Rora,Ccdc50,Gnai2
Sept11,Rac2,Cyba
Capzb,Fkbp5,Gimap1
Itgb1,Psmb3,Mcm6
Arpc3,Irf8,Ech1
Trdc,Ech1,Cox5a
Fxyd5,Unc119,Rap1a
Myl12a,Ctsb,Ppp1ca
Zbtb32,Gimap1,Nap1l1
Chsy1,Cyba,Sdcbp2
Havcr2,Hif1a,Ctsb
Gna15,Gnai2,Hif1a
Ctla2a,Cd3e,Arsb
Ech1,Prex1,Ccdc50
Arl6ip1,Nap1l1,Prex1
Vamp8,Pik3ap1,Fkbp5
Capza2,Rap1a,Hsd11b1
Hif1a,Hsd11b1,Ctla2a
Prex1,Gzmk,Arhgdib
Arf5,Ppp1ca,Oaz1
Pdcd1,Cox5a,Irf8
Psmd8,Ctla2a,Myl12a
Mbd2,Gldc,Unc119
Tmem163,Crlf2,Ap2s1
Ywhah,Mdfic,Vamp8
Gmfg,Vamp8,Capzb
Ap2s1,Ap2s1,Atp5j
Ctsb,Nrgn,Srgn
Hsd11b1,Calm3,Pik3ap1
Mt1,Arhgdib,Calm3
Mcm6,Klrk1,Crlf2
AA467197,Oaz1,Ywhah
Calm3,Pou2f2,Arpc3
Cox6c,Myl12a,Cox6b1
Laptm5,Srgn,Klrk1
Psmb8,Atp5j,Mbd2
Klrk1,Ywhah,Gzmk
Glrx,Capzb,Tram1
Hip1,Casp1,Fxyd5
Ucp2,Tram1,Arl6ip1
Prdx1,Mbd2,Cd3g
Cnn2,Cox6b1,Atp5l
Apobec3,Ctsc,Pfkp
Ndufa13,Arpc3,Capza2
Tram1,Arl6ip1,Pou2f2
Pfkp,Pfkp,Gldc
Vasp,Dgkh,Ctsc
Cap1,Capza2,Cap1
Crlf2,Cap1,Psmd8
Psma4,Fxyd5,Apobec3
Lcp1,Plp2,Spn
Cox4i1,Gng2,Mdfic
Spn,Spn,Gng2
Esyt1,Atp5l,Nrgn
Gng2,Psmd8,Esyt1
Ctsc,Apobec3,Ucp2
Arap2,Cd3g,Laptm5
Ccdc50,Esyt1,Casp1
Capns1,Dapk2,Gmfg
Fkbp5,Tbx21,Psma4
Pou2f2,Ucp2,Arap2
Ifi27l2a,Rgs16,Psmb8
Pomp,Mtch1,Plp2
Ybx1,Ddit4,Cox6c
Csnk2b,Crot,Vasp
Sept7,Capg,Dgkh
Fis1,Arap2,Mtch1
Rnf166,Zeb2,Capns1
Rap1b,Psma4,Rnf166
Hmgb1,Rnf166,Aopep
Rinl,Aopep,Arf5
Arsb,Nucb1,Cnn2
Unc119,Laptm5,Tecr
Baz1a,Gmfg,Crot
Irf8,Baz1a,Tbx21
Sdcbp2,Rab8b,Baz1a
Aopep,Capns1,Dapk2
Pik3ap1,Alcam,Nucb1
Atox1,Cd44,Rinl
Tmem160,Psmb8,Cox17
Cox17,Vasp,Rab8b
Dbi,Tecr,Csnk2b
Phf11b,Sytl2,Cd44
Tecr,Cox6c,Lamtor4
Mtch1,1500009L16Rik,Fis1
Ndufa11,Arf5,Ddit4
Sla,Cox17,Prdx1
Itgb2,Lrmp,Phf11b
Lamtor4,Lamtor4,Lrmp
Tmem50a,Rinl,Capg
Hcst,Phf11b,Rgs16
Lrmp,Cnn2,Itgb2
Cd2,Rnh1,Rnh1
Cst3,Itgax,Sla
Rps27l,Csnk2b,Zeb2
Elob,Prdx1,Ndufa13
Nucb1,Fis1,Dbi
Eno1,Anxa1,Lcp1
Cd3d,Dbi,Tmem160
Rab8b,Itgb2,1500009L16Rik
Atp5pb,Sirt2,Alcam
Smdt1,Sla,Atox1
Slfn2,Maf,Sirt2
Cd44,Ikzf3,Ndufa11
Gzmk,Cst3,Eno1
Crot,Eno1,Cst3
Il2rb,Car5b,Ikzf3
Zyx,Lcp1,Sytl2
Ikzf3,Ndufa11,Tmem50a
Ostf1,Tmem160,Rap1b
Nrgn,Runx2,Il2rb
Plp2,Ndufa13,Cox4i1
Atp5c1,Atox1,Zyx
Ndufb8,Prdm1,Pomp
Rnh1,1110008P14Rik,Rps27l
Sirt2,Sytl3,Sept7
Ube2l3,Atf6,Itgax
Dusp2,Rab27a,Slfn2
Atp5g3,Rps27l,Runx2
Esd,Zyx,1110008P14Rik
Sin3b,Xdh,Ybx1
Slc25a5,Tmem50a,Hmgb1
Tle5,Pomp,Hcst
Arpc4,Etfb,Smdt1
Selenow,Il2rb,Ndufb8
Cd82,Batf,Anxa1
Icos,Klrc2,Etfb
Dynlrb1,Lrrk1,Sytl3
1110008P14Rik,Cox4i1,Batf
Etfb,Igkc,Maf
Prdx2,Rap1b,Cd82
Uqcrq,Sept7,Rab27a
Atp5h,Rom1,Icos
Cst7,Slfn2,Esd
Ldha,Stk39,Klrc2
Ndufv3,Litaf,Ube2l3
Glipr1,Icos,Glipr1
Runx2,Ybx1,Sin3b
Ctla4,Ndufb8,Dusp2
Psmb4,Glipr1,Cd2
Stk24,Cd82,Car5b
Sytl3,Hmgb1,Lgals3bp
Zap70,Adap1,Dynlrb1
Ndufb9,Cx3cr1,Prdm1
Batf,Casp4,Xdh
Ly6e,Smdt1,Gsr
Ddit4,Tstd3,Tmem167
Nab1,Gsr,Arpc4
Lgals3bp,Cdk6,Rom1
Tmem167,Lgals3bp,Ostf1
Tbx21,Hcst,Nab1
Bag1,Eea1,Atf6
Dgkh,Sin3b,Prdx2
Klrc2,1700017B05Rik,Lrrk1
Flna,Nab1,Cdk6
Dynll1,Esd,Stk39
Casp1,Atp2b4,Cst7
Gldc,Dynlrb1,Selenow
Tpm4,Ppil1,Ndufv3
Atp5j2,Ube2l3,Litaf
Gsr,Dusp2,Atp5pb
Cox8a,Plscr1,Igkc
Mdfic,Prdx2,Tstd3
Tmem14c,Wdr95,Adap1
Vps29,Arpc4,Zap70
Ndufa1,Cd2,Atp2b4
Snx5,Cst7,Ppil1
Ndufa8,Ccr2,Stk24
Ppp1r18,Tmem167,1700017B05Rik
Gnb1,Ostf1,Eea1
Capg,Mt2,Ctla4
Hsp90b1,Raph1,Casp4
Atpif1,Ctla4,Cx3cr1
Akr1a1,Ndufv3,Flna
Rbx1,Selenow,Tbcb
Sem1,Zap70,Pkp3
Cdk6,Nrp1,Pts
Ptpn6,Pts,Bag1
Pkp3,Tbcb,Ndufa8
1500009L16Rik,Pkp3,Atpif1
Ostc,Ehd4,Wdr95
Tbcb,Ube2g2,Tmbim4
Dapk2,Atp5pb,Ccr2
Ogt,Stk24,Ndufb9
Myo1g,Atpif1,Tmem14c
Rgs16,Tmbim4,Ppp1r18
Tmbim4,Flna,Atp5g3
D16Ertd472e,Itga1,Ube2g2
Pts,Bag1,Plscr1
Ppia,Pqlc3,Ndufa1
Lamtor5,Rbm47,Elob
Tln1,Ndufa8,Vps29
1810037I17Rik,Napsa,Gnb1
Rab27a,Adam19,Myo1g
Selplg,Agpat4,Ehd4
Itgb7,Il1rl1,Mt2
S1pr4,Tmem14c,Atp5c1
Psmd13,Nubp1,Nubp1
Nubp1,Tox,Tpm4
Pdia3,Stmn1,Ldha
Uqcr10,Fhl2,Slc25a5
Arhgdia,Ppp1r18,Adam19
Mrpl20,Dnmt1,Tle5
Foxn3,Myo1g,Ogt
Cyth4,Ndufb9,Snx5
Sec11c,Snx10,Tox
Tox,Vps29,Raph1
Nfatc1,Atp5g3,Dnmt1
Psme2,Ndufa1,Dynll1
Capza1,Elob,Nrp1
Gnb2,Gnb1,Mrpl20
Rom1,Tpm4,Cd3d
Xdh,Adora2a,Agpat4
Psmb7,Sdf2l1,Akr1a1
Taldo1,Ldha,Lamtor5
Sdhb,Il10ra,Stmn1
Adam19,Ogt,Uqcrq
Tbc1d10c,Itih5,S1pr4
Zdhhc18,Nfatc1,Ptpn6
Txndc17,Ide,Pqlc3
Bcl2l11,Il12rb2,Nfatc1
Lrp10,Snx5,Snx10
Acadl,Dhrs7,Ly6e
Hint1,Bspry,Ide
Arpc5l,Atp5c1,Sdf2l1
Tap1,S1pr4,Ostc
Ide,Tnfrsf13b,Psmd13
Mdh2,Slc25a5,Rbx1
Cxcr3,Lamtor5,Ifi27l2a
H2az2,Cd3d,Psmb4
Atp2b4,Tle5,Cyth4
Zeb2,Ezh2,Capza1
mt-Co1,Mrpl20,Itga1
Snx3,Akr1a1,D16Ertd472e
Ndufb11,Ifi27l2a,Dhrs7
Ssr2,Ptpn6,Psmb7
Hopx,Gnptab,Fhl2
Ubl5,Nsd2,Adora2a
Alcam,Dynll1,Txndc17
Cox7c,Mcm5,Rbm47
Ube2g2,Cyth4,Cox8a
Mrps21,Psmd13,Ezh2
Hdac1,Ap1s2,Napsa
Stk39,D16Ertd472e,Cxcr3
Sri,Uqcrq,Gnptab
Itgax,Ostc,Il1rl1
Psma1,Cxcr3,Atp5h
Ciao2a,Psmb7,Nsd2
Cycs,Cisd1,Zdhhc18
Arl6ip5,Psmb4,Selplg
Naa20,Capza1,Cisd1
Dnmt1,E2f2,Il12rb2
Ppil1,Bcl2l11,Il10ra
Sytl2,Lig1,Bcl2l11
Sms,Plekhb2,Tbc1d10c
Ttc39b,Stard10,Lrp10
Lsm6,Ly6e,Taldo1
Bscl2,Sh3bgrl,Sem1
Ndufb1-ps,Myo1f,Mcm5
Tmed9,Rbx1,Hsp90b1
Cox7b,Zdhhc18,Ap1s2
Ptpn22,Ttc39b,Itih5
Arf1,Txndc17,Tnfrsf13b
Cisd1,St6galnac3,Atp5j2
Sh2d1a,Lrp10,Tln1
1700017B05Rik,Fut8,Bspry
Atp5e,Acadl,Acadl
Dhrs7,Hdac1,Hdac1
Ywhae,Hsp90b1,Myo1f
Ndufa4,Zdhhc2,Ttc39b
Sec61b,Adprh,Pdia3
Uhrf2,Tbc1d10c,Arpc5l
Stmn1,Bscl2,Foxn3
Eif4e2,Rnaseh2b,Sh3bgrl
Sdf2l1,Taldo1,Gnb2
Mrpl18,Nsmaf,Uqcr10
Rtn3,Selplg,E2f2
Lrrk1,Lamc1,Bscl2
Spcs1,Phlda1,Plekhb2
Trir,Atp5h,H2az2
Ifngr1,Impa1,Sec11c
Srp9,Foxn3,Adprh
Agpat3,Cox8a,Naa20
Myo1f,Tyms,Fut8
Gnptab,Arpc5l,1810037I17Rik
Psmb1,Nedd9,Lig1
Gimap3,Bak1,Ciao2a
Hmgn2,Sem1,Mrps21
Eea1,H2az2,Sdhb
Cmpk1,Naa20,Nedd9
Xaf1,Pdia3,Impa1
Psmb9,Tln1,Nsmaf
Nedd9,Lpgat1,Rtn3
Adprh,Fasl,Stard10
Gdi2,Tmem165,Sms
Ezh2,Gmnn,mt-Co1
Snx10,Klrb1c,Tmem165
Fundc2,Anxa5,Ssr2
Anxa5,Ptpn7,Bak1
Mrpl33,Coro2a,St6galnac3
Tstd3,Mrps21,Rnaseh2b
Nsmaf,Gpd2,Anxa5
Anxa1,Ciao2a,Lsm6
Cope,Atp5j2,Arhgdia
Ccr2,Rtn3,Snx3
Atp5g1,Sec11c,Uhrf2
Psmb6,Sms,Ptpn7
Tmem165,Gnb2,Itgb7
Impa1,Nmb,Hmgn2
Ptpn1,Gsap,Psma1
Pgk1,Ncald,Ndufb11
Emp3,Uqcr10,Ppia
Maf,Ssr2,Tap1
Lamtor1,Sdhb,Phlda1
Plaat3,Prr5,Erg28
Psma3,Hmgn2,Gmnn
Bak1,1810037I17Rik,Psme2
Lax1,Uhrf2,Tyms
Otulin,Erg28,Fasl
Dap,Lsm6,Eif4e2
Ube2n,Acot7,Sri
Atf6,Lax1,Lpgat1
Agpat4,Rps6ka1,Rps6ka1
Rps6ka1,Itgb7,Ndufb1-ps
Ctsa,Snx3,Cycs
Igkc,Ildr1,Lax1
Ube2i,Arhgdia,Zdhhc2
Psmb5,Ppia,Agpat3
Hcls1,Hip1r,Nmb
Plac8,mt-Co1,Ssna1
Trim12c,Agpat3,Coro2a
Sumo2,Psma1,Plaat3
Nsd2,Tpi1,Ywhae
Tmbim6,Ssna1,Sh2d1a
Ywhab,Ciapin1,Mrpl18
Itm2c,Eif4e2,Gpd2
Litaf,Tap1,Lamc1
Lfng,Cycs,Acot7
Ehd4,N4bp1,Arl6ip5
N4bp1,1500011B03Rik,Mdh2
Ssna1,Adam8,Gsap
Fut8,Crmp1,Ncald
Ndfip2,Lat2,Hip1r
Edf1,Ndufb11,Ptpn22
Dpysl2,Sh2d1a,1500011B03Rik
Prkar1a,Sri,N4bp1
C1d,Mcm3,Hopx
Ptpn7,Mrpl18,Cmpk1
Ufc1,Trim12c,Tpi1
Tmem30a,Ndufb1-ps,Trir
Erg28,Plaat3,Ciapin1
Ebp,Chaf1b,Cope
