wilcoxon,t-test,t-test_overestim_var
Hcst,Hcst,Hcst
Ptpn18,Ccl5,Ccl5
Btg1,Ptpn18,Ptpn18
Ccl5,Btg1,Btg1
Cd3d,B2m,Lag3
Rps15a,Fau,B2m
B2m,Tpt1,Fau
Fau,Lag3,Tpt1
Cd3g,Rps15a,Rps15a
Tpt1,Fxyd5,Trav14-1
Lag3,Cd3g,Rpl18a
Fxyd5,Cd3d,Cd3d
Rpl18a,Cd52,Fxyd5
Trav14-1,Trav14-1,Cd3g
Cd52,Rpl18a,Il18r1
Il18r1,Il18r1,Ogt
Ogt,Trac,Cd52
Gimap3,Ogt,Gimap3
Cd3e,Gimap3,Trac
Trac,H2-K1,Slfn1
H2-T23,H2-T23,Trbv13-3
Rbm3,Cd3e,H2-T23
Rpl34,Rbm3,H2-K1
Rps13,Trbv13-3,Cd3e
H2-K1,Slfn1,Rbm3
Rpl17,Rps27,Rps27
Rps27,Rpl17,Rps13
Gimap4,Rps13,Rpl34
Rpl24,Gimap4,Rpl24
Rps14,Rpl34,Rpl17
Shisa5,Srgn,Rps14
Srgn,Rpl24,Gimap4
Trbv13-3,Rps14,Srgn
Rpl27,S100a4,Shisa5
Slfn1,Shisa5,Rpl27
Nkg7,Nkg7,Rps24
Rpl30,Rpl27,Nkg7
Rps24,Gm8369,Gm8369
S100a4,Rps24,Rpl30
Gm8369,Slfn2,Slfn2
Slfn2,Rpl30,Txnip
Ptprc,Ptprc,Ctsw
H2-D1,H2-D1,Rnf166
Rps7,Ctsw,S100a4
Ctsw,Rps7,Il18rap
Ifi203,Pfdn5,Ptprc
Pfdn5,Txnip,Rps7
Sh2d2a,Sh2d2a,H2-D1
Ifi27l2a,Rnf166,Pfdn5
Selenow,Selenow,Bcl2l11
Rsrp1,Ifi203,Sh2d2a
Itm2b,Il18rap,Ifi203
Rinl,Rsrp1,Selenow
Rnf166,Bcl2l11,Ifi213
Ms4a4b,Ifi27l2a,Rsrp1
Samhd1,Ifi206,Ifi206
Rpl18,Samhd1,Foxn3
Txnip,Itm2b,Samhd1
Gimap1,Rinl,Rinl
Atxn1,Foxn3,Rtp4
Cox7a2l,Ifi213,Ifi27l2a
Rpl19,Laptm5,Itm2b
Il18rap,Atxn1,Ddit4
Laptm5,Ms4a4b,Atxn1
Gimap5,Rpl19,Laptm5
Foxn3,Gimap5,Ifi47
Rpl39,Ifi47,Gimap5
Ifi206,Gimap1,Rpl19
Itga4,Rtp4,Rpl18
Ifi47,Rpl18,Gimap1
Gimap6,Itga4,Pdcd4
Eif3f,Ddit4,Zdhhc18
Ndfip1,Zdhhc18,Itga4
Bcl2l11,Bcl2a1b,Sla
Bcl2a1b,Pglyrp1,Xaf1
Uqcrh,Pdcd4,Bcl2a1b
Sla,Gimap6,Igtp
Zdhhc18,Sla,Trim12c
Cd2,Cox7a2l,St6galnac3
Pglyrp1,Ndfip1,Zbp1
Vmp1,Rpl39,Trim12a
Ifi213,Zbp1,Cox7a2l
Rps11,Uqcrh,Pglyrp1
Zbp1,Xaf1,Ms4a4b
Arap2,Rps11,Gimap6
Zfp36l2,Eif3f,Slc44a2
Ifngr1,Trim12c,Ndfip1
Cd27,Igtp,Rpl39
Rpl21,Trim12a,Irf7
Gmfg,Slc44a2,Rps11
Sp100,Klrd1,Ankrd12
Itgal,Ankrd12,9930111J21Rik2
Rpl32,Zfp36l2,Eif3f
