,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.42289415,0.40803200006484985,True,0.15581283377003058,0.6821031557134356,0.18084976005098374,18.431190984699,0.16204289697110652,0.05912935733795166,0.17241497337818146,0.35681151535731764,0.0,0.0,0.14354452868651701,0.19246844325252363,0.565489568073174,0.45119825177527,4.274858611466032,0.5421063303947449
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,-0.016173543,0.026943743228912354,True,0.012519390699465461,0.12166377616420983,0.20614510574806624,16.604526381513338,2.736623632907868,0.03130721300840378,0.01801813766360283,0.28314446384269143,0.0,0.0,1.7617198335520267e-08,0.09575457036419834,0.04586571466241931,0.6251658926095779,3.000084144338661,0.13472062349319458
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.65073013,-0.9973949193954468,False,,,,,,,,,,,,,,,,-0.6020481586456299
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4811245,0.05892360210418701,True,0.16232989099265469,0.3061649802907727,0.10970465491444353,30.054923510595412,0.21760552860796453,0.11435407400131226,0.24830389022827148,0.39572525861094177,0.0,0.0,0.3256507774957289,0.3961673012936977,1.108629092831036,0.35969385579011065,6.754404644117748,0.554897665977478
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.5052959,0.2701464891433716,True,0.13509116607459962,0.1325986669641215,0.20431006269513088,15.86155800060727,1.2596401512622832,0.25357651710510254,0.10747647285461426,0.20476274299128455,0.0,0.0,0.3734046179580156,1.2952963721905433,0.563881635408977,1.2792342217733197,3.0855862769404543,0.37326276302337646
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.870949,-27.893375396728516,False,,,,,,,,,,,,,,,,-12.98085880279541
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.54962385,0.003804802894592285,False,,,,,,,,,,,,,,,,0.20042455196380615
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.84255725,-0.7472285032272339,False,,,,,,,,,,,,,,,,-0.5762938261032104
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.004596199,-5.34935188293457,False,,,,,,,,,,,,,,,,0.026742637157440186
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.438378,-5.389264106750488,False,,,,,,,,,,,,,,,,-5.113977909088135
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.1024333,-0.9780296087265015,False,,,,,,,,,,,,,,,,0.4470928907394409
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.15647137,-0.12352406978607178,False,,,,,,,,,,,,,,,,0.6979745328426361
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,1.0497199,-1.2387402057647705,False,,,,,,,,,,,,,,,,-0.8691301345825195
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,203.64702,-1.1270415782928467,False,,,,,,,,,,,,,,,,-1.1205387115478516
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.12484711,-0.4292280673980713,False,,,,,,,,,,,,,,,,-0.4270819425582886
