wilcoxon,t-test,t-test_overestim_var
Tmsb4x,Tmsb4x,H2az2
H2az2,H2az2,Tmsb4x
S100a10,S100a10,Cdc25b
Lsp1,Sh3bgrl3,S100a10
Sh3bgrl3,Lsp1,Lsp1
Cdc25b,Cdc25b,Sh3bgrl3
Crip1,Nusap1,Nusap1
Ms4a4b,Cd52,Ube2c
Nkg7,Epsti1,Cenpf
Ifngr1,Ms4a4b,Epsti1
Epsti1,Ifngr1,Cd52
Clic1,Crip1,Cenpe
S100a11,S100a13,Ifngr1
Cd52,S100a11,Prc1
Nusap1,Ube2c,Gzma
Tspo,Tspo,Ms4a4b
Anxa6,Gnai2,S100a13
Rac2,Prc1,Incenp
S100a13,Ubc,S100a11
Gnai2,Cenpe,Crip1
Myl6,Nkg7,Kpna2
Cyba,Myl6,Tspo
Ubc,Gzma,Jak1
Jak1,Cenpf,Ubc
Arhgdib,Arhgdib,Myl6
Ube2c,Anxa6,Gnai2
Cenpe,Jak1,Arhgdib
Ripor2,Ms4a6b,Anxa6
Incenp,Incenp,Ctsd
Ms4a6b,Ctsd,Nkg7
Selplg,Clic1,Ms4a6b
Itm2b,Ripor2,Clic1
Prc1,Selplg,Ripor2
Sp100,Kpna2,Cdkn2d
Gzma,Cyba,Kif11
Cdc42,Cdkn2d,Cyba
Tmsb10,Rac2,Rac2
Top2a,Gmfg,Selplg
Emp3,Tmsb10,Fzr1
Cenpf,Itm2b,Itm2b
Stk17b,Sp100,Aurkb
Ppp1r12a,Ptprc,Sp100
Cdkn2d,Akap13,Akap13
Abracl,Kif11,Ptprc
Ctsd,Ifi27l2a,Rap1gap2
Ifi27l2a,Emp3,Ifi27l2a
Smc4,Dock2,Tmsb10
Arpc3,Fzr1,Gmfg
Dusp5,Dusp5,Cdk1
Oaz1,Aurkb,Top2a
Bub3,Abracl,Dusp5
Ptprc,Stk17b,Emp3
Akap13,Cd47,Actb
Coro1a,Actb,Bub3
Dock2,Top2a,Stk17b
Kif11,Id2,Dock2
Kpna2,Cdk1,H2ax
Anxa2,Rap1gap2,Abracl
Tnfaip3,Tnfaip3,Tnfaip3
Cd47,Prr13,Cd47
Gmfg,Bub3,Id2
Cdk1,Ankrd44,Smc4
Lgals1,Oaz1,Tuba1c
Actb,Itgb7,Kif20b
Gimap6,Ppp1r12a,Ppp1r12a
Cd48,Reep5,Ankrd44
H2-D1,Coro1a,Oaz1
Reep5,Smc4,Coro1a
Itgb7,H2ax,Itgb7
Slfn2,Cd48,Prr13
Capzb,Gnas,Pglyrp1
Rap1gap2,Ubb,Tmem71
Pglyrp1,Pglyrp1,Reep5
Ctsw,Myl12b,Ubb
Id2,Bin2,Prr11
Aurkb,Kif20b,Gimap6
Fzr1,Tuba1c,Myl12b
Ankrd44,H2-D1,Arf5
Prr13,Gimap6,Ptms
Bin2,Tuba1a,Bin2
Arf5,Arf5,Cd48
Taldo1,Rasa3,Spc25
Jpt1,Arap2,Ckap5
Klrd1,Ptms,Gnas
Myl12b,Prex1,Rasa3
Dnajc15,Glipr2,Tuba1a
Ccl5,Cdc42,Hsd11b1
Sept1,Frg1,Prex1
Tuba1a,Ctsw,H2-D1
Tmem71,Hsd11b1,Arap2
Ppp1ca,Slfn2,Arl6ip1
Arap2,Cd28,Depdc1b
Hsd11b1,Tmem71,Frg1
Racgap1,Arpc1b,Cdc42
Tle5,Racgap1,Racgap1
H2ax,Pycard,Ctsw
Birc5,Capzb,Glipr2
Prex1,Dnajc15,Hexb
Arpc1b,Ckap5,Mis18bp1
Tuba1c,Anxa2,Sh2d3c
Laptm5,Spc25,Cd28
Gnas,Prr11,Dap
Atxn1,Ahnak,Anxa2
Srgn,B4galnt1,Capzb
Itga4,Dap,Slfn2
Cd8b1,Sept1,Arpc3
Pnrc1,Arl6ip1,Gzmk
Btg2,Serf2,Aspm
Sec61b,Tle5,Kif22
Cd28,Arpc3,Klrd1
Arl4c,Itgb2,Ect2
Gabarap,Hexb,B4galnt1
Cfl1,Gzmk,Atxn1
Cd3g,Atxn1,Kif18b
Sh2d3c,Sh2d3c,Jpt1
Mki67,Srgn,Tpx2
Arl6ip1,Cd8b1,Sept1
Serf2,Itga4,Dnajc15
Frg1,Laptm5,Pycard
Tpx2,Birc2,Serf2
Hmgb2,Dennd4a,Itgb2
Btg1,Jpt1,Plk1
Birc2,Apbb1ip,Plgrkt
Ifi209,Gramd3,Birc2
Gramd3,Plgrkt,Itga4
Pim1,Malt1,Cd8b1
Malt1,Klrd1,Ahnak
Rasa3,Mis18bp1,Malt1
Zyx,Gabarap,Laptm5
Acp5,Rap1b,Gramd3
Apbb1ip,Tpx2,Dennd4a
Ubl5,Depdc1b,Tle5
Myl12a,Pim1,Arpc1b
Kif20b,Taldo1,Srgn
B2m,Kif22,Apbb1ip
Ubb,Aspm,Oas3
Ptms,Esyt1,Sgo2a
Ifi206,Ppp1ca,Aurka
Dap,Msn,Ccnb1
Hexb,Ect2,Arsb
Itgb2,Zyx,Rap1b
Skap1,Skap1,Zyx
Shisa5,Ostf1,Ckap2l
Itpkb,Plk1,Pim1
B4galnt1,S1pr4,Ncaph
Glipr2,Fxyd5,Ifi209
Dennd4a,Sgo2a,Esyt1
Ckap5,Kif18b,Gabarap
Fryl,Arl4c,Fryl
Fxyd5,Ifi209,S1pr4
Gimap3,Calm2,Taldo1
Calm1,Fryl,Bhlhe40
Pitpnc1,Gimap1,Skap1
Txk,Acp5,Arl4c
Vsir,Arsb,Acp5
Pik3r1,Oas3,Ppp1ca
Pycard,Bhlhe40,Ugcg
Esyt1,Ckap2l,Vps37b
Oas3,Sec61b,Fxyd5
Vps37b,Aurka,Gna15
Ubald2,Myl12a,Msn
Bhlhe40,Ccnb1,Ggt1
Plgrkt,Gna15,Calm2
