,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.5182223,-0.49007880687713623,False,,,,,,,,,,,,,,,
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.8991312,0.08871394395828247,True,0.06062577889692682,0.2010338642137547,0.2324718749404117,12.096140532901131,1.850050503589489,0.0668841302394867,0.045036762952804565,0.19142011130714043,0.0,0.0,0.378672770912773,0.20262109554170482,0.16857006015448733,1.2260278244986422,3.0793427358020096
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.8471957,-0.8104387521743774,False,,,,,,,,,,,,,,,
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4490846,-1.0212411880493164,False,,,,,,,,,,,,,,,
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4281585,-0.6689718961715698,False,,,,,,,,,,,,,,,
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,8.848976,-5.567689895629883,False,,,,,,,,,,,,,,,
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.46595109,-1.1499097347259521,False,,,,,,,,,,,,,,,
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.2143493,-1.3066046237945557,False,,,,,,,,,,,,,,,
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.003863962,-4.1517181396484375,False,,,,,,,,,,,,,,,
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,8.688071,-3.468522548675537,False,,,,,,,,,,,,,,,
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.10176007,-2.477433204650879,False,,,,,,,,,,,,,,,
