wilcoxon,t-test,t-test_overestim_var
Tox,S100a4,Tox
Nrp1,Nrp1,Nrp1
Pdcd1,Cd226,Pdcd1
Cd226,Tox,Cd226
S100a4,Batf,Batf
Batf,Pdcd1,Gldc
Gldc,Rilpl2,S100a4
Ctla4,Ctla4,Ctla4
Rilpl2,Gldc,Rilpl2
Ighm,Sec11c,Ighm
Nrgn,Ighm,Uhrf2
Uhrf2,Uhrf2,Itgb1
Lbh,Sms,Lbh
Casp3,Casp3,Casp3
Itgb1,Lbh,Lag3
Prkca,Itgb1,Tmem154
Sec11c,Ptpn11,Sms
Sms,Atp5j,Ptpn6
Lag3,S100a11,Il1rl1
Tmem154,Ptpn6,Ptpn11
Ptpn6,Plek,Nrgn
Ankrd12,Ube2c,Ccdc50
Hif1a,Taf10,Cpd
Rgs16,Tmem154,Rgs16
Tnfaip8,Arpc3,Sec11c
Ptpn11,Ccdc50,S100a11
S100a11,Lag3,Prkca
Smg6,Il18r1,Plek
Nfatc1,Prkca,
Ccdc50,Rgs16,
Psen2,Tnfaip8,
Plek,Dock8,
Il18r1,Serpinb9,
Runx2,Nrgn,
Osbp,Rab8b,
Atp5j,Cd3e,
Il1rl1,Smg6,
Atxn1,Osbp,
Stap1,Serpinb6b,
Ubr5,Sh2d2a,
Kif22,Ankrd12,
Inpp4b,Top2a,
Slfn2,Trbc2,
Rab8b,Runx2,
Sh2d2a,Trac,
Lgals3,Il1rl1,
Nfkbiz,Prdx6,
Plscr1,Hif1a,
Taf10,Apobec3,
Pmf1,Psen2,
Ddx54,Ubr5,
Dock8,Nfkbiz,
Gata3,Atxn1,
Cdc25c,Slfn2,
Osbpl9,Ctsb,
Cpd,Phf6,
Ube2c,Fkbp1a,
Prdx6,Ddx54,
Cd9,H2ax,
Ctsb,Cpd,
H2ax,Wdr83os,
Baz1a,Csk,
Ifih1,Osbpl9,
Phf6,Kif22,
Smco4,Rel,
Serpinb6b,Baz1a,
Gmppb,Sept7,
Ppm1h,Pmf1,
Top2a,Cltc,
Coro2a,Nfatc1,
Rel,Ckap5,
Parpbp,Bcl2a1d,
Arl6ip1,Mindy3,
Trac,4930453N24Rik,
Arpc3,Inpp4b,
Cd3e,Smco4,
Pigyl,Ube2k,
Ptk2b,Plscr1,
Ckap5,Mllt3,
Sept7,Exoc3,
Pou2f2,Pigyl,
Mindy3,Cdc25c,
Nek7,Emg1,
Exoc3,Ifi27l2a,
Ncoa1,Stap1,
Bcl2a1d,Ptk2b,
Trps1,Gimap5,
Tuba1c,Stx11,
Zranb1,Cd9,
Kif11,Mpc1,
Mllt3,Ncoa1,
Gpd2,Kif4,
Clasp1,Klrc1,
Tnfrsf13b,Arl6ip1,
Apobec3,Cntrl,
Aspm,Ppm1h,
Atp2b1,Incenp,
Stx6,Hivep3,
Rbpj,Nek7,
Kif4,Prc1,
Dnajc13,Mast4,
Serpinb9,Kif11,
Rfk,Cenpf,
Trbc2,Gata3,
Pfas,Cox17,
Shcbp1,Parpbp,
Ifi27l2a,Ifih1,
Inpp5b,Sh3kbp1,
Polb,Asnsd1,
Lyst,Pou2f2,
Gimap5,Coro2a,
Wdr83os,Cxcr6,
Asnsd1,Psmd9,
Wdr33,Pglyrp1,
Ube2k,Rbpj,
Cox17,B4galnt1,
Arfgap1,Polb,
Ptpn13,Akap13,
Resf1,Actg1,
Sgo1,Tnfrsf9,
Psmd9,Aspm,
Stx11,Mtrex,
Klrc1,Shcbp1,
Bub3,Nusap1,
Med6,Stx6,
Nab1,Nrd1,
Nrd1,Bhlhe40,
Cdca8,Atp2b1,
Kif18b,Rbm25,
Mast4,Gpd2,
Adora2a,Tnfrsf13b,
Vps54,Gmppb,
Cenpf,Bub3,
Immt,Fam3c,
Tpx2,Icos,
Bcl10,Resf1,
Kpna2,Cd3g,
Fkbp1a,Trir,
Icos,Mrps16,
Csk,Ybx3,
Mpc1,Rfk,
Kif20b,Ptpn13,
Ube2s,Prdm1,
mt-Nd2,Bcl10,
Acaa2,Syne3,
Orai1,Lgals3,
Cltc,Wdr33,
Vps26b,Tcerg1,
Max,Trps1,
Bub1b,Tuba1c,
Mtrex,Orai1,
Syne3,Jpt1,
Clic4,Rpp25l,
Casp4,Bub1b,
Pglyrp1,Cdk11b,
Ric1,Clasp1,
Prdm1,Ift20,
4930453N24Rik,Trbc1,
Gls,,
Ybx3,,
Cxcr6,,
Rpp25l,,
Fam3c,,
Eea1,,
Tut7,,
Mpdu1,,
Cd72,,
Incenp,,
Pak2,,
Fam110a,,
Siah2,,
Snx17,,
Rbm25,,
Slamf6,,
Nat10,,
Prc1,,
Slc25a17,,
Slamf1,,
Rabgap1l,,
Zfp397,,
R3hdm2,,
Tnfrsf9,,
Arf3,,
Med29,,
Hivep3,,
Cdk11b,,
Naa35,,
Dis3l,,
Akap13,,
Gabpb1,,
Smim4,,
Rnf2,,
Exoc2,,
Ndufaf8,,
Knl1,,
Irf9,,
Nusap1,,
Znrd1,,
Triobp,,
Dut,,
Zbtb38,,
Spata5,,
Actg1,,
Spag9,,
Jpt1,,
Emg1,,
Oxsr1,,
Mis18a,,
Gripap1,,
Frg1,,
Top2b,,
Clec2i,,
Litaf,,
Cenpe,,
Xrcc5,,
Alkbh8,,
Rnf216,,
Sh3kbp1,,
Tpm1,,
Fancf,,
Smc1a,,
Cntrl,,
Kifc1,,
Bhlhe40,,
Ptpn12,,
Rhoh,,
Utf1,,
Carnmt1,,
Cdc14a,,
