,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.46309346,0.15311497449874878,True,0.17561964253475637,0.7277264448205247,0.20388920405062336,13.056759100635007,0.19477793566882612,0.0630466416478157,0.152941033244133,0.2867149656255619,0.0,0.0,0.2547796668807959,0.21466939783091568,0.4266297180719417,0.64643329027539,3.1747139334012506,0.19444453716278076
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.6792369,-0.4858297109603882,False,,,,,,,,,,,,,,,,-0.4536278247833252
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.94330746,-0.25195980072021484,False,,,,,,,,,,,,,,,,-0.24805426597595215
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4362936,-0.5234205722808838,False,,,,,,,,,,,,,,,,0.2717031240463257
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,2.0428512,-1.2206363677978516,False,,,,,,,,,,,,,,,,-0.1956561803817749
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,9.371179,-11.733636856079102,False,,,,,,,,,,,,,,,,-6.337962627410889
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.4745397,-0.5212001800537109,False,,,,,,,,,,,,,,,,-0.5176998376846313
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.78979504,-0.6122212409973145,False,,,,,,,,,,,,,,,,-0.39371395111083984
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.004167945,-3.9077978134155273,False,,,,,,,,,,,,,,,,0.051556944847106934
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.7519636,-3.658316135406494,False,,,,,,,,,,,,,,,,-3.4826574325561523
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09414547,-1.3188109397888184,False,,,,,,,,,,,,,,,,0.09592258930206299
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.13989662,-0.8613107204437256,False,,,,,,,,,,,,,,,,0.06922107934951782
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.40886402,-0.4605952501296997,False,,,,,,,,,,,,,,,,-0.4528779983520508
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,151.10956,-4.046323299407959,False,,,,,,,,,,,,,,,,-3.9762353897094727
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.15604806,-0.4520939588546753,False,,,,,,,,,,,,,,,,-0.37653017044067383
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.4984131,-0.872557520866394,False,,,,,,,,,,,,,,,,-0.3591587543487549
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.13608192,-4.961668491363525,False,,,,,,,,,,,,,,,,-0.1860438585281372
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.0440345,-3.9445972442626953,False,,,,,,,,,,,,,,,,-1.6360678672790527
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,5.939952,-0.32971692085266113,False,,,,,,,,,,,,,,,,-0.3053014278411865
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.45743757,-0.25285398960113525,False,,,,,,,,,,,,,,,,-0.0657353401184082
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,2.4802628,-1.2437372207641602,False,,,,,,,,,,,,,,,,-1.2387285232543945
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.3665013,-1.165142297744751,False,,,,,,,,,,,,,,,,-1.1611738204956055
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.2692845,-0.7369942665100098,False,,,,,,,,,,,,,,,,-0.7249116897583008
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.4986475,-0.19847142696380615,False,,,,,,,,,,,,,,,,-0.12785041332244873
