X_paga1,X_paga2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,paga1,paga2,velocity_paga1,velocity_paga2
30188.196054554384,69517.36188982322,-6.706499,3.0186427,-1.5251477,3.8763585,2.886031,3.320622,2.9379528,7.56995,-0.3281907,-0.21065095,3.330624,2.0847387,-2.986612,-1.9330826,1.5795085,3.4004195,0.29634058,0.93001944,-0.16057834,-0.07216138,-0.15320115,0.68370134,-4.7084556,-0.3710799,-0.3684246,1.3503565,-1.4683758,-0.61780113,-1.6069825,-1.1538978,30188.196054554384,69517.36188982322,133.27058564217822,-23.970871636180306
-2125.0789078976295,8057.168888646153,5.619479,-9.199156,1.3491236,-2.0505753,-0.96768594,-1.3109062,1.947605,-0.43671596,2.464614,-2.230837,-1.8649123,2.6587446,-0.20853582,0.45983756,-0.4950238,-0.35750225,-1.2311511,0.606525,-0.39298055,0.34514242,-0.77794456,-0.25898272,-1.2631783,-0.22985457,-0.22146234,-0.44823378,0.9583421,-0.2884353,0.7191158,-1.692367,-2125.0789078976295,8057.168888646153,292.28297363089075,-570.8718417670907
-29414.889168349517,39799.156784769104,18.12948,3.504958,-1.3031653,5.340676,3.9878507,1.7475852,5.0798492,2.2016015,1.6174195,-2.2891445,1.5876598,-0.76134974,-3.2742052,-0.9286788,-4.627095,4.9412723,-5.241679,-2.86101,2.4129605,-0.6334215,8.475009,5.101937,11.721194,1.946226,-0.02153208,-4.021217,4.7359047,-2.1039953,5.4800787,1.5006514,-29414.889168349517,39799.156784769104,-103.94089462378771,-304.80384803157995
-12836.092632009322,45652.821858564304,6.6823487,2.3125658,-6.963557,1.9435976,1.3449728,-0.6890336,-0.30355716,-2.857186,-1.2510608,-2.2574458,0.4524312,1.7711364,0.6489037,-0.7497399,1.5251724,0.8570865,-3.2240107,-0.98046404,-0.6173901,-1.386541,0.83544004,1.1459268,1.2570702,-0.99596244,1.6813451,-0.38908944,0.90207666,-0.15633854,-1.0404699,-1.8505105,-12836.092632009322,45652.821858564304,-370.0608987584972,140.8582056360692
14334.803770946697,15516.994365285049,-12.643183,-4.6845865,1.2672968,2.69514,-0.13360572,-2.2699537,1.6431426,3.101819,1.2118958,-3.3229477,-0.26863953,-0.8953059,1.0861093,0.98213685,-0.68129116,0.5381603,-0.4656107,0.06403213,1.345949,0.377446,0.6362932,-0.73773956,0.29034483,-0.16681823,-0.7991924,0.6619268,-0.96442884,-0.49735546,0.20204599,-0.25853968,14334.803770946697,15516.994365285049,-78.37047069894386,-426.84406447838035
3643.853682567429,39884.31479235443,-5.300708,-6.0521145,0.08274384,-3.5639334,2.8927436,0.58961546,-1.46279,-1.7989963,0.7510554,2.1317177,-0.21616232,-0.919243,-1.5410999,-0.20496796,-1.7808287,-0.8726743,-0.85024786,0.8234008,0.5161491,-0.5680405,0.4985841,0.057868544,0.55917364,-1.001953,-0.6155179,-1.4841044,-0.25039905,0.5649917,0.05593345,0.44717947,3643.853682567429,39884.31479235443,285.30535132192927,-1118.8110569525593
13257.058755466083,59596.91081120183,-4.540175,0.21399845,-4.257459,0.16175118,1.2786062,2.451396,-0.41843548,-1.0333654,-1.3279849,1.0389616,-0.0773127,1.6055318,0.16414298,-0.26591077,-0.610087,0.8828572,-0.10341422,-0.8382766,-0.47462395,1.4159528,-0.16421263,-0.4879453,-0.6120544,0.6648222,0.07176912,0.36275473,-1.2716436,0.93228066,-0.14012904,-0.1426456,13257.058755466083,59596.91081120183,526.2435608079094,119.46676378402874
5969.436200080797,17891.88412250857,-11.407765,-4.0116696,-1.6476692,2.3458629,1.7027622,0.64491284,-0.13680567,1.5706818,0.7354014,-1.597517,0.34899488,-1.1157438,1.5493459,0.97128963,-0.28477377,-0.12057295,0.38544825,-1.0947653,0.43346488,-0.3245411,-0.15147306,-0.28729177,-0.32500702,-0.16897975,0.25323588,0.26695743,-0.40693823,-0.14470047,0.1419307,0.23549423,5969.436200080797,17891.88412250857,278.58676510341814,-624.4545204741248
-32525.032060251637,41763.83169407502,12.908237,3.7158148,-2.4734733,0.11098586,0.32676497,-0.7445675,-2.778248,1.4091197,-1.2882059,-0.46032897,-0.2849928,-2.0245123,0.7712903,-1.4315087,-1.7745842,-0.8977757,-0.07544517,0.31847265,-0.7134991,0.57221335,0.27408457,9.245988e-05,0.93567514,1.0444622,0.99908084,0.22135434,-0.68945396,-0.14311801,-1.0818597,0.7981224,-32525.032060251637,41763.83169407502,137.0169335961648,121.63418700314686
-28316.73757863632,39238.08921643032,10.754913,0.32915124,-2.1615813,-0.18561952,0.24543273,-3.5113003,1.1089319,-1.5848345,-0.97639143,-1.9935006,0.93068415,1.8433211,-1.4340463,-0.54360366,2.2655401,-0.5119281,-1.2202123,-2.4377532,1.9111689,1.5011303,-0.5108354,-0.12556277,0.94360894,-2.2315996,0.47950175,0.4363335,2.1066413,-1.9592909,-0.59727407,-1.6283419,-28316.73757863632,39238.08921643032,263.7003511358392,401.73361276674115
