wilcoxon,t-test,t-test_overestim_var
Nrgn,Nrgn,Nrgn
Cd226,Pdcd1,Pdcd1
Pdcd1,Cd226,Gldc
Gldc,Gldc,Cd226
Tox,Tox,Tox
Bcl2a1d,Batf,Bcl2a1d
Bcl2a1b,Bcl2a1d,Bcl2a1b
Batf,Bcl2a1b,Batf
Pglyrp1,Gm45716,Gm45716
Inpp4b,Mpc1,Inpp4b
Tnfrsf4,Eea1,Tnfrsf4
Nrp1,Inpp4b,Vax2
Vamp5,Nab1,Eea1
Srgn,Tnfrsf4,
Gm45716,Casp3,
S100a4,Srgn,
Tnfrsf9,Nrp1,
Casp3,Pglyrp1,
Mpc1,S100a4,
Eea1,Cpd,
Sh2d2a,Vax2,
Ndufa7,Uhrf2,
Samsn1,Vamp8,
Nab1,Sh2d2a,
Rps15a,Tnfrsf9,
Uhrf2,Vamp5,
St3gal6,Utf1,
Bcl2,Rab27a,
Hif1a,Ptpn11,
Larp1b,Larp1b,
Rab27a,Nfatc1,
Rps21,Ifih1,
Cpd,Ptprk,
Vax2,Cntrl,
Arpc3,B230219D22Rik,
Ptpn11,Sdf4,
Rps7,St3gal6,
Nfatc1,Gch1,
Cntrl,Ncoa1,
Aim2,Atp6v1f,
Cxcr6,Ighm,
Utf1,Itgb1,
Ifih1,Vps13a,
Vamp8,Siah2,
Inpp5b,Arpc3,
Itgb1,,
Sdf4,,
Gch1,,
Rbl2,,
Wdr83os,,
Rpl27,,
Ppp1r16b,,
Plscr1,,
Mast4,,
Ncoa1,,
Lztfl1,,
Tmem134,,
Trim33,,
Cd3e,,
Ptprk,,
H2aj,,
Vps13a,,
Tm2d3,,
Rps3a1,,
Ighm,,
Cd3g,,
Rpl32,,
Orai1,,
B230219D22Rik,,
Pou2f2,,
Nr2c2,,
Ubash3b,,
Sh3bgrl,,
Mmd,,
Cd52,,
Nfat5,,
Ikbkb,,
Sla,,
Trmt1l,,
Rps8,,
Heatr1,,
Dph7,,
Ccdc28b,,
Siah2,,
Bola3,,
mt-Nd3,,
Lag3,,
Nmi,,
Ctla4,,
