,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.3514178,-0.5002585649490356,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.038023815,-0.14603757858276367,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.6596243,-0.9634723663330078,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.49556932,-0.5430527925491333,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.3020787,-1.4039185047149658,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,5.6628103,-8.071944236755371,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.3478493,-0.4994163513183594,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8700737,-0.4850137233734131,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0034758789,-5.58560848236084,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.259634,-5.271617412567139,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.1706286,-1.5061612129211426,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14646012,-0.6516740322113037,False
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.6405269,-1.1547646522521973,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,6.3489523,-0.8811904191970825,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.37573582,-0.27383899688720703,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.7555204,-1.06422758102417,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.06838819,-4.627439022064209,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1142095,-1.7479608058929443,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,2.398384,-2.954440116882324,False
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.2061457,-0.17332327365875244,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.7827043,-0.8691484928131104,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,0.98782414,-1.0020945072174072,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.1387855,-1.3135871887207031,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.7223407,-0.7149360179901123,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.39856568,-0.8047317266464233,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.2638673,-0.8033851385116577,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,3.8401158,-3.2724170684814453,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.05354171,-3.63275146484375,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.938054,-2.654175043106079,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.95149577,-0.9027091264724731,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.0011107,-0.79725182056427,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.1022176,-2.449746608734131,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,1.984534,-1.7251410484313965,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,15.279093,-12.191096305847168,False
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.5351577,-0.8713510036468506,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.5150735,-0.4347217082977295,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.4622464,-0.44737493991851807,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.318767,-1.3967769145965576,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,1.0833068,-0.8701044321060181,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.78228563,-0.5335599184036255,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.76119787,-0.4544481039047241,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,4.6213098,-0.5778529644012451,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,4.3550763,-7.701580047607422,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.7916352,-0.6610474586486816,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,2.6499262,-0.2767699956893921,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.2298524,-0.46792805194854736,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.0995626,-1.1316235065460205,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.5364038,0.19354569911956787,True
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.80986625,-1.2145440578460693,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.032634,-0.8563157320022583,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,8.317738,-2.8826355934143066,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.3630246,-0.21529734134674072,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.07016266,-0.0965569019317627,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.0418663,-0.9315719604492188,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,4.3926454,-4.429571628570557,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,0.8638017,-0.5344177484512329,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,0.5207887,-1.7167565822601318,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,0.79965943,0.06806141138076782,True
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.37901345,-1.0940501689910889,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,1.277925,-1.491351842880249,False
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.77375245,-0.07121539115905762,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.3475844,-1.6640303134918213,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.6269567,-0.9748542308807373,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,2.931213,-4.026251792907715,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,14.423138,-1.7268383502960205,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.50978804,-0.442607045173645,False
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,0.0,-0.17850065231323242,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.173408,-2.0420892238616943,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.7839494,-0.6491718292236328,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.4203306,-1.5354869365692139,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.27167174,-0.26522302627563477,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,4.478381,-2.898561954498291,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.70287764,-0.3346136808395386,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,4.325326,-2.3827733993530273,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.28647646,-0.7814785242080688,False
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.8184224,-0.4419074058532715,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,1.2861722,0.5392604470252991,True
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,0.52610046,-0.5953041315078735,False
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,0.0,-0.07046735286712646,False
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.32405227,-0.2836630344390869,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.048092835,-1.636427879333496,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,2.1403518,-6.024692535400391,False
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,0.6791303,-0.524532675743103,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.5835673,-0.8648817539215088,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.6730612,-0.5042064189910889,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.31751135,-1.1200289726257324,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.2956705,-0.3735462427139282,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.059738066,-1.0784530639648438,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.13320115,-1.2649815082550049,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.945676,-1.2606234550476074,False
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,3.1278408,-3.5115694999694824,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,1.0177883,-0.813622236251831,False
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.0,-0.02404344081878662,False
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.4007173,-2.338134288787842,False
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,9.910434,-7.030221939086914,False
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,1.5020988,-3.772646427154541,False
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.23352467,-1.652780532836914,False
