wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rps27,Rps27,Rps27
Rps29,Rps16,Rpl12
Rps14,Rpl12,Tpt1
Tpt1,Tpt1,Rps16
Rpl12,Rps7,Rps7
Rps16,Rps29,Rps29
Rps7,Rps14,Rps14
Rplp1,Rpl19,Rplp1
Rpl35a,Rpl23,Rpl17
Rps15a,Rpl17,Rpl19
Rpl17,Rplp1,Rpl35a
Rpl19,Rpl35a,Rps15a
Rpl5,Rps15a,Rpl23
Rpl9,Rpl30,Rpl5
Rps9,Rpl5,Rpl30
Rpl30,Rpl21,Rpl21
Rpl23,Rpl37a,Rpl37a
Rps27a,Rps19,Rps9
Rpl37a,Rps9,Rpl9
Rpl13,Rpl13,Rpl13
Rpl21,Rpl9,Rps19
Rps4x,Rps4x,Rps27a
Rps19,Rplp2,Rps4x
Rps3a1,Rps21,Rps20
Rps3,Rps3,Rps3
Rps20,Rps20,Rplp2
Rpl27a,Rps27a,Rps3a1
Rpl26,Rpl18a,Rpl18a
Rplp2,Sell,Rps21
Rps23,Rps23,Rps23
Rpl18a,Rps3a1,Rpl26
Rps21,Rps13,Rpl27a
Rpl8,Rpl26,Rps13
Fau,Rpl27a,Fau
Rps13,Fau,Rpl8
Rpl34,Rpl39,Rpl39
Rps28,Rpl8,Rpl36
Rpl36,Rpl36,Rpl34
Rps8,Rpl34,Rps8
Rps18,Rps5,Rps18
Rpl39,Rps8,Rps28
Rpl37,Rps28,Sell
Rpl11,Rps18,Rps6
Rps6,Rps6,Rps5
Rpl36a,Rpl37,Rpl37
Rps5,Rpl11,Rpl11
Rps15,Rpl18,Rpl36a
Rack1,Rpl36a,Rpl18
Rpl18,Rack1,Rack1
Rpl7,Rps15,Rps15
Eef1a1,Ltb,Ltb
Ltb,Rpl32,Rpl7
Rpl32,Tcf7,Rpl32
Rps25,Rpl7,Tcf7
Rpl15,Rpl38,Eef1a1
Rpl38,Dapl1,Rps25
Eef1b2,Eef1a1,Rpl38
Sell,Rps25,Rpl15
Rpl23a,Arl4c,Arl4c
Rps10,Lef1,Lef1
Rpl10,Rpl15,Rpl23a
Rpl6,Il7r,Rps10
Rpl35,Rpl23a,Dapl1
Tcf7,Rps10,Eef1b2
Btg1,Ccr7,Btg1
Rps26,Eef1b2,Rpl6
Lef1,Rpl6,Rpl10
Rpl22,Rpl35,Rpl35
Arl4c,Foxp1,Rps26
Rpl3,Btg1,Rpl22
Rps11,Rpl22,Il7r
Rpl10a,Rpl10,Foxp1
Foxp1,Rps26,Ccr7
Rapgef6,Rapgef6,Rpl10a
Npc2,Evl,Rps11
Satb1,Ccnd2,Rpl3
mt-Nd2,Satb1,Rapgef6
Dapl1,Rps11,Satb1
mt-Nd4,Rgs10,Evl
Il7r,Ramp1,Ccnd2
Cox7a2l,Rpl3,Rgs10
Rpl27,Rpl10a,Npc2
Shisa5,Npc2,mt-Nd2
Evl,Igfbp4,Ramp1
Rps12,Rflnb,mt-Nd4
Ccr7,Il6ra,Rpl27
Rpl24,Ssbp2,Shisa5
Ccnd2,mt-Nd2,Rabac1
Rpl14,Rabac1,Igfbp4
Rpl4,Pdk1,Rflnb
Bcl11b,Fam189b,Cox7a2l
Rgs10,Tdrp,Rps12
Rabac1,Chd3,Ssbp2
Ablim1,mt-Nd4,Grap2
Peli1,Grap2,Chd3
Grap2,Rpl27,Fam189b
Rplp0,Shisa5,Il6ra
Cd8b1,Cox7a2l,Rpl24
H2-K1,Tespa1,Bcl11b
Limd2,Il6st,Pdk1
Pfdn5,Bcl11b,Peli1
Chd3,Peli1,Tespa1
Saraf,Rpl24,Rpl14
Rpl31,Rps12,Tdrp
Rpl29,Pik3ip1,Il6st
Tmsb10,Tcp11l2,Ablim1
Rps27rt,Rps27rt,Rps27rt
Ramp1,Rpl14,Txnip
mt-Cytb,Ctss,Pik3ip1
Fam189b,Ablim1,Ctss
Rpl28,Txnip,Pdcd4
Mycbp2,Pdcd4,Rpl4
Ptpn18,Ccr9,Tcp11l2
Klf13,Iigp1,Ccr9
Pdcd4,Klf3,Klf3
Mbnl1,Dph5,H2-K1
Txnip,Cd2ap,Tmsb10
Eif4a2,Rpl4,Dph5
Igfbp4,Kbtbd11,Cd2ap
Arhgap45,Rapgef4,Iigp1
Tespa1,Tmem108,Kbtbd11
Npm1,Nsg2,mt-Cytb
Ssbp2,Scml4,Klk8
Rflnb,Ifit1bl1,Mycbp2
Fyb,Treml2,Rapgef4
Il6ra,Klk8,Nsg2
Eef1g,Mycbp2,Rpl28
mt-Nd1,Atp1b1,Scml4
Srsf5,Klf13,Tmem108
Rpsa,Tmsb10,Rpl29
mt-Atp6,Pmepa1,Klf13
Klf3,Rpl29,Limd2
Eif3e,H2-K1,Ifit1bl1
mt-Co3,Ssh2,Rplp0
