wilcoxon,t-test,t-test_overestim_var
Rps24,Rps24,Rps24
Rps15a,Rps27,Rps27
Rpl37,Rps29,Rps29
Rpl31,Rps7,Rps7
Rps27,Rps15a,Rps15a
Rps7,Rpl23a,Rpl23a
Rps3,Rplp1,Rplp1
Rpl18,Rpl18a,Rpl18a
Rpl18a,Tpt1,Rps3
Rps29,Rps3,Tpt1
Rpl19,Rps23,Rps23
Rpl26,Rpl19,Rpl19
Rplp1,Rps16,Rps16
Rpl23a,Rpl12,Rpl12
Rpl39,Rpl39,Rpl39
Rps20,Rpl26,Rpl26
Rpl34,Rpl31,Rpl31
Rpl21,Rps6,Rps6
Rpl5,Rpl18,Rpl18
Rpl35a,Rpl37,Rpl37
Rpl12,Rpl13,Rpl13
Rps23,Rpl23,Rpl23
Rps16,Rpl35a,Rpl35a
Eef1a1,Rpl21,Rps20
Rpl9,Rpl17,Rpl21
Rps3a1,Rps20,Rpl17
Rpl32,Rpl5,Rpl5
Tpt1,Rps28,Rps28
Rpl27a,Rps13,Rps13
Rpl11,Rpl27a,Rpl27a
Rps13,Rplp2,Rplp2
Rpl38,Rps19,Rps19
Rps6,Rpl9,Rpl9
Rpl17,Rps14,Rpl11
Rpl13,Rpl11,Rps14
Rps27rt,Rps21,Rps21
Rpl35,Rpl36,Rpl36
Rpl36,Rps27rt,Rps27rt
Rps18,Rps15,Rps15
Rps14,Rps3a1,Rps3a1
Rplp2,Rpl34,Rpl34
Rpl23,Ccr7,Rps18
Rpl10,Rps18,Rpl38
Rpl4,Rpl38,Rpl32
Rpl15,Rpl32,Eef1a1
Rpl30,Eef1a1,Ccr7
Rps21,Sell,Sell
Rpl7,Rps10,Rps10
Rpl8,Rpl35,Rpl35
Rps26,Rps25,Rps25
Rps28,Rpl37a,Rpl37a
Rps5,Rpl30,Rpl30
Rps10,Fau,Fau
Rpl3,Rpl36a,Rpl36a
Rps11,Rps9,Rpl7
Rps15,Rpl7,Rps9
Rps19,Rpl15,Rpl15
Rplp0,Rpl4,Rpl4
Rps25,Rps5,Rps5
Rps8,Rps27a,Rps27a
Rpl10a,Rps11,Rps11
Rpl6,Bcl2,Rps4x
Rpl36a,Rps4x,Rps26
Rps27a,Rps26,Rpl3
Rpl37a,Rpl3,Bcl2
Rps4x,Rpl6,Rpl6
Eef1b2,Rps8,Rps8
Fau,Rpl8,Rpl8
Rpl24,Rpl10,Rpl10
Rps9,Tcf7,Tcf7
Rack1,Rplp0,Rplp0
Rps17,Rgs10,Rpl24
Rps12,Rpl24,Rpl10a
Rpl27,Rpl10a,Rgs10
Bcl2,Dapl1,Eef1b2
Lef1,Lef1,Lef1
Tcf7,Eef1b2,Dapl1
Rpl22,Rack1,Rack1
Wdr89,Rpl14,Rps17
Ccr7,Rps17,Rpl14
Rpl13a,Rpl27,Rpl27
Stat1,Stat1,Stat1
Sell,Rpl22,Rpl22
Rpl14,Rps12,Rps12
Uba52,Rpl13a,Rpl13a
Rpsa,Pdk1,Pdk1
Npm1,Il7r,Il7r
Ltb,Epb41l4aos,Uba52
Btg1,Uba52,Epb41l4aos
Emb,Actn1,Actn1
Rgs10,Nsg2,Npm1
Gm2000,Wdr89,Wdr89
Evl,Npm1,Rpsa
Pfdn5,Rpsa,Nsg2
Cox7a2l,Socs3,Socs3
Rpl29,Ltb,Ltb
Gm11808,Emb,Emb
Npc2,Evl,Btg1
Naca,Btg1,Evl
Malat1,Ms4a4c,Ms4a4c
Shisa5,Igfbp4,Igfbp4
Eef1g,Ctss,Ctss
Actn1,Il6ra,Cox7a2l
