gene_names,CD25KO,P14NAV,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.49862807989120483,0.3849406838417053,0.461354523897171,0.00033555310040598354,4.035667419433594,0.461354523897171,0.0009559548400816161,3.736727476119995,0.461354523897171,0.0017894709465439134,3.5734946727752686
Lypla1,0.44465872645378113,0.24625413119792938,1.0038917064666748,3.15671462094211e-12,7.393352031707764,1.0038917064666748,2.4255032909309024e-11,7.14104700088501,1.0038917064666748,1.7114542391043874e-10,6.858413219451904
Tcea1,0.4620240330696106,0.3551534414291382,0.4618513882160187,0.0002627457806468949,4.098145961761475,0.4618513882160187,0.0015334033304746887,3.6012895107269287,0.4618513882160187,0.0027724491104659196,3.442509174346924
Atp6v1h,0.20494218170642853,0.17536327242851257,0.2468828409910202,0.015556065141963041,2.8893964290618896,0.2468828409910202,0.3166197749248306,1.3369648456573486,0.2468828409910202,0.3513591875221092,1.2758911848068237
Rb1cc1,0.21387778222560883,0.2549605965614319,-0.2842794358730316,0.9957423513410114,0.31969764828681946,-0.2842794358730316,0.22529690004577566,-1.5883736610412598,-0.2842794358730316,0.26268587758742684,-1.5108463764190674
4732440D04Rik,0.037613075226545334,0.03425360098481178,0.13741634786128998,0.9621852488604785,0.4905468225479126,0.13741634786128998,0.8355235025826476,0.33426862955093384,0.13741634786128998,0.8476489552005054,0.32062965631484985
Pcmtd1,0.16302786767482758,0.23989935219287872,-0.6146222949028015,0.612979759980531,-1.0001723766326904,-0.6146222949028015,0.0044460286339883465,-3.2783985137939453,-0.6146222949028015,0.007906563112263308,-3.1073951721191406
Gm26901,0.004397685639560223,0.008663582615554333,-0.9812997579574585,0.9957423513410114,0.0935029685497284,-0.9812997579574585,0.4548059170717519,-1.0503052473068237,-0.9812997579574585,0.4867617268325656,-0.985122799873352
Rrs1,0.21923545002937317,0.21353474259376526,0.04227074980735779,0.33306527315939255,1.4640777111053467,0.04227074980735779,0.8845845449881914,0.24206650257110596,0.04227074980735779,0.8939465300878243,0.23139707744121552
Mybl1,0.005350756924599409,0.0,22.355173110961914,0.9957423513410114,0.4297870695590973,22.355173110961914,0.045764306679793164,2.4315359592437744,22.355173110961914,0.04766417634740687,2.4315359592437744
Vcpip1,0.14152151346206665,0.11794264614582062,0.28031226992607117,0.07452446754872485,2.263923406600952,0.28031226992607117,0.34772386239043707,1.2655645608901978,0.28031226992607117,0.38266101444412565,1.210615873336792
1700034P13Rik,0.002496914239600301,0.0,21.253517150878906,0.9957423513410114,0.2655552923679352,21.253517150878906,0.1973886518491116,1.6744756698608398,21.253517150878906,0.20532970063640346,1.6744756698608398
Sgk3,0.03833998739719391,0.09806112945079803,-1.3984006643295288,0.41893585857279264,-1.3014788627624512,-1.3984006643295288,0.00014270009917768294,-4.2364325523376465,-1.3984006643295288,0.0004185898596493771,-3.9791080951690674
Mcmdc2,0.0030458313412964344,0.002683076774701476,0.1832095831632614,0.9957423513410114,0.11782405525445938,0.1832095831632614,0.9443755034971653,0.12579256296157837,0.1832095831632614,0.9490854962276105,0.12112714350223541
Snhg6,0.5924647450447083,0.4173259139060974,0.6424756050109863,2.4722801218214365e-07,5.597630977630615,0.6424756050109863,8.038050587664109e-07,5.369931221008301,0.6424756050109863,2.785964623410026e-06,5.136009693145752
Cops5,0.4077891707420349,0.2504101097583771,0.8232706189155579,3.713845503513835e-08,5.939071178436279,0.8232706189155579,4.7810218963721205e-08,5.89930534362793,0.8232706189155579,1.9314717513804432e-07,5.660202980041504
Cspp1,0.13223645091056824,0.17046549916267395,-0.39463159441947937,0.7613736256467742,0.7863531112670898,-0.39463159441947937,0.15014691443304154,-1.8395192623138428,-0.39463159441947937,0.1850430363301437,-1.7394788265228271
Arfgef1,0.16889776289463043,0.15942978858947754,0.09024538844823837,0.1339487725124341,1.9847036600112915,0.09024538844823837,0.769664447845989,0.4524380564689636,0.09024538844823837,0.7877178085110492,0.43126317858695984
Prex2,0.002904509659856558,0.0014935124199837446,0.9606030583381653,0.9957423513410114,0.16431771218776703,0.9606030583381653,0.723803892410185,0.5369606614112854,0.9606030583381653,0.739214225416152,0.5218808650970459
A830018L16Rik,0.0016784934559836984,0.0012982080224901438,0.370919406414032,0.9957423513410114,0.10965973138809204,0.370919406414032,0.9181868360439913,0.17921479046344757,0.370919406414032,0.9242962636027594,0.1734214723110199
Ncoa2,0.14269493520259857,0.1342216581106186,0.0945701003074646,0.17932381597729885,1.833448886871338,0.0945701003074646,0.7737947679873549,0.44382110238075256,0.0945701003074646,0.7913086636415629,0.42368486523628235
Tram1,0.7815476059913635,0.5860950946807861,0.5721304416656494,1.641189916538693e-06,5.231095790863037,0.5721304416656494,4.043046176247846e-07,5.5052337646484375,0.5721304416656494,1.4147995920852996e-06,5.276134967803955
Lactb2,0.1118321642279625,0.06417520344257355,0.8361286520957947,0.010340933977324331,3.030510187149048,0.8361286520957947,0.00801758307334604,3.0879013538360596,0.8361286520957947,0.011864930203606617,2.9691312313079834
Gm9947,0.00148978631477803,0.0,20.507749557495117,0.9957423513410114,0.21081137657165527,20.507749557495117,0.2926038035912772,1.4062000513076782,20.507749557495117,0.30214706620874776,1.4062000513076782
Msc,0.011301485821604729,0.0015231254510581493,2.898466110229492,0.8918976437776869,0.6015815734863281,2.898466110229492,0.05175250362404488,2.3740622997283936,2.898466110229492,0.05774324143755852,2.3451406955718994
Terf1,0.16196389496326447,0.1038711667060852,0.683709979057312,0.0023778898903044623,3.495361089706421,0.683709979057312,0.0058523560679034975,3.1909596920013428,0.683709979057312,0.008908518669127102,3.0670154094696045
Rpl7,3.4123148918151855,3.557893753051758,-0.2166738212108612,1.2934097485574933e-20,-9.710472106933594,-0.2166738212108612,9.909927092701287e-14,-7.92769193649292,-0.2166738212108612,1.5360547028672869e-12,-7.568369388580322
Rdh10,0.0118216248229146,0.008920454420149326,0.4083356559276581,0.9957423513410114,0.41216933727264404,0.4083356559276581,0.7329595285596406,0.5200332999229431,0.4083356559276581,0.7530244762701513,0.49682751297950745
Stau2,0.0017831162549555302,0.0,20.767255783081055,0.9957423513410114,0.21081137657165527,20.767255783081055,0.292013408822554,1.4099310636520386,20.767255783081055,0.3013873643087098,1.4099310636520386
Ube2w,0.08434578031301498,0.0976739302277565,-0.22141790390014648,0.7156627904413715,0.8520114421844482,-0.22141790390014648,0.5448812652685604,-0.8508714437484741,-0.22141790390014648,0.5778970755495056,-0.8077734708786011
Eloc,0.812678337097168,0.5171777009963989,0.8886250257492065,1.988896419777795e-13,7.768910884857178,0.8886250257492065,1.2603090045558265e-15,8.507833480834961,0.8886250257492065,2.022219715204492e-14,8.164575576782227
D030040B21Rik,0.0014028463046997786,0.0,20.42093849182129,0.9957423513410114,0.15606746077537537,20.42093849182129,0.464188367310995,1.0,20.42093849182129,0.4785097700707078,1.0
