gene_names,A5P,A5T,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.8280590772628784,0.6723896265029907,-0.4266375005245209,5.6237023192028535e-15,-8.106454849243164,-0.4266375005245209,1.0791804186248546e-21,-9.954476356506348,-0.4266375005245209,1.0791804186248546e-21,-9.954476356506348
Lypla1,0.3690175712108612,0.32460933923721313,-0.218866765499115,4.925398889502462e-06,-4.862931251525879,-0.218866765499115,0.0022111882763650764,-3.4025933742523193,-0.218866765499115,0.0022111882763650764,-3.4025933742523193
Gm37988,0.001271101413294673,0.0010231626220047474,-0.3132222294807434,1.0,0.034412432461977005,-0.3132222294807434,0.8599146124186731,-0.2968663275241852,-0.3132222294807434,0.8599146124186731,-0.2968663275241852
Tcea1,0.5933987498283386,0.45901015400886536,-0.47587865591049194,9.989034041138192e-18,-8.871341705322266,-0.47587865591049194,1.2295213096677555e-18,-9.174864768981934,-0.47587865591049194,1.2295213096677555e-18,-9.174864768981934
Atp6v1h,0.334088534116745,0.3721000552177429,0.18448984622955322,1.0,0.02585088461637497,0.18448984622955322,0.01684416052632175,2.7382569313049316,0.18448984622955322,0.01684416052632175,2.7382569313049316
Rb1cc1,0.2578388750553131,0.3387714922428131,0.45512133836746216,0.1116285393122358,1.9418364763259888,0.45512133836746216,7.205253528633091e-08,5.716433525085449,0.45512133836746216,7.205253528633091e-08,5.716433525085449
Pcmtd1,0.12234684824943542,0.15880261361598969,0.4031708836555481,0.7826573888790064,-0.7127141356468201,0.4031708836555481,0.0015226791217740146,3.5128843784332275,0.4031708836555481,0.0015226791217740146,3.5128843784332275
Rrs1,0.3524760901927948,0.2693662643432617,-0.451009064912796,1.8408662557350697e-13,-7.654078483581543,-0.451009064912796,1.575435437646826e-09,-6.364791393280029,-0.451009064912796,1.575435437646826e-09,-6.364791393280029
Adhfe1,0.0008436516509391367,0.0007311067311093211,-0.20664630830287933,1.0,0.03463409096002579,-0.20664630830287933,0.9299086720221922,-0.17859064042568207,-0.20664630830287933,0.9299086720221922,-0.17859064042568207
Mybl1,0.025709860026836395,0.01575610414147377,-0.7136160731315613,0.15738024757344546,-1.7750663757324219,-0.7136160731315613,0.0070192448500538875,-3.041346788406372,-0.7136160731315613,0.0070192448500538875,-3.041346788406372
Vcpip1,0.21729479730129242,0.23210583627223969,0.10621295124292374,0.20367723536197585,-1.6389960050582886,0.10621295124292374,0.3380678415790629,1.2599660158157349,0.10621295124292374,0.3380678415790629,1.2599660158157349
Sgk3,0.059945423156023026,0.058018408715724945,-0.04854273796081543,0.03323786232009913,-2.4598515033721924,-0.04854273796081543,0.8587902961545796,-0.29872462153434753,-0.04854273796081543,0.8587902961545796,-0.29872462153434753
Mcmdc2,0.0025458966847509146,0.0016362781170755625,-0.6384118795394897,1.0,-0.20730580389499664,-0.6384118795394897,0.6099668633569078,-0.7113364338874817,-0.6384118795394897,0.6099668633569078,-0.7113364338874817
Ppp1r42,0.00024622262571938336,0.0,-17.909788131713867,1.0,0.03463409096002579,-17.909788131713867,0.4449964716528102,-1.0,-17.909788131713867,0.4449964716528102,-1.0
Cops5,0.6047748923301697,0.5033185482025146,-0.3448352515697479,3.5429640427926976e-09,-6.200333118438721,-0.3448352515697479,1.2776538680973638e-10,-6.762245178222656,-0.3448352515697479,1.2776538680973638e-10,-6.762245178222656
Cspp1,0.23967407643795013,0.23554247617721558,-0.02818465232849121,0.002810371306537661,-3.296278715133667,-0.02818465232849121,0.8313984871092507,-0.3439123332500458,-0.02818465232849121,0.8313984871092507,-0.3439123332500458
Arfgef1,0.29068613052368164,0.28838595747947693,-0.013200552202761173,0.011059372199423559,-2.8592796325683594,-0.013200552202761173,0.9271875498563407,-0.18317601084709167,-0.013200552202761173,0.9271875498563407,-0.18317601084709167
Prex2,0.001747213420458138,0.0012426442699506879,-0.4920061528682709,1.0,-0.1383701115846634,-0.4920061528682709,0.7431159414004167,-0.4891475439071655,-0.4920061528682709,0.7431159414004167,-0.4891475439071655
A830018L16Rik,0.0,0.0,0.0,1.0,0.06929589062929153,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0,0.0,1.0,0.06929589062929153,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.2371026873588562,0.2679012417793274,0.1993398368358612,0.8513474070377641,-0.6300633549690247,0.1993398368358612,0.03342181116471265,2.4780304431915283,0.1993398368358612,0.03342181116471265,2.4780304431915283
