gene_names,A5T,A8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6723896265029907,0.4206181764602661,0.8748570680618286,4.089987197919e-29,11.428827285766602,0.8748570680618286,3.7705059115839076e-32,12.242205619812012,0.8748570680618286,3.5307746841486446e-34,12.622092247009277
Lypla1,0.32460933923721313,0.30224609375,0.11995366960763931,1.3335628258406994e-07,5.507633209228516,0.11995366960763931,0.33007534439782465,1.2599513530731201,0.11995366960763931,0.3080462122947206,1.3018630743026733
Gm37988,0.0010231626220047474,0.0005745338858105242,0.8328941464424133,0.9845645772363123,0.16858640313148499,0.8328941464424133,0.6983404206651139,0.5658512711524963,0.8328941464424133,0.6854211479642215,0.5804203152656555
Tcea1,0.45901015400886536,0.42688098549842834,0.12957391142845154,0.00014842800723075016,4.040645122528076,0.12957391142845154,0.2068493642001119,1.5799332857131958,0.12957391142845154,0.18651414578393474,1.633496642112732
Atp6v1h,0.3721000552177429,0.3417189121246338,0.14609657227993011,7.52254789794306e-08,5.610240459442139,0.14609657227993011,0.20635129651647388,1.581291913986206,0.14609657227993011,0.18692779803132215,1.6320858001708984
Rb1cc1,0.3387714922428131,0.5737361907958984,-0.9424073100090027,5.344066381207707e-10,-6.437244415283203,-0.9424073100090027,2.3325079801291446e-24,-10.578481674194336,-0.9424073100090027,4.1148624445809486e-26,-10.955344200134277
Pcmtd1,0.15880261361598969,0.296284943819046,-1.0026806592941284,0.019629387055003,-2.6098082065582275,-1.0026806592941284,1.1045291314267829e-14,-8.062203407287598,-1.0026806592941284,9.644604197256222e-16,-8.358491897583008
Rrs1,0.2693662643432617,0.15368136763572693,0.8960152268409729,5.429931889622621e-26,10.773601531982422,0.8960152268409729,1.9973080016443427e-14,7.972086429595947,0.8960152268409729,3.4213713299186814e-15,8.18902587890625
Adhfe1,0.0007311067311093211,0.0008459222153760493,-0.21052546799182892,0.9845645772363123,0.13488104939460754,-0.21052546799182892,0.9879034287497396,-0.12120024114847183,-0.21052546799182892,0.9841409768202615,-0.1260366141796112
Mybl1,0.01575610414147377,0.01080887671560049,0.5472705364227295,0.22417281448499995,1.5392606258392334,0.5472705364227295,0.2816015636253795,1.3722485303878784,0.5472705364227295,0.2659362472514795,1.4154934883117676
Vcpip1,0.23210583627223969,0.22795207798480988,0.029163416475057602,2.0311499266809636e-07,5.430915832519531,0.029163416475057602,0.8974427996052223,0.25659888982772827,0.029163416475057602,0.890058102305564,0.26510605216026306
Sgk3,0.058018408715724945,0.03053252026438713,0.9461371302604675,0.0002915816899193789,3.872476100921631,0.9461371302604675,0.0005317195214689938,3.7933409214019775,0.9461371302604675,0.00036742009019575064,3.8833377361297607
Mcmdc2,0.0016362781170755625,0.001471830764785409,0.15292491018772125,0.9862805196506631,0.06043100729584694,0.15292491018772125,0.991835654678693,0.11539474874734879,0.15292491018772125,0.9892009539822394,0.11829718202352524
Ppp1r42,0.0,0.0,0.0,0.9845645772363123,0.07107950747013092,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.5033185482025146,0.29374974966049194,0.9380688667297363,2.488159949492208e-33,12.258993148803711,0.9380688667297363,3.1668978048658825e-28,11.417813301086426,0.9380688667297363,6.537971569497661e-30,11.755471229553223
Cspp1,0.23554247617721558,0.23314376175403595,0.016565315425395966,1.529790593487413e-07,5.482518196105957,0.016565315425395966,0.9727478042526517,0.14599642157554626,0.016565315425395966,0.9685555828738102,0.15082252025604248
Arfgef1,0.28838595747947693,0.3896736204624176,-0.5114492177963257,0.9845645772363123,-0.20616935193538666,-0.5114492177963257,6.599397082797855e-07,-5.291615962982178,-0.5114492177963257,2.3225469348055507e-07,-5.481033802032471
Prex2,0.0012426442699506879,0.004531997721642256,-1.8691068887710571,0.9943051020314939,-0.014675249345600605,-1.8691068887710571,0.23960848366754875,-1.4922466278076172,-1.8691068887710571,0.21266532973417596,-1.5563684701919556
A830018L16Rik,0.0,0.0,0.0,0.9845645772363123,0.07107950747013092,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0,0.0,0.9845645772363123,0.07107950747013092,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.2679012417793274,0.4163669943809509,-0.7493441104888916,0.051858119503227405,-2.232248544692993,-0.7493441104888916,2.278576534200391e-13,-7.661782741546631,-0.7493441104888916,2.565344835450176e-14,-7.940225601196289
Tram1,0.8232439160346985,0.8096815943717957,0.035065025091171265,0.5163627666235944,-1.0156644582748413,0.035065025091171265,0.7020989786761693,0.5596386790275574,0.035065025091171265,0.6870078557756979,0.5780075788497925
Lactb2,0.13119958341121674,0.17904449999332428,-0.483959823846817,0.016111138475967315,2.681006908416748,-0.483959823846817,0.0012303460411778888,-3.5633182525634766,-0.483959823846817,0.0007365443609784877,-3.698080539703369
Xkr9,0.00019025873916689306,0.0,17.537748336791992,0.9845645772363123,0.10481468588113785,17.537748336791992,0.4343290937067897,1.0,17.537748336791992,0.4310874786091983,1.0
Eya1,0.00017874313925858587,0.0,17.44766616821289,0.9845645772363123,0.10481468588113785,17.44766616821289,0.4343290937067897,1.0,17.44766616821289,0.4310874786091983,1.0
Msc,0.004633596632629633,0.015477901324629784,-1.7478408813476562,0.9845645772363123,-0.1768188625574112,-1.7478408813476562,0.01257252737209142,-2.8366684913635254,-1.7478408813476562,0.008548368136528987,-2.962217330932617
Trpa1,0.0001204355139634572,0.0,16.878000259399414,0.9845645772363123,0.10481468588113785,16.878000259399414,0.4343290937067897,1.0,16.878000259399414,0.4310874786091983,1.0
