wilcoxon,t-test,t-test_overestim_var
Rps2,Rps2,Rps2
Rpl41,Ptma,Ptma
Rps20,Rpl41,Rpl41
Tubb5,Tubb5,Tubb5
Ptma,Rps20,Rps20
Rpsa,Pclaf,Pkm
Rpl28,Pkm,Pclaf
Hsp90ab1,Rpsa,Rpl28
Pkm,Rpl28,Rpsa
Rps17,Hsp90ab1,Hsp90ab1
Rpl10,Cks1b,Cks1b
Ran,Birc5,Birc5
Hsp90aa1,Ran,Ran
Rps12,Hsp90aa1,Hsp90aa1
Pclaf,Tuba1b,Tuba1b
Tuba1b,Ccnb2,Rps17
Gapdh,Rps17,Rpl10
Anp32b,Rpl10,Ccnb2
Mif,Rps12,Rps12
Cks1b,Spc24,Spc24
Birc5,Rrm2,Rrm2
Ppia,Mki67,Mki67
Rps26,Gmnn,Gmnn
Nme1,Cdca3,Mif
Ccnb2,Stmn1,Stmn1
Selenoh,Ccna2,Cdca3
Atp5b,Mif,Ccna2
Ube2s,Fkbp2,Fkbp2
Mki67,Hmgn2,Hmgn2
Snrpd1,Tubb4b,Tubb4b
Ube2c,Cdca8,Cdca8
Hmgn2,Mcm5,Mcm5
Spc24,Chchd10,Chchd10
Stmn1,Anp32b,Anp32b
Eif5a,Dut,Dut
Tubb4b,Lig1,Ube2s
Fkbp2,1500009L16Rik,Selenoh
Ldha,Ube2s,Lig1
Hsp90b1,Selenoh,1500009L16Rik
Cdca3,Asf1b,Asf1b
Rrm2,Uhrf1,Lsm2
Gmnn,Rfc4,Nme1
Dut,Lsm2,Uhrf1
Anxa2,Tyms,Snrpd1
Rps8,Ube2c,Ppia
Chchd10,Nme1,Tyms
Prdx1,Snrpd1,Rfc4
Hmgb1,Ppia,Ube2c
Cdca8,Tk1,Tk1
Calr,Mcm7,Mcm7
Mcm5,Sdf2l1,Rps26
Ccna2,Mcm3,Sdf2l1
Eif4a1,Tpx2,Mcm3
Lsm2,Rps26,Smc2
Ranbp1,Smc2,Tpx2
Rps19,Clspn,Hsp90b1
1500009L16Rik,Rrm1,Rrm1
Lig1,Hsp90b1,Clspn
Hspa8,Hspd1,Hspd1
Txn1,Anxa2,Ldha
Asf1b,Ldha,Anxa2
Sdf2l1,Ccnb1,Ranbp1
Rps27l,Pdia6,Pdia6
Smc2,Ppa1,Atp5b
Tyms,Ranbp1,Ppa1
Mcm7,Dhfr,Eif5a
Dbi,Gapdh,Ccnb1
Hspd1,H1f5,Gapdh
Mcm3,Eif5a,Calr
Uhrf1,Atp5b,Phgdh
Alyref,Phgdh,Dhfr
Nucks1,Rps19,Rps19
Hnrnpab,Calr,Nasp
Pdia3,Tpi1,H1f5
Ybx1,Hmmr,Tpi1
Dynll1,Kif15,Kif15
Ppa1,Nasp,Alyref
Slc25a5,Rad51,Hmmr
Pdia6,Alyref,Eif4a1
Tmpo,Rfc5,Rad51
Snrpf,Tmpo,Rfc5
Nasp,Eif4a1,Tmpo
Rfc4,Pcna,Rps8
Snrpe,Lmnb1,Pcna
Phgdh,Rps8,Lmnb1
Clspn,Cdc20,Nucks1
