wilcoxon,t-test,t-test_overestim_var
Rps2,Rps2,Rps2
Rpl41,Ptma,Ptma
Ptma,Pclaf,Pclaf
Tubb5,Rpl41,Rpl41
Ran,Tubb5,Tubb5
Hsp90ab1,Cks1b,Cks1b
Hsp90aa1,Birc5,Birc5
Rps17,Hsp90aa1,Hsp90aa1
Pclaf,Ran,Ran
Rpl28,Tuba1b,Tuba1b
Rps20,Hsp90ab1,Hsp90ab1
Anp32b,Ccnb2,Ccnb2
Cks1b,Rrm2,Rrm2
Tuba1b,Stmn1,Stmn1
Rpsa,Cdca3,Cdca3
Birc5,Rps17,Rps17
Rpl10,Mki67,Mki67
Ppia,Rpl28,Rpl28
Ube2s,Spc24,Spc24
Snrpd1,Hmgn2,Hmgn2
Nme1,Ube2s,Ube2s
Mif,Anp32b,Anp32b
Hspa8,Cdca8,Cdca8
Stmn1,1500009L16Rik,1500009L16Rik
Hsp90b1,Lig1,Lig1
Ccnb2,Ccna2,Ccna2
Gapdh,Fkbp2,Fkbp2
Selenoh,Snrpd1,Snrpd1
Hmgn2,Chchd10,Chchd10
Mki67,Tubb4b,Tubb4b
Cdca3,Mcm5,Mcm5
Spc24,Rpsa,Rpsa
Rrm2,Mif,Mif
Eif5a,Selenoh,Selenoh
Hmgb1,Rps20,Rps20
Ube2c,Hsp90b1,Hsp90b1
Fkbp2,Rpl10,Rpl10
Tubb4b,Uhrf1,Uhrf1
Hnrnpab,Ppia,Ppia
1500009L16Rik,Gmnn,Gmnn
Cdca8,Dut,Dut
Chchd10,Hspd1,Hspd1
Hspd1,Nme1,Nme1
Nasp,Nasp,Nasp
Lig1,Pdia6,Pdia6
Dut,Hspa8,Hspa8
Pdia6,Lsm2,Lsm2
Cmtm7,Asf1b,Asf1b
Mcm5,Mcm7,Mcm7
Rps27l,Lmnb1,Lmnb1
Dbi,Tpx2,Tpx2
Ccna2,Rfc4,Rfc4
Lsm2,Tk1,Tk1
Ldha,Ube2c,Ube2c
Nucks1,Smc2,Smc2
Gmnn,Tyms,Tyms
Rps12,Hsph1,Hsph1
Ybx1,Mcm3,Mcm3
Ranbp1,Rrm1,Rrm1
Calr,Hnrnpab,Hnrnpab
Dynll1,Phgdh,Phgdh
Lmnb1,Cmtm7,Cmtm7
Uhrf1,Tpi1,Tpi1
Cenpa,Clspn,Clspn
Prdx1,Ccnb1,Ccnb1
Asf1b,Sdf2l1,Sdf2l1
Smc2,Nucks1,Nucks1
Hsph1,Cenpa,Cenpa
Mcm7,Eif5a,Eif5a
Phgdh,Ranbp1,Ranbp1
Atp5b,Hmmr,Hmmr
Slc25a5,Kif15,Kif15
Mcm3,Rps27l,Rps27l
Pdia3,Siva1,Siva1
Tyms,Tacc3,Tacc3
Clspn,Ppa1,Ppa1
Sdf2l1,Cenpe,Cenpe
Snrpg,Pcna,Pcna
Tpx2,Hmgb1,Hmgb1
Snrpe,Ldha,Ldha
Snrpf,Cdc20,Cdc20
Pcna,Dbi,Dbi
Tpi1,Calr,Calr
Cenpe,Cdkn3,Cdkn3
