wilcoxon,t-test,t-test_overestim_var
Thy1,H2-K1,H2-K1
H2-K1,Thy1,Thy1
B2m,Btg1,Btg1
Btg1,B2m,B2m
H2-Q7,Tpt1,Tpt1
H2-D1,H2-Q7,H2-Q7
Gimap6,Fau,Fau
Tpt1,Gimap6,Gimap6
Ptpn18,H2-D1,H2-D1
Fau,Ptpn18,Ptpn18
Cd3d,Hcst,Hcst
Ly6c2,Txk,Txk
Stk17b,Klrd1,Klrd1
Hcst,Npc2,Npc2
Npc2,Stk17b,Stk17b
Ugcg,Cd3d,Cd3d
Klrd1,Rps27,Rps27
Txk,Arl4c,Arl4c
Cd53,Pnrc1,Pnrc1
Arl4c,Satb1,Satb1
Jak1,Sell,Sell
Ms4a6b,Ms4a4c,Ms4a4c
Pnrc1,Cd53,Cd53
H2-T23,Ugcg,Ugcg
Cd8b1,Ly6c2,Ly6c2
Epsti1,Ggh,Ggh
Saraf,Slfn1,Slfn1
Satb1,Foxp1,Foxp1
Fyb,H2-T23,H2-T23
Ptprc,Jak1,Jak1
Elf1,Vps37b,Vps37b
Shisa5,Rpl18a,Rpl18a
Ifi27l2a,Pdcd4,Pdcd4
Cotl1,Bcl2,Bcl2
Gramd3,Ms4a6b,Ms4a6b
Fxyd5,Elf1,Elf1
Vps37b,Il7r,Il7r
Sp100,Ypel3,Ypel3
Psme1,Rps24,Rps24
Ms4a4b,Saraf,Saraf
Srgn,Fyb,Fyb
Tmsb10,Ltb,Ltb
Junb,Shisa5,Shisa5
Ltb,Junb,Junb
Gimap3,Evl,Evl
Pfdn5,Gramd3,Gramd3
Akap13,Ssh2,Ssh2
Cd52,Ifi27l2a,Ifi27l2a
Ifi47,St3gal6,St3gal6
Pdcd4,Ptprc,Ptprc
Ifngr1,Pfdn5,Pfdn5
Slfn1,Epsti1,Epsti1
Rps27,Rps13,Rps13
Ms4a4c,Ifi47,Ifi47
Ubc,Lef1,Lef1
Ggh,Gimap3,Gimap3
Foxp1,Ccr7,Ccr7
Il2rg,Tm6sf1,Tm6sf1
Ubb,Tsc22d3,Tsc22d3
Cd8a,Fxyd5,Fxyd5
Cox7a2l,Rps15a,Rps15a
Laptm5,Rpl19,Rpl19
Trbc2,Rpl17,Rpl17
Gm8369,Rpl24,Rpl24
Ifi209,Srgn,Srgn
Ablim1,Trim12a,Trim12a
Cytip,Ifi213,Ifi213
Cd2,Ifi209,Ifi209
Lef1,Ifi208,Ifi208
Cd3g,Samd3,Samd3
Ypel3,Tmsb10,Tmsb10
St3gal6,Rpl39,Rpl39
Bcl2,Arid5a,Arid5a
Pkm,Sp100,Sp100
Clk1,Cox7a2l,Cox7a2l
Ppp1r15a,Il2rg,Il2rg
Rpl24,Dapl1,Dapl1
Acp5,Ifit1bl1,Ifit1bl1
Rabac1,Sidt1,Sidt1
Samhd1,Itpkb,Itpkb
Itpkb,Tut4,Tut4
Ssh2,Psme1,Psme1
Rac2,Ppp1r15a,Ppp1r15a
Skap1,Tcf7,Tcf7
Tut4,Rabac1,Rabac1
Rnf138,Rps16,Rps16
Stat1,Akap13,Akap13
Klf6,Ifi206,Ifi206
Rpl18a,Cd8b1,Cd8b1
Ccl5,Rps7,Rps7
Tm6sf1,Ablim1,Ablim1
Rps13,Rpl37a,Rpl37a
Cd6,Ifngr1,Ifngr1
Slfn2,Txnip,Txnip
Sell,Rpl34,Rpl34
Sidt1,Clk1,Clk1
Evl,Gm8369,Gm8369
Srsf5,Ccl5,Ccl5
Prkcq,Ms4a4b,Ms4a4b
Ctsw,Rapgef6,Rapgef6
Trim12a,Ubb,Ubb
Mbnl1,Stat1,Stat1
H2-T22,Cd52,Cd52
Ifi206,Ubc,Ubc
Tsc22d3,Cd6,Cd6
Dock2,Tnrc6b,Tnrc6b
Psmb10,Tcp11l2,Tcp11l2
Gimap7,Acp5,Acp5
Ddx6,Peli1,Peli1
B4galnt1,Ifi214,Ifi214
Btg2,Rnf138,Rnf138
Vgll4,H2-Q4,H2-Q4
Jund,Ctss,Ctss
Peli1,AB124611,AB124611
Cd37,Rpl21,Rpl21
Gimap5,Adgrg5,Adgrg5
Sp110,Irf7,Irf7
Lck,Nsg2,Nsg2
Il7r,Cd37,Cd37
Tnfaip3,Vgll4,Vgll4
Ifi213,Cotl1,Cotl1
Ets1,Cdkn1b,Cdkn1b
Ccr5,Samhd1,Samhd1
Rsrp1,Art2b,Art2b
Rapgef6,Gbp2,Gbp2
Tnrc6b,Fam189b,Fam189b
Serf2,Klre1,Klre1
H2-Q4,Igtp,Igtp
Arhgap45,Rgs10,Rgs10
Psme2,Pik3ip1,Pik3ip1
Gimap4,Ccr5,Ccr5
Zfp36l2,Kdm7a,Kdm7a
Itk,Wdr95,Wdr95
Rpl39,Sp110,Sp110
Ifi208,Cd8a,Cd8a
Rpl17,Srsf5,Srsf5
