wilcoxon,t-test,t-test_overestim_var
Ly6c2,Ly6c2,Ly6c2
Thy1,Arl4c,Arl4c
Arl4c,Thy1,Thy1
Hspa8,Klrg1,Klrg1
Pkm,Gzma,Gzma
Gzma,Hspa8,Hspa8
Cd8b1,Ggh,Ggh
H2-Q7,Chchd10,Chchd10
Klrg1,Ccr2,Ccr2
Ccr2,Klf2,Klf2
Lat,H2-Q7,H2-Q7
Klf2,Ms4a4c,Ms4a4c
Plac8,Ccr5,Ccr5
Npc2,Npc2,Npc2
Ggh,Gzmk,Gzmk
Ccr5,Pkm,Pkm
Chchd10,Ccnd2,Ccnd2
Ugcg,Wdr95,Wdr95
Gzmk,Rpl24,Rpl24
Ccnd2,Klrd1,Klrd1
Klrd1,Fcgrt,Fcgrt
Ms4a4c,Il7r,Il7r
Rpl24,Ugcg,Ugcg
Ctla2a,Cd8b1,Cd8b1
Wdr95,Ass1,Ass1
Satb1,Satb1,Satb1
Rras2,Plac8,Plac8
Ccl5,Rras2,Rras2
H2-K1,Adgrg5,Adgrg5
Sema4a,Samd3,Samd3
Gzmb,Rpl19,Rpl19
Cd8a,Sell,Sell
Ccnd3,Esm1,Esm1
Fcgrt,Tsc22d3,Tsc22d3
Ass1,Fau,Fau
Mgst2,Ccl5,Ccl5
Rps6,Sema4a,Sema4a
Grap2,Ctla2a,Ctla2a
Rpl27,Fam241a,Fam241a
Tsc22d3,H2-K1,H2-K1
Esm1,Lat,Lat
1700025G04Rik,Mgst2,Mgst2
Il7r,Rps19,Rps19
Saraf,1700025G04Rik,1700025G04Rik
Rabac1,Ifit1bl1,Ifit1bl1
Klf6,Rps9,Rps9
Rpl38,Grap2,Grap2
H2-D1,Rpl18a,Rpl18a
Rpl19,Ccr7,Ccr7
Fam241a,Rps13,Rps13
Jak1,Rabac1,Rabac1
Rps19,Fos,Fos
Lef1,Rps16,Rps16
Rps9,Rpl38,Rpl38
Slco3a1,Eomes,Eomes
Arsb,Rps3,Rps3
Tm6sf1,Tpt1,Tpt1
Ifi47,Rps14,Rps14
Rps25,Rpl27,Rpl27
Fos,Lef1,Lef1
Sidt1,Rps27,Rps27
Fau,Fgl2,Fgl2
Eomes,Rps24,Rps24
Rps3,Gbp2,Gbp2
Rpl36,Ccnd3,Ccnd3
Btg1,Gzmm,Gzmm
Rps5,Tm6sf1,Tm6sf1
Adgrg5,Btg1,Btg1
Ptpn18,Rpl36,Rpl36
Txk,Ssbp2,Ssbp2
Pik3cd,Rpl9,Rpl9
B2m,Sidt1,Sidt1
Rpl8,Klre1,Klre1
Rpl23a,Cd8a,Cd8a
Rps13,Klf6,Klf6
Rbms1,Rps6,Rps6
Emp3,Txk,Txk
Fyb,Slco3a1,Slco3a1
Rpl10,Saraf,Saraf
Klf3,Rpl32,Rpl32
Gimap6,Rpl17,Rpl17
Gbp2,Kbtbd11,Kbtbd11
Klf13,Rps5,Rps5
Rpl9,Arsb,Arsb
Sell,Klf3,Klf3
Rpl32,Rhob,Rhob
Gzmm,Rpl34,Rpl34
Samd3,Rpl21,Rpl21
Rps14,Rpl39,Rpl39
Adgre5,Lcn4,Lcn4
Rps11,Rpl23,Rpl23
Ifit1bl1,Tmem108,Tmem108
Cd53,H2-D1,H2-D1
Glipr2,Jun,Jun
Rpl7a,Dapl1,Dapl1
Klrk1,Unc5cl,Unc5cl
Kbtbd11,Rap2a,Rap2a
Jun,Pik3cd,Pik3cd
Rps10,Ifi47,Ifi47
Elf1,Rpl12,Rpl12
Rpl18a,Pik3ip1,Pik3ip1
Ncald,AA467197,AA467197
H2-Q6,Il6ra,Il6ra
Cd69,Ptpn18,Ptpn18
Glrx,Zmynd11,Zmynd11
Eef1d,Gm20696,Gm20696
Dnaja1,Fam78b,Fam78b
Rps20,Rpl26,Rpl26
Zmynd11,Jak1,Jak1
Rack1,Rpl37a,Rpl37a
Sgk1,Rps20,Rps20
Rpl26,Rps15a,Rps15a
H2-Q4,Rps23,Rps23
Psme1,Klf13,Klf13
Zyx,Rps10,Rps10
Rps27a,Rpl35a,Rpl35a
Rps16,Iigp1,Iigp1
Ppp2r5a,Tdrp,Tdrp
Slc3a2,Rps11,Rps11
Rpl34,Ogfrl1,Ogfrl1
Slc9a3r1,Rpl18,Rpl18
Rps18,Smpdl3b,Smpdl3b
Rpl35a,Rpl27a,Rpl27a
AA467197,Rpl8,Rpl8
Rpl17,Gimap6,Gimap6
Hsph1,Gzmb,Gzmb
Rpl21,Pdk1,Pdk1
Fgl2,Zfp652,Zfp652
Rbm3,Rps25,Rps25
Plin2,Klrk1,Klrk1
H2-Q10,Neurl3,Neurl3
Rps4x,Elf1,Elf1
Rpl14,Adgre5,Adgre5
Rpl18,Rpl30,Rpl30
H2-T22,Fyb,Fyb
Malt1,Rpl23a,Rpl23a
Rps23,Irs2,Irs2
Gpx4,Ncald,Ncald
Smpdl3b,Gbp8,Gbp8
Supt4a,Cd53,Cd53
Itm2b,Rps29,Rps29
Esyt2,Txnip,Txnip
Rpl39,H2-Q4,H2-Q4
Ltb,Rps18,Rps18
Ifi209,Gngt2,Gngt2
Lrrk1,Sgk1,Sgk1
Znrf2,Ccdc102a,Ccdc102a
Pcbp2,Rps7,Rps7
Tnrc6c,Plin2,Plin2
Cmah,Tmprss13,Tmprss13
Rpl11,B2m,B2m
Rap2a,Rack1,Rack1
Tuba4a,Rps27a,Rps27a
Slc38a2,Glrx,Glrx
Capn2,Cebpb,Cebpb
Itgax,Rps4x,Rps4x
Txnip,Als2cl,Als2cl
Rpl12,Gab3,Gab3
Rpl6,Ramp1,Ramp1
Psmb10,Bach2,Bach2
Errfi1,Rpl37,Rpl37
Btg2,Ssh2,Ssh2
Rara,Tesc,Tesc
Bcl11b,Atp1b1,Atp1b1
Rpl37,Cd69,Cd69
Gngt2,Nrarp,Nrarp
Rhob,Rara,Rara
Itk,Cd86,Cd86
Tesc,Rbms1,Rbms1
Zfp652,BC147527,BC147527
Runx1,Bmyc,Bmyc
Rhoa,Errfi1,Errfi1
Epsti1,Malt1,Malt1
Ddx6,Kif1b,Kif1b
Eef1g,Cmah,Cmah
Cyba,Calhm6,Calhm6
Lcn4,Foxp1,Foxp1
Rps15,Tnrc6c,Tnrc6c
Rpl27a,Ralgps2,Ralgps2
Cotl1,H2-Q6,H2-Q6
Cebpb,Slc15a2,Slc15a2
Pik3ip1,Kmt2c,Kmt2c
Rpl23,Lrrk1,Lrrk1
Stk17b,Fgf13,Fgf13
Ccr7,Il4ra,Il4ra
Klre1,Phf21a,Phf21a
Zdhhc20,Lamb3,Lamb3
Macroh2a1,Plcxd2,Plcxd2
BC147527,Ntpcr,Ntpcr
Dusp2,Runx1,Runx1
Unc5cl,Tecpr1,Tecpr1
Tnrc6b,Tnrc6b,Tnrc6b
Rpl3,Esyt2,Esyt2
H2-T23,Rpl11,Rpl11
Tut4,H2-Q10,H2-Q10
Pag1,Slc3a2,Slc3a2
Twf2,Pde2a,Pde2a
Rpl35,Klf7,Klf7
Kmt2c,Art2b,Art2b
Rpl5,Itgax,Itgax
Hcst,G0s2,G0s2
Ezr,Fam189b,Fam189b
Tecpr1,Idh2,Idh2
Edem1,Igfbp4,Igfbp4
Fam189b,Capn2,Capn2
Fgf13,Ddit3,Ddit3
Rpl15,Treml2,Treml2
Fdps,Mgat4a,Mgat4a
Art2b,Hsph1,Hsph1
Otulinl,Emp3,Emp3
