gene_names,A5T,NP14B,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6723896265029907,0.4120159447193146,0.9113026261329651,3.446686896737045e-26,10.768929481506348,0.9113026261329651,1.582959472149964e-28,11.495416641235352,0.9113026261329651,3.3839130626962534e-35,12.770341873168945
Lypla1,0.32460933923721313,0.2019980400800705,0.776685357093811,2.1321523847684955e-26,10.813925743103027,0.776685357093811,1.8059142640435086e-11,6.997396469116211,0.776685357093811,7.464232003239704e-14,7.733297824859619
Gm37988,0.0010231626220047474,0.0,19.965343475341797,0.9881326000275787,0.20248360931873322,19.965343475341797,0.10844959517121945,1.8727061748504639,19.965343475341797,0.10442964536780534,1.8727061748504639
Tcea1,0.45901015400886536,0.36423298716545105,0.40670883655548096,3.8522297279963215e-11,6.796584129333496,0.40670883655548096,3.1298199982178086e-05,4.432126045227051,0.40670883655548096,2.64150244137869e-06,4.940607070922852
Atp6v1h,0.3721000552177429,0.2754685878753662,0.5072623491287231,6.6872982361572995e-18,8.802841186523438,0.5072623491287231,4.09753586147646e-06,4.871918201446533,0.5072623491287231,2.6061717963180976e-07,5.391711711883545
Rb1cc1,0.3387714922428131,0.49541744589805603,-0.6691599488258362,0.11035881306314801,-1.884913444519043,-0.6691599488258362,4.991252182879828e-10,-6.497243881225586,-0.6691599488258362,1.8419830965569107e-12,-7.299417018890381
Pcmtd1,0.15880261361598969,0.37769898772239685,-1.4149521589279175,5.701796927942188e-06,-4.740292549133301,-1.4149521589279175,1.7035761173049487e-24,-10.63650131225586,-1.4149521589279175,1.6621186721991956e-31,-12.07699966430664
Rrs1,0.2693662643432617,0.21136921644210815,0.3933141827583313,4.9021447741355424e-14,7.719114303588867,0.3933141827583313,0.0022718418546010502,3.3249807357788086,0.3933141827583313,0.0005740010410302062,3.6923987865448
Adhfe1,0.0007311067311093211,0.0022032582201063633,-1.5925453901290894,0.9881326000275787,0.08299483358860016,-1.5925453901290894,0.46204135534119817,-0.9109109044075012,-1.5925453901290894,0.393753963909623,-1.0550364255905151
Mybl1,0.01575610414147377,0.0011397801572456956,3.79964017868042,0.0863429606778174,1.9971944093704224,3.79964017868042,1.2295522414175935e-08,5.9610276222229,3.79964017868042,3.802488385126819e-09,6.145450115203857
Vcpip1,0.23210583627223969,0.24076971411705017,-0.05936668440699577,8.657535172866978e-07,5.118562698364258,-0.05936668440699577,0.7364815682587321,-0.4780184328556061,-0.05936668440699577,0.6899495731260151,-0.5348920226097107
Sgk3,0.058018408715724945,0.11536514759063721,-1.033589482307434,0.9009585984616575,0.5197674036026001,-1.033589482307434,1.8384781983297904e-05,-4.5558013916015625,-1.033589482307434,7.993340832342591e-07,-5.181529998779297
