,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.4995482,-0.24374783039093018,False,,,,,,,,,,,,,,,,0.1088671088218689
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.07471,0.06115013360977173,True,0.016169134371338996,0.12591555616941547,0.17320137844933975,9.738370406376898,4.3905246746540065,0.051043055951595306,0.01982187107205391,0.2193826349283735,0.0,0.0,0.0010235790046379638,0.15594345320950737,0.06304827576567387,1.0295027427399357,3.0841008640595353,0.20128881931304932
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.70713115,-0.6674381494522095,False,,,,,,,,,,,,,,,,-0.6390203237533569
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.37180445,-0.10106897354125977,False,,,,,,,,,,,,,,,,0.02311563491821289
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.2884983,-0.01762855052947998,False,,,,,,,,,,,,,,,,0.05467665195465088
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.183737,-12.371964454650879,False,,,,,,,,,,,,,,,,-7.608299255371094
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.31223688,0.013570904731750488,True,0.8232104239017646,1.1203457065204399,0.3811099408020573,17.225782081718496,0.23923696026206018,0.23369088768959045,0.4615463614463806,0.2544454033120367,0.0,0.0,0.40960624874429286,0.8306329536888104,1.9066971776814297,0.8128275364820838,1.720901643571782,0.28911298513412476
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8679043,-0.6423763036727905,False,,,,,,,,,,,,,,,,-0.5746442079544067
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0031951193,-4.186544895172119,False,,,,,,,,,,,,,,,,-0.03909873962402344
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,8.286808,-1.5361478328704834,False,,,,,,,,,,,,,,,,-1.4658021926879883
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.067197,-0.2366948127746582,False,,,,,,,,,,,,,,,,-0.2358626127243042
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.09583489,0.6763566136360168,True,1.5432645360835668,2.2518628621126586,0.1866860924608153,14.204977176187466,0.05147383006289601,0.20704346895217896,2.0413200855255127,0.5639390626980187,0.0,0.0,0.4586852945144249,0.45068063709406725,4.980070778265082,0.13622061731099971,4.169829759713255,0.7051974833011627
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.47398895,-0.5601850748062134,False,,,,,,,,,,,,,,,,-0.5574216842651367
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,141.96469,-0.8359748125076294,False,,,,,,,,,,,,,,,,-0.7560123205184937
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.21629041,-0.24841797351837158,False,,,,,,,,,,,,,,,,-0.14302682876586914
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.4009483,-2.9012627601623535,False,,,,,,,,,,,,,,,,-2.6088459491729736
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.0781091,-2.319634199142456,False,,,,,,,,,,,,,,,,-0.062194108963012695
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,0.99199003,-2.2292301654815674,False,,,,,,,,,,,,,,,,-1.6187083721160889
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.1109223,0.5816121101379395,False,0.07206959556824276,0.03474608714711954,0.10099226886529826,16.894868644950805,7.328888093233108,0.8454610705375671,0.1635228991508484,0.40745680360869735,0.0,0.0,0.24389135138234463,1.9526048268272675,0.3786155627076996,0.300178961498379,4.890532488861908,0.6126507818698883
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.59804016,-0.17413341999053955,False,,,,,,,,,,,,,,,,-0.003754854202270508
