wilcoxon,t-test,t-test_overestim_var
Hmgb2,Lgals1,Hmgb2
Lgals1,Hmgb2,Lgals1
H2afz,H2afz,Stmn1
S100a10,S100a6,S100a4
Stmn1,Crip1,H2afz
Anxa2,S100a4,S100a6
S100a4,Stmn1,Gzmb
S100a6,S100a10,Ccnb2
Tmsb4x,Vim,Tmsb4x
Crip1,Actg1,Anxa2
Actg1,Calm1,Cenpa
Gapdh,Tmsb4x,Ccl5
Calm1,Gapdh,Cks1b
Vim,Gzmb,Birc5
Ccl5,Txn1,S100a10
Cenpa,Anxa2,Ly6c2
Gzmb,Pycard,Vim
Pycard,Ccl5,Actg1
Ccnb2,Cenpa,Crip1
Cks1b,Abracl,Pycard
Txn1,Ccnb2,Ahnak
Ly6c2,Cks1b,Serpinb6b
Cyba,Cyba,Hmgn2
Ctsd,Ly6c2,Txn1
Birc5,Lsp1,Gapdh
Nkg7,Nkg7,Lgals3
Abracl,Birc5,Calm1
Myl6,Ctsd,Ctsd
Rbm3,Rbm3,Pclaf
Hmgn2,Hmgn2,Abracl
Ahnak,Arpc5,Cd48
S100a13,Myl6,S100a13
Cd48,Pfn1,Cdca8
S100a11,S100a11,Cyba
Lsp1,Sh3bgrl3,Gzmk
Serpinb6b,S100a13,Lsp1
Pfn1,H2afv,Calm3
Rac2,Rac2,Myl6
Sh3bgrl3,Arhgdib,Ube2c
Arhgdib,Cfl1,Gzma
Lgals3,Ahnak,Nkg7
H2afv,Clic1,Rbm3
Cox17,Cox17,S100a11
Clic1,Calm3,Lmnb1
Calm3,Cd48,H2afv
Cox5b,Dbi,Sh3bgrl3
Arpc5,Ran,Pfn1
Sub1,Sub1,Reep5
Cfl1,Cdc42,Cox17
Cdc42,Serpinb6b,Cdca3
Ran,Lsm5,Hsp90b1
Pclaf,Oaz1,Cdkn3
Lsm5,Dnajc15,Arpc5
Reep5,Reep5,Dbi
Oaz1,Coro1a,Itga4
Ube2c,Cox5a,Clic1
Gzmk,Lgals3,Lsm5
Cox5a,Cox5b,Sub1
Dnajc15,Hsp90b1,Arhgdib
Cdca8,Ppp1ca,Selenoh
Myl12a,Prelid1,Ran
Dbi,Selenoh,Rac2
Selenoh,Tspo,Cfl1
Atp5h,Pclaf,Racgap1
Hsp90b1,Atp5h,Efhd2
Coro1a,Myl12a,Plek
Itga4,Ndufb7,Cdc42
Lmnb1,Atp5k,Cox5b
Hmgb1,Itga4,Dnajc15
Ptma,Ptma,Cks2
Ndufb7,Gnai2,Prelid1
Sec61b,AW112010,Oaz1
Actr3,Hint1,Anp32e
Ppp1ca,Cd52,Cox5a
Gzma,Cox6b1,Ctla2a
Prelid1,Ube2c,Knstrn
Tspo,Cdca8,Bcl2a1b
Cdca3,Itgb2,Klrg1
AW112010,Lmnb1,Id2
Cd52,Dynll1,1500009L16Rik
Anp32e,Anp32e,Ndufb7
Gnai2,Hmgb1,Cdc20
Ctla2a,Pomp,Ptma
Rap1b,Cox6a1,Myo1f
Efhd2,Gmfg,Cenpw
Cox6b1,Gzmk,Myl12a
Cdkn3,Cox7a2,Ppp1ca
Racgap1,Emp3,Itgb2
Id2,Efhd2,Fkbp2
Gmfg,Sec61b,Prf1
Atp5k,Gzma,Tspo
Cks2,Rap1b,Rilpl2
Plek,Cox6c,Ifng
Prdx1,Anxa6,Coro1a
Capzb,Prr13,Atp5h
Dynll1,Atp5f1,Hmgb1
Itgb2,Ubl5,AW112010
Hint1,Id2,Lockd
Cox6a1,Ndufb9,Dynll1
Atp5j,Cdca3,Cd52
Fkbp2,Actr3,Rap1b
Emp3,Prdx1,Itgb1
Cox7a2,Cox8a,Ptms
Knstrn,Krtcap2,Cx3cr1
Ubl5,Racgap1,Atp5k
1500009L16Rik,Ppia,Zyx
H2-D1,Arpc2,Mki67
Cox6c,Actb,Prr13
Anxa6,Pkm,Ccl4
Ppia,Cdkn3,Gnai2
Atp5l,Sec61g,Cox6b1
Itgb1,Srgn,Dap
Cenpw,Ap2s1,Hint1
Bcl2a1b,Gdi2,Osbpl3
Pomp,Atp5j,Gmfg
H2-Q7,Mrpl33,Sec61b
Ms4a4b,Capzb,Prdx1
Ifng,Zyx,Actb
Anp32b,Anp32b,Cox7a2
Rilpl2,H2-Q7,Anxa6
Actb,Rilpl2,Actr3
Myo1f,Plek,Tpx2
Arpc2,Cks2,Klrc1
Rps27l,Fkbp2,Snx10
Prr13,Atox1,Pomp
Pkm,Gimap4,Pkm
Prf1,Lsm4,Gng2
Zyx,Arpc4,Ap2s1
Ccl4,Ly6a,Pglyrp1
Klrg1,Rps27l,Tacc3
Cox8a,Ms4a4b,Emp3
Ptms,Ctla2a,Slamf7
Lockd,Hdgf,Ppia
Srgn,Arpc3,Atox1
Elob,Dek,Cenpe
Atox1,Cenpw,Plp2
Atp5f1,Tmbim6,Chsy1
Krtcap2,Prf1,Ms4a4b
Cdc20,Myo1f,Bhlhe40
Dap,Eif4e2,Hdgf
Gimap4,Dap,Cox6a1
Hdgf,Elob,Rps27l
Ap2s1,Arhgdia,Ccna2
Mki67,Ybx1,Txndc5
Tma7,Cox4i1,Bcl2a1d
Arpc4,1500009L16Rik,Krtcap2
Sec61g,Tpm3,Ndufb9
Mrpl33,Atp5l,Capzb
Dek,Bcl2a1b,Dek
Ndufb9,Epsti1,Itgax
Gng2,Uqcrq,Ube2g2
Gdi2,Knstrn,Gdi2
Arpc3,Cd47,Arsb
Arhgdia,Ywhaq,Gm19585
Cox4i1,Bsg,Atp5f1
Ywhaq,Gng2,Mrpl33
Ybx1,Psmb3,Ly6a
Ube2s,Sh2d1a,Ubl5
Rac1,Klrg1,Etfb
Ly6a,Cwc15,Gimap7
Sh2d1a,Selenok,H2-Q7
Psmb3,Tma7,Anp32b
Lsm4,Itgb1,Cox6c
Cx3cr1,Jpt1,Ube2s
Epsti1,Snrpe,Eif4e2
Pglyrp1,Rac1,Phf11b
Klrc1,Ywhaz,Sh2d1a
Rad21,Hnrnpa2b1,Rad21
Cwc15,Gnb2,Mad2l1
Etfb,Lcp1,Klrk1
Ywhae,Sem1,Atp5j
Cox7c,Cdc20,Pfkp
Ppib,Glipr2,Ddx39
Itm2b,Ywhae,Gna15
Cd47,Lockd,Arpc4
Gimap7,Txndc17,Ywhaq
Cmtm7,Gimap7,Cwc15
Plp2,Rhoa,Hmmr
Gm19585,Laptm5,Cep55
Snx10,Ndufb8,Glipr2
Psmb9,Ube2s,Arpc2
Spn,Chchd2,Spn
Eif4e2,Spn,Psmc1
Pfkp,Polr1d,Sec61g
Gnb2,Dynlrb1,Srgn
Ube2g2,Hcls1,Ccr2
Ddx39,Ifng,Myo1g
Ywhah,Psmb9,Cox8a
Ostf1,Ptms,Arhgdia
Phf11b,Lamtor5,Ywhaz
Ube2l3,Psmc1,Gimap4
Jpt1,Etfb,Ywhae
Bcl2a1d,Sf3b6,Zeb2
Txndc5,Ube2l3,Elob
Chsy1,Ppib,Arpc3
Sf3b6,Cox7c,Psmb3
Lcp1,Plp2,Ndufb8
Sem1,Ccdc12,Ywhah
Osbpl3,Ywhah,Epsti1
Ywhaz,Ostf1,Atp5l
Hnrnpa2b1,Phf11b,Rac1
Myo1g,Ddx39,Lsm4
Hcls1,Itm2b,Txndc17
Glipr2,Ifngr1,Hcls1
Atp5j2,Cx3cr1,Rdm1
Tpx2,Snrpc,Spc24
Bhlhe40,Cmtm7,Ncald
Cenpe,Ube2g2,Ybx1
Selenok,Pfkp,Bsg
Ndufb8,Mki67,Flna
Tpm3,Ndufb11,Nucks1
Rhoa,Ccl4,Ube2l3
Psmc1,Tmem14c,Cmtm7
Uqcrq,Psmb7,Cox4i1
Slamf7,Ywhab,Atpif1
Polr1d,Btf3,Ifngr1
Psmb4,Atpif1,Cmpk1
Tacc3,Atp5b,Tma7
Cmpk1,Psmb1,Il18rap
Tmed2,Srp9,Gnb2
S1pr4,Myo1g,Selenok
Nucks1,Txndc5,Lcp1
Ccna2,Selplg,Rora
Flna,Magoh,Mapre2
Atpif1,Arf1,Tmem14c
Ifngr1,Rad21,Magoh
Psmb1,Ndufa13,Serpinb9
Ndufa11,Pglyrp1,Cd47
Ndufa4,Arpc1b,Emp1
Tmbim6,Ndufa4,Jpt1
Txndc17,Klrc1,Psmb9
Ndufa13,Psmb6,Rpa2
Tmem14c,Ndufv2,Wdr95
Magoh,Dnajb6,Sf3b6
Btf3,Chsy1,Serinc3
Snrpc,Snx10,Uqcrq
Ccdc124,Psmb2,Rnaseh2b
Bsg,Tmed2,Tbx21
Ywhab,S1pr4,Lamtor5
Psmb7,Flna,Kif20a
Selplg,Hnrnpa3,H2-Q10
Ndufa1,Osbpl3,Ccdc124
Itgax,Ndufa11,Sdf2l1
Slc25a5,Gm19585,Psmb7
Srp9,Edf1,Ppib
Gna15,Tomm22,Ywhab
Atp5b,Cmpk1,Tmbim6
Smdt1,Psmb4,Dnajb6
Tuba1a,Psmd8,Cxcr3
Serinc3,Smdt1,Ppp2r5c
Laptm5,Sept7,Sept11
Klrk1,Nucks1,Sla
Psmb6,Rasgrp2,Snrpc
Arsb,Mrps21,Sem1
Rora,Bhlhe40,Psmb4
Mad2l1,Tpx2,Asf1b
Dnajb6,Tacc3,Ostf1
Ech1,Slamf7,Eloc
Hmmr,Eloc,Ndufa11
Ndufb11,Tuba1a,S1pr4
Rdm1,Atp5j2,Hnrnpa2b1
Sdf2l1,Hspa8,Hmgn5
Ccr2,Ndufa1,Dynlrb1
Ube2a,Sla,Tpm3
Arf1,Ccdc124,Bak1
Nudt21,Nedd8,Ssr3
Eloc,Ndufs8,Polr1d
Wdr1,Cenpe,Mtpn
Mapre1,Psma4,Ccnb1
Mtpn,Ppp2r5c,Cox7c
Ppp2r5c,Serinc3,Ube2a
Snrpe,Ccna2,Ndufs8
Ccdc12,Aurkaip1,H2-D1
Sin3b,Esyt1,Vps29
Zeb2,Mapre1,Tmed2
Sla,Sin3b,Tuba1a
Psmd8,Capns1,Ndufv2
Sec11c,Wdr1,Mapre1
Rpa2,Arsb,Selenos
Dynlrb1,Psmb5,Ech1
Sept11,Slc25a5,Rhoa
Ssr2,Taldo1,Srp19
Vmp1,Bcl2a1d,Nudt21
Bak1,Srp19,Vmp1
Ssr3,Bzw1,Arf1
Vps29,Nudt21,Sin3b
Cep55,Mtpn,Wdr1
Bzw1,Uqcrfs1,Havcr2
Chchd2,1810037I17Rik,Esyt1
Edf1,Ssr2,Psmb6
Rasgrp2,Ech1,Srp9
Ndufv2,Banf1,Smdt1
Fam96a,Mad2l1,Ndufb11
Selenos,Swi5,2610318N02Rik
Serpinb9,Gna15,Psmb2
Hspa5,Sdhb,Vps36
Srp19,Itgax,Itm2b
Sdhb,Vps29,Bzw1
Ndufs8,Supt4a,Fmnl1
Psmb2,Hspa5,Insl6
Ostc,Fam96a,Psmd8
Rnaseh2b,Sec11c,Laptm5
Arpc1b,Prkar1a,Ccdc50
Fmnl1,Fmnl1,Cmc2
Vps36,Ldha,Ccdc12
Esyt1,Ube2a,Gars
Atp5c1,Klrk1,Aurkaip1
Hmgn5,Tram1,Ssr2
Mrpl27,Csnk2b,Cenpf
Lamtor5,Selenos,Fam96a
Insl6,Ssr3,Nans
Cxcr3,Rab7,Ndufa4
Aurkaip1,Ostc,Pdia6
Psma4,Nans,Exosc8
Tomm22,H2-D1,Hspa5
Gars,Eno1,Snrpe
1810037I17Rik,Atp5g3,Ndufa1
Psmb5,Tmed9,Zbtb32
Spc24,Rdm1,Ebp
Sfpq,Rnaseh2b,Mrps21
Ldha,Sept11,Sec11c
Pdia6,M6pr,Psmb1
Hspa8,Lsm6,Sdhb
Exosc8,Ube2i,Ndufa13
Eno1,Sdf2l1,Ckap2
Capns1,Atp5c1,Esm1
Med10,Rpa2,Sept7
Nans,Vmp1,Atp5j2
Banf1,Mrpl20,Ostc
H2-Q10,Elof1,Tbcb
Sept7,Usmg5,Hmgb3
Kcnab2,Hmmr,Rasgrp2
Rab7,Cep55,Psma4
Swi5,Vps36,Commd1
Ebp,Bak1,1810037I17Rik
Mapre2,Dazap2,Ms4a6d
Hnrnpa3,Hp1bp3,Capns1
Cmc2,Arf5,Pmf1
Tbcb,Ccr2,Acot7
Klrd1,Exosc8,Klrc2
Il18rap,Pdia6,Tomm22
Csnk2b,Tbcb,Chchd2
Lsm6,Fkbp1a,Selplg
Commd1,Arl2bp,Banf1
Minos1,Spc24,Btf3
Atp5g3,Hmgn5,Slc25a5
Mrps21,Minos1,Psmb5
Hprt,Serpinb9,Atp5b
Supt4a,Cdc42se1,Arpc1b
Cdc42se1,Snrpb2,Slc36a3os
Wdr95,Gars,Elof1
Plgrkt,Cst3,Mrpl27
Tram1,Rora,Med10
Arl2bp,Kcnab2,Tubb4b
Sdcbp,Mrps36,Hnrnpa3
Tbx21,Zeb2,Lsm6
Asf1b,Plgrkt,Rab7
Mrps36,Med10,Swi5
Hp1bp3,Commd1,Mrpl20
Ncald,Pdia3,Ccr5
Fkbp1a,Mapre2,Hist1h4i
Tmem258,Cbx3,Edf1
Arf5,Def6,Csnk2b
Tubb4b,Tmem167,Plgrkt
Nedd8,Ebp,Hp1bp3
Tmed9,Hsp90aa1,Pih1d1
Itgal,Bin2,Nudt4
D8Ertd738e,H2-Q10,M6pr
Ube2n,Itgal,Dusp5
Ctsw,Esd,Nedd8
Il2rb,Sdcbp,Sytl3
Adgre5,Gabarapl2,Arl2bp
Usmg5,Mrpl27,Eno1
Fyn,Tmem258,Mrps36
Prkar1a,Cnn2,Cst3
Pmf1,Asf1b,Itgal
Elof1,Cmc2,Ybx3
Ccnb1,Sfpq,Taldo1
Gramd3,Capza2,Tram1
Surf4,Il18rap,Kcnab2
M6pr,Eif4h,Dlgap5
Mrpl20,Mrpl18,Dapk2
Ccdc50,Rbm8a,Cdc42se1
Snrpb2,Ncald,Gm14005
Cst3,D8Ertd738e,Klrd1
Srsf3,Klrd1,Bspry
Dut,Insl6,Ccdc34
Clta,Snx5,Prkar1a
Pttg1,Ndufs5,Capn2
Gabarapl2,Twf2,Surf4
Esd,Psmd6,Anxa1
Pih1d1,Gramd3,Snrpb2
Snx5,Arpp19,Atp5g3
Serp1,Hprt,Supt4a
Taldo1,Eif3c,Def6
Bscl2,Ube2n,Sdcbp
Pgk1,Wdr95,Gramd3
Rab1a,Psma3,Dbf4
Akr1a1,Tbx21,Rab1a
Def6,Cxcr3,Uqcrfs1
Ilk,Lamtor4,Psmd6
Tpm4,Serp1,Il2rb
Eif4h,Llph,Bub1b
Psma1,Surf4,Ilk
Bud31,Akr1a1,Tpm4
Emp1,Tpm4,Dut
Hist1h4i,Rbx1,Esd
Chmp2a,Srsf3,Ppil1
Ctsc,Nmi,AA467197
Eif1,Pmf1,Fyn
Acot7,Capza1,Dstn
Fam103a1,Chmp2a,Hspa8
Lamtor4,Emp1,Depdc1a
Uqcrfs1,Atp5d,Batf
Itgb7,Rab1a,Sfpq
Dusp5,Cript,Ppih
Atp5d,Mien1,Hprt
Psmd6,Ssr1,Ctsc
Dazap2,Ppih,Cbx3
Capza2,Adgre5,Fkbp1a
Hmgb3,Sec11a,Pttg1
Tmem167,Dut,Ube2n
Ssr1,Fyn,Tmem167
Lbr,Map2k2,Ssr1
Riox2,Hnrnpc,Atp5c1
Pdia3,Tubb4b,Tmed9
Kif20a,Psma2,Bscl2
