wilcoxon,t-test,t-test_overestim_var
Arhgdib,Cenpa,Cenpa
S100a13,Arhgdib,Arhgdib
Cenpa,H2-K1,H2-K1
S100a10,B2m,S100a13
Plac8,Ccnb2,B2m
Tmsb4x,S100a13,Tmsb4x
Ccnb2,Tmsb4x,2810001G20Rik
H2-K1,S100a10,Ccnb2
Eif1,Plac8,S100a10
B2m,Gimap6,Plac8
Gimap6,2810001G20Rik,Gimap6
H2-D1,Arpc5,Eif1
Dap,Eif1,Arpc5
Ctsd,Tmbim6,Fxyd5
Fxyd5,Fxyd5,Tmbim6
Tmbim6,S100a11,Tspo
Tspo,Tspo,S100a11
Arpc5,Dap,Dap
Llph,Calm1,Llph
Selenok,Llph,Calm1
Churc1,Rac2,Serpinb6b
Serpinb6b,Serpinb6b,Rsrp1
Hspa5,Rsrp1,Vmp1
Itm2b,AW112010,Dynll1
Lsm5,Dynll1,Ctsd
AW112010,Ctsd,AW112010
Dynll1,Selenok,Churc1
Gmfg,Vmp1,Selenok
Calm1,Pfn1,Ube2g2
S100a11,Churc1,Tprgl
2810001G20Rik,Ube2g2,Hspa5
Pomp,Arl2bp,Ifi209
Prr13,Tprgl,Arl2bp
Rsrp1,Cd52,Rac2
Ssu72,Hspa5,H2-D1
Tmsb10,Ifi209,Gmfg
Tprgl,Itm2b,Pfn1
Ly6c2,Gmfg,Nmi
Nmi,Nmi,Phf11b
Vmp1,Lgals1,Itm2b
Srgn,H2-D1,Cd52
Arl2bp,Btf3,Isg15
Actr3,Pycard,Myl6
Cwc15,Phf11b,Btf3
Ube2g2,Myl6,Ssu72
Phf11b,Prr13,Trim12c
Cdc42,Sla,Lgals1
Ptpn18,Ssu72,Sla
Btf3,Tmsb10,Prr13
Ostc,Isg15,Mpp1
Pfn1,Ptpn18,Gm8369
Vim,Gm8369,Ptpn18
Lgals1,Trim12c,Pycard
Cd52,Vim,Lsm5
Gm8369,Trac,Pdia6
Sla,Srgn,Pomp
Ifi209,Pomp,Ifi206
Pdia6,Lsm5,Tmsb10
Saraf,Mpp1,Vim
Myl6,Cyba,Trac
Trac,Ifi206,Srgn
Rac2,Pdia6,Ifit1bl1
Plgrkt,Prf1,Ostc
Hp1bp3,Ftl1,Cwc15
Psenen,Saraf,Plgrkt
Gpsm3,Plgrkt,Prf1
Gimap4,Cwc15,Uso1
Myl12b,Hsp90b1,Cyba
Prf1,Ostc,Saraf
Selenoh,Ndufb3,Hsp90b1
Ifi206,Ifi47,AI480526
Psmb1,Rps27rt,Selenos
Pycard,Hp1bp3,Hist1h2bc
Lsp1,Arl6ip5,Arl6ip5
Eif3i,Fam103a1,Fam103a1
Hsp90b1,Selenos,Hp1bp3
Selplg,Ifit1bl1,Ifi47
Ifi47,Abracl,Thap3
Gimap9,Uso1,Emp1
Isg15,H2-Q7,Ndufb3
Atp5l,Gm26740,Gm26740
H2-Q7,Tmem50a,Ftl1
Abracl,Serinc1,Sqstm1
Selenos,Lsp1,Serinc1
Myl12a,Thap3,BC147527
Arl6ip5,Psenen,Tmem71
Ly6a,Tmem71,Dnajb9
Ccdc12,Emp1,Tmem50a
Ftl1,Sqstm1,Lsp1
Fam103a1,Hist1h2bc,H2-Q7
Srp9,Myl12a,Abracl
Cd48,Tomm22,Psenen
Ubl5,Gimap9,Slc35b3
Cd3g,Dnajb9,Nfkbib
Usmg5,AI480526,2610318N02Rik
Mndal,BC147527,Rps27rt
Dnajc15,Selenot,Myl12a
Swi5,Nfkbib,Gimap9
Paip2,Ly6c2,Selenot
Scp2,Tnfaip8l2,Nr2c2ap
Psma7,Mndal,Tnfaip8l2
Calm3,Psmb1,Tomm22
Dad1,Srp9,AL590144.2
Ndufb7,Nr2c2ap,Mndal
Tma7,Selplg,Srp9
Tmem50a,Ccdc12,Twf2
Ube2d3,2610318N02Rik,Letm2
Gzmk,Cdk2ap2,Ly6c2
Snrpb2,Selenoh,Ccdc12
Srp19,Slc35b3,Tmem59
Ndufb3,Twf2,Psmb1
Cd3d,Arhgap45,Rbfa
Rap1b,Ifi27l2a,Pkp3
Cyba,Gpsm3,2310001H17Rik
