gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,-0.08783232,0.7817285444674338,-1.0230665,-0.08783232,0.4833160480474452,-1.0049971,-0.08783232,0.7725825177643014,-0.77859914,0.029440772
Lypla1,0.39251816,0.0954773477691611,2.3544114,0.39251816,0.0045288893814019,3.3560247,0.39251816,0.042326044457806,2.7268052,0.028299768
Gm37988,-1.0324327,1.0,-0.04352818,-1.0324327,0.5724976141801827,-0.8393191,-1.0324327,0.8532715633887865,-0.5124549,-0.0040922295
Tcea1,0.07357909,0.9924493219389812,0.75553805,0.07357909,0.6080661809469416,0.77560747,0.07357909,0.8406355899276656,0.6002171,0.028884087
Rgs20,,,,,,,,,,
Atp6v1h,0.04216326,1.0,-0.5717318,0.04216326,0.8532545879704957,0.35427818,0.04216326,0.9222376947371278,0.27900103,0.013394474
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.04175071,1.0,-0.63415307,-0.04175071,0.839952940158952,-0.37823406,-0.04175071,0.9176696445612278,-0.28879476,-0.026351355
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.037087817,1.0,-0.43991244,-0.037087817,0.903449051099111,-0.267003,-0.037087817,0.959939677846009,-0.20042297,-0.009330207
Sntg1,,,,,,,,,,
Rrs1,0.007824914,0.9427724455704356,-0.8212008,0.007824914,1.0,0.057239976,0.007824914,1.0,0.04460991,0.0010658816
Adhfe1,-0.0015949782,1.0,0.02327677,-0.0015949782,1.0,-0.00096963096,-0.0015949782,1.0,-0.0006699011,0.00013211757
Vxn,,,,,,,,,,
Mybl1,-1.4455405,1.0,-0.70172983,-1.4455405,0.0080399375404243,-3.1599517,-1.4455405,0.2224469736206535,-1.9203026,-0.01109585
Vcpip1,0.11095714,1.0,-0.37739858,0.11095714,0.5981351556305401,0.79282683,0.11095714,0.8318930673956474,0.6252639,0.015415265
Sgk3,-1.3409357,0.3130314356140912,-1.7312484,-1.3409357,2.532646646687772e-05,-4.7186394,-1.3409357,0.0252980011540317,-2.931725,-0.008065608
Mcmdc2,-20.843647,1.0,-0.13367164,-20.843647,0.0404693387667304,-2.5529323,-20.843647,0.6378797305082912,-1.0650207,-0.00021632346
Tcf24,,,,,,,,,,
