gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,0.62785906,0.0009531876142550882,3.9345703,0.62785906,0.0007796246501664575,4.1804595,0.62785906,0.08504978327941068,2.7976918,-0.006978153
Lypla1,0.030593086,0.5985798944458162,1.1260877,0.030593086,0.9684199218933345,0.15153646,0.030593086,1.0,0.09682769,-0.0063575027
Gm37988,1.2249559,1.0,0.1517646,1.2249559,0.7338716489906503,0.56516963,1.2249559,1.0,0.41390458,0.0030595965
Tcea1,0.39273474,0.11447704474919741,2.173361,0.39273474,0.061856717713395744,2.489213,0.39273474,0.615184057477012,1.5806618,-0.009732661
Rgs20,,,,,,,,,,
Atp6v1h,-0.26086286,1.0,0.322587,-0.26086286,0.3847643539738264,-1.3215193,-0.26086286,1.0,-0.78488076,-0.017097553
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.72036225,0.39187848304194794,-1.4619384,-0.72036225,0.004095439296610598,-3.59656,-0.72036225,0.33108712040145866,-2.0547023,-0.0012069696
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.7008343,1.0,-0.24893862,-0.7008343,0.04678032132064126,-2.6167345,-0.7008343,0.6644793679032155,-1.5029509,0.0025893266
Sntg1,,,,,,,,,,
Rrs1,0.9380774,1.8818754914841632e-05,4.934723,0.9380774,0.0010409359073793192,4.084286,0.9380774,0.06932085189717936,2.892414,0.008972455
Adhfe1,4.1033626,1.0,0.17836179,4.1033626,0.5323007008563058,0.94094485,4.1033626,0.963530990629403,0.92323154,0.0030306967
Vxn,,,,,,,,,,
Mybl1,0.11269078,1.0,0.5134446,0.11269078,0.9613933015157913,0.16346997,0.11269078,1.0,0.09204996,0.00012564234
Vcpip1,-0.169789,0.9280207082237167,0.6926441,-0.169789,0.6899293905817245,-0.6426664,-0.169789,1.0,-0.41577226,0.0045811925
Sgk3,-0.60882,0.6780964748579568,1.0184424,-0.60882,0.2544666620068231,-1.6597042,-0.60882,1.0,-0.69791013,0.00097463804
Mcmdc2,1.87073,1.0,0.3551878,1.87073,0.5097913830041209,0.99387324,1.87073,1.0,0.71260846,0.00055267714
Tcf24,,,,,,,,,,
Ppp1r42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
