gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,-0.30016106,1.0,-0.6433936,-0.30016106,0.6994628800125335,-0.7367902,-0.30016106,1.0,-0.5301818,0.0009592226
Lypla1,0.37995693,1.0,1.1032528,0.37995693,0.5871210474653554,0.95785296,0.37995693,1.0,0.6392693,0.006741779
Gm37988,4.6275887,1.0,0.37334567,4.6275887,0.586892812908236,0.95886093,4.6275887,1.0,0.94298697,0.0030585385
Tcea1,0.09379184,1.0,0.35888124,0.09379184,0.9431012762315153,0.25566018,0.09379184,1.0,0.17166455,0.017643642
Rgs20,,,,,,,,,,
Atp6v1h,0.9212072,1.0,1.9325005,0.9212072,0.24167844202676078,1.8655354,0.9212072,1.0,1.4524336,0.010166651
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.60655826,1.0,1.4969305,0.60655826,0.4169873529856235,1.3967676,0.60655826,1.0,0.9997284,0.012997404
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,0.86483854,1.0,1.8865145,0.86483854,0.2623161430988695,1.7983509,0.86483854,1.0,1.2443895,0.018140769
Sntg1,,,,,,,,,,
Rrs1,-1.319262,1.0,-1.2687749,-1.319262,0.055209632006506575,-2.7655518,-1.319262,1.0,-1.380491,-0.009912713
Adhfe1,-20.165035,1.0,-0.012963391,-20.165035,0.1463951118626629,-2.0452156,-20.165035,1.0,-0.16548826,-0.00043387557
Vxn,,,,,,,,,,
Mybl1,-23.777496,1.0,-0.24111907,-23.777496,1.654956518714483e-16,-8.648411,-23.777496,1.0,-0.69978464,-0.0014505691
Vcpip1,0.4504175,1.0,0.63929987,0.4504175,0.7070550813630183,0.723488,0.4504175,1.0,0.55379206,0.009732923
Sgk3,-0.07108118,1.0,0.15528777,-0.07108118,1.0,-0.07083644,-0.07108118,1.0,-0.042680923,0.001956697
Mcmdc2,3.0852478,1.0,0.37170818,3.0852478,0.6257468594102625,0.8804628,3.0852478,1.0,0.7558528,0.0066394336
Tcf24,,,,,,,,,,
Ppp1r42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Cops5,0.20992932,1.0,0.5476009,0.20992932,0.8121814966800281,0.5265126,0.20992932,1.0,0.3759899,-0.0020274478
