gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,-0.82557386,2.2213688683308028e-26,-10.798053,-0.82557386,1.2336237618200794e-25,-10.871127,-0.82557386,9.564292399557302e-21,-9.679428,-0.0019300691
Lypla1,-0.996605,4.8380331100688365e-40,-13.414486,-0.996605,3.571576482641011e-22,-10.02766,-0.996605,3.9339934971929027e-17,-8.719852,-0.014510293
Gm37988,-20.938137,1.0,-0.21210971,-20.938137,0.007485420455448762,-2.9162505,-20.938137,0.09863092144711884,-1.930478,-0.00018912414
Tcea1,-0.52448535,4.8690348822964e-16,-8.288271,-0.52448535,3.2034190016642342e-09,-6.171835,-0.52448535,1.4227501718501696e-07,-5.5254865,0.0011238087
Rgs20,,,,,,,,,,
Atp6v1h,-0.3719721,1.576910498283853e-14,-7.8561387,-0.3719721,0.0005204627229740758,-3.7112463,-0.3719721,0.002440693298007302,-3.2995286,-0.006715007
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,0.5537662,0.1801836798641865,1.6417054,0.5537662,2.8517460263217147e-08,5.8012223,0.5537662,4.6182082721531903e-07,5.3062935,0.019817637
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,1.1960051,1.2161428847185747e-05,4.576851,1.1960051,5.439159965561589e-21,9.783466,1.1960051,1.6216455443256683e-18,9.124841,0.02695694
Sntg1,,,,,,,,,,
Rrs1,-0.23185499,1.6006405628485516e-10,-6.576426,-0.23185499,0.08027894533103978,-1.9924661,-0.23185499,0.13448707617561337,-1.776248,0.008100832
Adhfe1,-0.1771037,1.0,-0.03639231,-0.1771037,0.973002465534818,-0.11045788,-0.1771037,0.9858722851118575,-0.09457753,-0.0016204255
Vxn,,,,,,,,,,
Mybl1,-4.109869,0.10620893082948002,-1.9008605,-4.109869,1.7411473326891119e-12,-7.286475,-4.109869,1.2102843215641416e-06,-5.127264,-0.00153089
Vcpip1,0.04726989,4.016973440059641e-06,-4.808575,0.04726989,0.7712832534172492,0.40064165,0.04726989,0.80448861885044,0.36125195,0.0095545845
Sgk3,1.9131544,0.1407921449408513,1.7667547,1.9131544,1.148775979970443e-11,7.0742345,1.9131544,6.2970064896371e-11,6.8323674,0.012380596
