gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,0.65058243,0.0091571411685168,3.0621357,0.65058243,1.0359845570233946e-05,5.482346,0.65058243,0.0764199453457994,2.7846866,-0.021492207
Lypla1,0.39321136,0.0079088536100562,3.1175795,0.39321136,0.0389275625546709,2.6031864,0.39321136,0.7806999255809177,1.2717016,0.0012943759
Gm37988,-20.438854,1.0,-0.042713452,-20.438854,0.0142827041316848,-2.9146762,-20.438854,1.0,-0.38853884,-0.0019084464
Tcea1,0.36736465,0.1032767615694635,2.047398,0.36736465,0.0286826399696592,2.7453759,0.36736465,0.7122178680532882,1.3653295,-0.015582328
Rgs20,,,,,,,,,,
Atp6v1h,0.26775277,0.0407468394783699,2.4701774,0.26775277,0.283602331784149,1.4856421,0.26775277,1.0,0.794736,-0.0025099076
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,-0.41309622,1.0,0.32445472,-0.41309622,0.0307281122319926,-2.708719,-0.41309622,0.8635964347375414,-1.1500573,0.01254034
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-0.8746361,0.9872449650833234,0.5078713,-0.8746361,0.0008596668001857,-4.0612593,-0.8746361,0.52080639985222,-1.6493781,0.0113735
Sntg1,,,,,,,,,,
Rrs1,0.37670225,0.0025348150553024,3.515401,0.37670225,0.150540691494345,1.9018471,0.37670225,0.9598482017758604,0.9990558,0.027025135
Adhfe1,1.9186884,1.0,0.22294746,1.9186884,0.6140827851748043,0.72828585,1.9186884,1.0,0.51249033,0.0027256666
Vxn,,,,,,,,,,
Mybl1,1.4940253,0.5459847368629843,1.0516722,1.4940253,0.2877617028217404,1.4773383,1.4940253,0.8380309772118489,1.1898443,0.015710376
Vcpip1,-0.14607961,0.0814226975503848,2.160798,-0.14607961,0.5734497102903702,-0.80041933,-0.14607961,1.0,-0.34980842,-0.015617578
Sgk3,-0.0014490297,0.2949010756979906,1.4718553,-0.0014490297,1.0,-0.0026297967,-0.0014490297,1.0,-0.0015026246,0.016676068
Mcmdc2,-20.637402,1.0,-0.042713452,-20.637402,0.0361729397397771,-2.5525553,-20.637402,1.0,-0.3402666,-0.0050653075
Tcf24,,,,,,,,,,
