gene_names,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score,logreg_score
Xkr4,,,,,,,,,,
Rp1,,,,,,,,,,
Sox17,,,,,,,,,,
Mrpl15,-1.4532987,1.0,-1.1493154,-1.4532987,0.4362525828265413,-1.2989298,-1.4532987,1.0,-0.8601527,-0.0037938065
Lypla1,-28.478819,1.0,-1.398288,-28.478819,3.23544724104056e-310,-42.855415,-28.478819,1.0,-1.374117,-0.006463976
Gm37988,-20.414907,1.0,-0.010273975,-20.414907,0.0068326634923012,-2.9146135,-20.414907,1.0,-0.09345423,-4.8680136e-05
Tcea1,-0.079286225,1.0,-0.21815073,-0.079286225,1.0,-0.04543739,-0.079286225,1.0,-0.03883402,-0.00053013605
Rgs20,,,,,,,,,,
Atp6v1h,-28.505716,1.0,-1.3633565,-28.505716,7.608164581531073e-300,-41.94334,-28.505716,1.0,-1.3448722,-0.006763129
Oprk1,,,,,,,,,,
Npbwr1,,,,,,,,,,
Rb1cc1,1.1029376,1.0,-0.015753428,1.1029376,0.8095717925850455,0.44406053,1.1029376,1.0,0.4141488,0.0040037637
Alkal1,,,,,,,,,,
St18,,,,,,,,,,
Pcmtd1,-28.042774,1.0,-0.9678084,-28.042774,1.5663516385038583e-190,-31.878162,-28.042774,1.0,-1.022142,-0.0045221476
Sntg1,,,,,,,,,,
Rrs1,1.4515388,1.0,0.29041103,1.4515388,0.7476220261703734,0.5691844,1.4515388,1.0,0.5303084,0.005180735
Adhfe1,-20.157097,1.0,-0.0051369877,-20.157097,0.0709166094999693,-2.0452094,-20.157097,1.0,-0.06557763,-2.3589286e-05
Vxn,,,,,,,,,,
Mybl1,-23.769508,1.0,-0.09554797,-23.769508,2.1923761588288388e-17,-8.647808,-23.769508,1.0,-0.2772835,-0.00020395752
Vcpip1,-27.997742,1.0,-1.0530825,-27.997742,2.8557023109359933e-211,-33.874477,-27.997742,1.0,-1.086152,-0.0051414375
Sgk3,-25.847042,1.0,-0.25068498,-25.847042,1.6610445576106145e-43,-14.152174,-25.847042,1.0,-0.4537756,-0.000838753
Mcmdc2,-20.613453,1.0,-0.010273975,-20.613453,0.0198305303212252,-2.552515,-20.613453,1.0,-0.0818439,-2.6339352e-05
Tcf24,,,,,,,,,,
Ppp1r42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
