gene_names,A,N,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.5901812314987183,0.4120159447193146,-0.6576645374298096,7.293416325433334e-18,-8.802773475646973,-0.6576645374298096,2.3132051099158822e-17,-8.822134017944336,-0.6576645374298096,1.463541960868967e-11,-7.064599514007568
Lypla1,0.32558688521385193,0.2019980400800705,-0.7817666530609131,1.1193698577766235e-27,-11.09552001953125,-0.7817666530609131,1.4280972805122543e-14,-8.005149841308594,-0.7817666530609131,2.8070873719525492e-09,-6.248108863830566
Gm37988,0.0009009300847537816,0.0,-19.781707763671875,0.9988938298752083,-0.045490190386772156,-19.781707763671875,0.007767516009316275,-2.9087350368499756,-19.781707763671875,0.3391756804194977,-1.2544350624084473
Tcea1,0.4725395441055298,0.36423298716545105,-0.4591321051120758,3.5199677311816385e-12,-7.151268005371094,-0.4591321051120758,8.644177916179598e-08,-5.618396759033203,-0.4591321051120758,2.305705572195903e-05,-4.537247180938721
Atp6v1h,0.34466230869293213,0.2754685878753662,-0.37578362226486206,3.9869228692233e-14,-7.756023406982422,-0.37578362226486206,0.00019879589717741204,-3.975762367248535,-0.37578362226486206,0.004197587784806965,-3.179274559020996
Rb1cc1,0.41028180718421936,0.49541744589805603,0.33806103467941284,0.8728191923653875,0.5739785432815552,0.33806103467941284,0.0003568806232029459,3.8260066509246826,0.33806103467941284,0.004622192904574184,3.1492490768432617
Pcmtd1,0.20599672198295593,0.37769898772239685,1.0044876337051392,8.552961944822743e-06,4.663815021514893,1.0044876337051392,2.4411631295138428e-17,8.83064079284668,1.0044876337051392,4.021584084172038e-13,7.581309795379639
Rrs1,0.23033787310123444,0.21136921644210815,-0.13817264139652252,5.731706096733399e-08,-5.62996244430542,-0.13817264139652252,0.2930006839660544,-1.2357475757598877,-0.13817264139652252,0.45830266623790517,-1.019099235534668
Adhfe1,0.0008200794109143317,0.0022032582201063633,1.4267997741699219,0.9988938298752083,0.0798240453004837,1.4267997741699219,0.46183078308823505,0.8673360347747803,1.4267997741699219,0.575171063794458,0.7935075759887695
Mybl1,0.014509978704154491,0.0011397801572456956,-3.6798739433288574,0.11509753007320227,-1.8774000406265259,-3.6798739433288574,2.9322727691691016e-15,-8.143799781799316,-3.6798739433288574,2.7218362436552757e-05,-4.50543737411499
