gene_names,CD25WT,P14NAV,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.5757792592048645,0.3849406838417053,-0.7295178771018982,4.172393194557148e-09,-6.182543754577637,-0.7295178771018982,1.9140279629942833e-09,-6.349917888641357,-0.7295178771018982,1.8606345816955612e-10,-6.704229354858398
Lypla1,0.4496791958808899,0.24625413119792938,-1.023979902267456,4.12845310530617e-15,-8.147632598876953,-1.023979902267456,8.442479657596409e-13,-7.527898788452148,-1.023979902267456,2.472005391152687e-14,-7.984574794769287
Tcea1,0.5013070702552795,0.3551534414291382,-0.6101808547973633,1.5204909440438754e-07,-5.55830192565918,-0.6101808547973633,4.058564959567209e-06,-4.9383416175842285,-0.6101808547973633,9.44562547592281e-07,-5.216956615447998
Atp6v1h,0.24872122704982758,0.17536327242851257,-0.5589682459831238,2.0495920189103252e-05,-4.582263946533203,-0.5589682459831238,0.0043670527313239066,-3.1749730110168457,-0.5589682459831238,0.0022314115381227287,-3.365408420562744
Rb1cc1,0.20508155226707458,0.2549605965614319,0.35143497586250305,0.5934305869816784,-0.943642795085907,0.35143497586250305,0.09077527911723672,2.0012779235839844,0.35143497586250305,0.07225452987272292,2.0884978771209717
4732440D04Rik,0.046273939311504364,0.03425360098481178,-0.44267311692237854,0.6232903490027802,-0.899509072303772,-0.44267311692237854,0.3660456069042032,-1.1391111612319946,-0.44267311692237854,0.3232548971034289,-1.2165474891662598
Pcmtd1,0.18479683995246887,0.23989935219287872,0.4176430404186249,0.9964562312659624,-0.08662950247526169,0.4176430404186249,0.04546102382808134,2.317856788635254,0.4176430404186249,0.03363506887241755,2.42417573928833
Gm26901,0.004144045989960432,0.008663582615554333,1.0671871900558472,0.9964562312659624,0.08744847774505615,1.0671871900558472,0.37146240594505814,1.1271744966506958,1.0671871900558472,0.35144830780318853,1.1561309099197388
Rrs1,0.21015337109565735,0.21353474259376526,0.025553464889526367,0.1967665777250877,-1.6740788221359253,0.025553464889526367,0.9200206560770159,0.15037856996059418,0.025553464889526367,0.9135815735418833,0.1579551100730896
Mybl1,0.02218652330338955,0.0,-24.419214248657227,0.5432236415312847,-1.0158947706222534,-24.419214248657227,7.410523213859242e-05,-4.311614990234375,-24.419214248657227,5.556924379202184e-06,-4.8752851486206055
Vcpip1,0.1522398442029953,0.11794264614582062,-0.39355772733688354,0.014632793110790297,-2.7938926219940186,-0.39355772733688354,0.12797201514500178,-1.8203656673431396,-0.39355772733688354,0.0999357599260437,-1.9283745288848877
1700034P13Rik,0.0,0.0,0.0,0.9964562312659624,0.10355501621961594,0.0,1.0,0.0,0.0,1.0,0.0
Sgk3,0.04503320902585983,0.09806112945079803,1.1613997220993042,0.4699307759898663,1.125091552734375,1.1613997220993042,0.0009418673738316816,3.6332709789276123,1.1613997220993042,0.0005524824005310407,3.764150619506836
Mcmdc2,0.0013702044961974025,0.002683076774701476,0.9704439043998718,0.9964562312659624,0.13622307777404785,0.9704439043998718,0.6742067443937286,0.561069667339325,0.9704439043998718,0.6550682141109327,0.5832796692848206
Snhg6,0.5371102094650269,0.4173259139060974,-0.45729610323905945,4.748804798096843e-05,-4.392261505126953,-0.45729610323905945,0.0004979610482711489,-3.806408643722534,-0.45729610323905945,0.00021647645780334892,-4.007262229919434
Cops5,0.5026517510414124,0.2504101097583771,-1.1986088752746582,7.380911496511444e-19,-9.162981033325195,-1.1986088752746582,1.559635982763006e-18,-9.230639457702637,-1.1986088752746582,5.2967140526027825e-21,-9.835214614868164
Cspp1,0.17684978246688843,0.17046549916267395,-0.0577831044793129,0.017518372074011506,-2.7296483516693115,-0.0577831044793129,0.8372757928485139,-0.292708158493042,-0.0577831044793129,0.8255273469489868,-0.3066561222076416
Arfgef1,0.16782790422439575,0.15942978858947754,-0.08028466999530792,0.019093211528441574,-2.69870924949646,-0.08028466999530792,0.7644556952280608,-0.4119124412536621,-0.08028466999530792,0.7480909175536088,-0.4319493770599365
Prex2,0.0,0.0014935124199837446,20.511356353759766,0.9964562312659624,0.14887170493602753,20.511356353759766,0.42486844312525024,1.0,20.511356353759766,0.41838696381030516,1.0
A830018L16Rik,0.0012211889261379838,0.0012982080224901438,0.08829068392515182,0.9964562312659624,0.09081538766622543,0.08829068392515182,0.9803957857751295,0.04321296513080597,0.08829068392515182,0.9783528866910358,0.0456082746386528
Ncoa2,0.1511203944683075,0.1342216581106186,-0.18356086313724518,0.06636413746327652,-2.2003166675567627,-0.18356086313724518,0.49561919596155163,-0.8661351799964905,-0.18356086313724518,0.46211781911186073,-0.9160491228103638
Tram1,0.9548932313919067,0.5860950946807861,-1.004047155380249,1.0828870488706576e-18,-9.119939804077148,-1.004047155380249,1.510166745510716e-24,-10.75239086151123,-1.004047155380249,2.458789911298592e-27,-11.357644081115723
Lactb2,0.14979617297649384,0.06417520344257355,-1.2857763767242432,6.883200385961358e-06,-4.816673278808594,-1.2857763767242432,1.0740465783617733e-06,-5.2132134437561035,-1.2857763767242432,1.3131399731807143e-07,-5.593532085418701
Gm9947,0.0022817335557192564,0.0,-21.12334632873535,0.9964562312659624,-0.012739633210003376,-21.12334632873535,0.31791191160556903,-1.242442011833191,-21.12334632873535,0.24457296932866718,-1.4048701524734497
Msc,0.006501051131635904,0.0015231254510581493,-2.0972306728363037,0.9964562312659624,-0.14140993356704712,-2.0972306728363037,0.21510693549093834,-1.5145055055618286,-2.0972306728363037,0.16198286098690776,-1.6634713411331177
Terf1,0.18155831098556519,0.1038711667060852,-0.863009512424469,3.3033401038899396e-05,-4.475160121917725,-0.863009512424469,0.0001275994124994605,-4.157546043395996,-0.863009512424469,3.5666274247928275e-05,-4.4418206214904785
Rpl7,3.2505953311920166,3.557893753051758,0.45864397287368774,9.681920461306703e-69,17.773061752319336,0.45864397287368774,2.9498391870982215e-57,17.178186416625977,0.45864397287368774,5.608052112814268e-63,18.056285858154297
Rdh10,0.016583219170570374,0.008920454420149326,-0.9000741243362427,0.8935877251807931,-0.535610556602478,-0.9000741243362427,0.3092834946417596,-1.2603497505187988,-0.9000741243362427,0.2677212115105023,-1.3444851636886597
Stau2,0.0024137150030583143,0.0,-21.204565048217773,0.9964562312659624,0.03239506855607033,-21.204565048217773,0.16514407990142377,-1.6739692687988281,-21.204565048217773,0.10693104889488424,-1.8928122520446777
Ube2w,0.09970869868993759,0.0976739302277565,-0.03123766928911209,0.2113894081084789,-1.6334939002990723,-0.03123766928911209,0.9369662154798337,-0.12377192080020905,-0.03123766928911209,0.9314742708758217,-0.1303558349609375
Eloc,0.9994319677352905,0.5171777009963989,-1.3418303728103638,5.149438738150986e-33,-12.24833869934082,-1.3418303728103638,1.1918138765905437e-39,-13.99902629852295,-1.3418303728103638,1.0032851543814448e-44,-14.864838600158691
