wilcoxon,t-test,t-test_overestim_var
Rps29,Rps27,Rps27
Rps24,Rps24,Rps24
Rps27,Rps29,Rps29
Rps14,Rps14,Rps14
Rps28,Rpl35a,Rpl35a
Rpl35a,Rpl21,Rpl21
Rps16,Rps7,Rps7
Rps15a,Rps28,Rps28
Rps7,Rps16,Rps16
Rps3a1,Rpl12,Rpl12
Rpl21,Rps15a,Rplp1
Rpl12,Rps15,Rps15a
Tpt1,Tpt1,Rps15
Rpl37a,Rplp1,Tpt1
Rplp2,Xist,Rpl37a
Rplp1,Rpl37a,Rps23
Rps15,Sell,Xist
Rpl13,Rps23,Rpl9
Rpl31,Rpl9,Sell
Rps19,Rplp2,Rplp2
Rps23,Rgs10,Rpl23a
Rps27a,Rpl23a,Rpl18a
Rpl9,Rps3a1,Rgs10
Rpl36a,Tcf7,Rps9
Rps3,Rpl18a,Rps3a1
Rpl23,Rps9,Malat1
Rpl30,Rpl23,Tcf7
Rpl17,Rps21,Rps21
Rpl23a,Rpl13,Rps27a
Rps25,Rps27a,Rpl23
Rps9,Rpl36a,Rpl36a
Rps4x,Rpl17,Rpl13
Rpl18a,Malat1,Rpl17
Rps21,Rpl31,Rpl31
Rpl26,Rps19,Rps19
Malat1,Rps27rt,Rps20
Rps18,Rps20,Rps27rt
Rps20,Ccr7,Rpl36
Rpl5,Rpl36,Rps4x
Rpl19,Rps4x,Rpl27a
Rps27rt,Rps25,Rpl26
Rps17,Rpl26,Rps25
Rps8,Igfbp4,Ccr7
Rpl36,Rpl27a,Rps3
Rpl34,Rps3,Rpl30
Rpl8,Rpl30,Btg1
Rpl39,Rpl5,Rpl5
Rpl37,Rpl34,Rpl34
Xist,Rps6,Rps18
Rpl27a,Rps18,Rps6
Rps6,Btg1,Igfbp4
Sell,Rps8,Rpl37
Rps26,Rpl37,Rps8
Btg1,Rpl19,Rpl19
Rpl38,Rpl39,Rpl8
Tcf7,Rpl8,Rpl39
Rpl15,Rpl38,Rpl38
Rpl35,Dapl1,Rps17
Fau,Rps17,Rpl35
Rps5,Ramp1,Rps5
Rgs10,Rpl35,Rpl15
Rpl18,Rps5,Ltb
Rpl11,Rpl15,Dapl1
Rps13,Ltb,Rps26
Rps10,Ccr9,Ramp1
Ccr7,Rps26,Rps13
Eef1a1,Rps13,Fau
Ltb,Fau,Ccr9
Rpl7,Rps11,Rps11
Rpl6,Lef1,Rpl18
Rpl32,Rpl18,Lef1
Rps11,Eef1a1,Eef1a1
Rpl14,Id3,Rpl11
Igfbp4,Rpl11,Rpl32
Eef1b2,Chd3,Rpl7
Rpl4,Rpl7,Chd3
Lef1,Rpl32,Id3
Rack1,Rps10,Rps10
Rpl10a,Ighm,Ighm
Rpl3,Pik3ip1,Rpl6
Dapl1,Rpl6,Rpl14
Rpl10,Ccnd2,Pik3ip1
Shisa5,Rpl14,Ccnd2
Ramp1,Evl,Evl
Ighm,AC149090.1,Shisa5
Arl4c,Pdk1,AC149090.1
Ccr9,Il6ra,Pdk1
Ccnd2,Ssbp2,Ssbp2
Limd2,Shisa5,Il6ra
Chd3,Rflnb,Eef1b2
Eef1g,Kbtbd11,Arl4c
Rpl13a,Socs3,Kbtbd11
mt-Nd2,Eef1b2,Bcl2
Rpl22,Bcl2,Rflnb
Evl,Arl4c,Rpl4
Wdr89,Tespa1,Foxp1
Cox7a2l,Il7r,Socs3
Tmsb10,Foxp1,Limd2
Uba52,Actn1,Il7r
Foxp1,Rpl4,Tespa1
Id3,Ctss,Ctss
Klf13,Rapgef6,Actn1
Rplp0,Limd2,Rpl10
Pik3ip1,Rpl10,Rapgef6
Rapgef6,Rack1,Rack1
Ctss,Rpl3,Rpl3
Rabac1,Nsg2,Tmsb10
Rps12,Il6st,Eef1g
Cd3g,Tdrp,Nsg2
Emb,Eef1g,Il6st
Gm11808,Tmsb10,mt-Nd2
