gene_names,CD25KO,CD25WT,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.5126822590827942,0.6284252405166626,0.38506317138671875,0.9964027575295551,2.3850624561309814,0.38506317138671875,0.8961421654670859,1.8939568996429443,0.38506317138671875,0.5136052730988473,2.1921849250793457
Lypla1,0.5218576788902283,0.4633175730705261,-0.21733543276786804,0.9964027575295551,-0.8382008671760559,-0.21733543276786804,0.8961421654670859,-1.0216606855392456,-0.21733543276786804,0.7719230061477205,-1.1907849311828613
Tcea1,0.429301917552948,0.50692218542099,0.3001152575016022,0.9964027575295551,1.8694418668746948,0.3001152575016022,0.8961421654670859,1.3146915435791016,0.3001152575016022,0.7282983321492089,1.5529723167419434
Atp6v1h,0.22563980519771576,0.26102936267852783,0.23675309121608734,0.9964027575295551,0.6769106984138489,0.23675309121608734,0.9844900296416137,0.7169901728630066,0.23675309121608734,0.8553415273890467,0.811620831489563
Rb1cc1,0.18104907870292664,0.17617224156856537,-0.04301678389310837,0.9964027575295551,0.4292604327201843,-0.04301678389310837,1.0,-0.11348486691713333,-0.04301678389310837,1.0,-0.13310182094573975
4732440D04Rik,0.01772501692175865,0.022083690389990807,0.3203488886356354,0.9964027575295551,0.5791205763816833,0.3203488886356354,1.0,0.2859043776988983,0.3203488886356354,1.0,0.3365417420864105
Pcmtd1,0.09365179389715195,0.14565522968769073,0.6754392981529236,0.9964027575295551,1.4046213626861572,0.6754392981529236,0.8961421654670859,1.5330289602279663,0.6754392981529236,0.6562249887383498,1.7356048822402954
Gm26901,0.0,0.00911139789968729,23.125818252563477,0.9964027575295551,0.5359405279159546,23.125818252563477,0.8961421654670859,1.724106788635254,23.125818252563477,0.6562249887383498,1.724106788635254
Rrs1,0.10917127132415771,0.15822511911392212,0.5715585947036743,0.9964027575295551,1.4668514728546143,0.5715585947036743,0.8961421654670859,1.3428068161010742,0.5715585947036743,0.7306660692128208,1.5397452116012573
Mybl1,0.012622315436601639,0.05457450821995735,2.1426823139190674,0.9964027575295551,1.0693410634994507,2.1426823139190674,0.8961421654670859,2.2883386611938477,2.1426823139190674,0.48084281818418484,2.4020097255706787
Vcpip1,0.08331242203712463,0.13968460261821747,0.7869887948036194,0.9964027575295551,1.2014212608337402,0.7869887948036194,0.8961421654670859,1.8117547035217285,0.7869887948036194,0.5773437116674841,1.9974184036254883
1700034P13Rik,0.0,0.0,0.0,0.9964027575295551,0.2540002465248108,0.0,1.0,0.0,0.0,1.0,0.0
Sgk3,0.024254681542515755,0.03254784643650055,0.4303092956542969,0.9964027575295551,0.4368804395198822,0.4303092956542969,1.0,0.44748178124427795,0.4303092956542969,0.9726116455090343,0.5083955526351929
Mcmdc2,0.0,0.0,0.0,0.9964027575295551,0.2540002465248108,0.0,1.0,0.0,0.0,1.0,0.0
Snhg6,0.5464611053466797,0.4846802055835724,-0.22146368026733398,0.9964027575295551,-0.42672044038772583,-0.22146368026733398,0.9111985384344935,-0.9537011384963989,-0.22146368026733398,0.7719230061477205,-1.1150866746902466
Cops5,0.5555393695831299,0.5262984037399292,-0.10099343210458755,0.9964027575295551,-0.9372609257698059,-0.10099343210458755,1.0,-0.5191851258277893,-0.10099343210458755,0.9411926470789933,-0.604454755783081
Cspp1,0.2204936444759369,0.2534215748310089,0.2254919558763504,0.9964027575295551,0.7696207761764526,0.2254919558763504,0.9852822762128197,0.7094607949256897,0.2254919558763504,0.8549821311766175,0.8132710456848145
Arfgef1,0.1551874727010727,0.1994144767522812,0.3946034014225006,0.9964027575295551,0.9398009181022644,0.3946034014225006,0.8961421654670859,1.1449472904205322,0.3946034014225006,0.7366291857481824,1.2912405729293823
Prex2,0.0,0.0,0.0,0.9964027575295551,0.2540002465248108,0.0,1.0,0.0,0.0,1.0,0.0
A830018L16Rik,0.0,0.0,0.0,0.9964027575295551,0.2540002465248108,0.0,1.0,0.0,0.0,1.0,0.0
Ncoa2,0.1493137925863266,0.15623940527439117,0.07053402811288834,0.9964027575295551,0.11684011667966843,0.07053402811288834,1.0,0.18232551217079163,0.07053402811288834,1.0,0.20732450485229492
Tram1,1.017493486404419,1.047039270401001,0.06621207296848297,0.9964027575295551,0.6273806095123291,0.06621207296848297,1.0,0.4815078377723694,0.06621207296848297,0.9618669912157052,0.5367650389671326
Lactb2,0.17129690945148468,0.13622070848941803,-0.3565036356449127,0.9964027575295551,-0.4394204318523407,-0.3565036356449127,0.9254315213195836,-0.907771110534668,-0.3565036356449127,0.7719230061477205,-1.0635040998458862
Gm9947,0.005980831105262041,0.0,-22.516231536865234,0.9964027575295551,0.09525009244680405,-22.516231536865234,0.8961421654670859,-1.0,-22.516231536865234,0.7366291857481824,-1.2858201265335083
Msc,0.029118143022060394,0.0,-24.816471099853516,0.9964027575295551,-0.22225022315979004,-24.816471099853516,0.8961421654670859,-1.540855884552002,-24.816471099853516,0.5803898370314979,-1.981263518333435
Terf1,0.28198567032814026,0.27912336587905884,-0.016880067065358162,0.9964027575295551,0.30861032009124756,-0.016880067065358162,1.0,-0.05976911261677742,-0.016880067065358162,1.0,-0.06846556812524796
Rpl7,3.159571886062622,3.1322243213653564,-0.04122808203101158,0.9964027575295551,-1.2801612615585327,-0.04122808203101158,0.921604942430721,-0.9258542060852051,-0.04122808203101158,0.7719230061477205,-1.0738611221313477
Rdh10,0.00626931618899107,0.002852387260645628,-1.1386046409606934,0.9964027575295551,0.1879601925611496,-1.1386046409606934,1.0,-0.4960913062095642,-1.1386046409606934,0.9411926470789933,-0.6048951745033264
Stau2,0.005847778636962175,0.007723027840256691,0.4026319980621338,0.9964027575295551,0.28575029969215393,0.4026319980621338,1.0,0.23480257391929626,0.4026319980621338,1.0,0.2644846737384796
Ube2w,0.08687467873096466,0.11652816832065582,0.4454244077205658,0.9964027575295551,0.7416807413101196,0.4454244077205658,0.8986603735235346,0.9900686740875244,0.4454244077205658,0.7719230061477205,1.1121717691421509
Eloc,1.086246371269226,1.0892502069473267,0.006536279805004597,0.9964027575295551,0.0800100788474083,0.006536279805004597,1.0,0.047168660908937454,0.006536279805004597,1.0,0.05399348586797714
D030040B21Rik,0.0,0.0,0.0,0.9964027575295551,0.2540002465248108,0.0,1.0,0.0,0.0,1.0,0.0
Tmem70,0.15841540694236755,0.22758515179157257,0.5741932392120361,0.9964027575295551,1.7805417776107788,0.5741932392120361,0.8961421654670859,1.7419092655181885,0.5741932392120361,0.5803898370314979,1.9686574935913086
Ly96,0.017108574509620667,0.043405432254076004,1.3622208833694458,0.9964027575295551,0.9029709100723267,1.3622208833694458,0.8961421654670859,1.6818615198135376,1.3622208833694458,0.6423284323107956,1.8287086486816406
Mcm3,0.703414797782898,0.7751209139823914,0.19808608293533325,0.9964027575295551,1.1760212182998657,0.19808608293533325,0.9259665712372946,0.9055230021476746,0.19808608293533325,0.7719230061477205,1.0568557977676392
Paqr8,0.0,0.0,0.0,0.9964027575295551,0.2540002465248108,0.0,1.0,0.0,0.0,1.0,0.0
Tram2,0.0434107668697834,0.03825398534536362,-0.1861882507801056,0.9964027575295551,0.14986014366149902,-0.1861882507801056,1.0,-0.2648971974849701,-0.1861882507801056,1.0,-0.30886027216911316
Tmem14a,0.014218144118785858,0.021395301446318626,0.5947533845901489,0.9964027575295551,0.3543303608894348,0.5947533845901489,1.0,0.5933983325958252,0.5947533845901489,0.920138526898851,0.6543830633163452
Khdc1a,0.0,0.011735128238797188,23.4928035736084,0.9964027575295551,0.3479803502559662,23.4928035736084,0.8961421654670859,1.0,23.4928035736084,0.7719230061477205,1.0
Kcnq5,0.012359563261270523,0.01388990506529808,0.1695152372121811,0.9964027575295551,0.3073402941226959,0.1695152372121811,1.0,0.13792699575424194,0.1695152372121811,1.0,0.15856684744358063
Gm26580,0.0,0.0,0.0,0.9964027575295551,0.2540002465248108,0.0,1.0,0.0,0.0,1.0,0.0
Ogfrl1,0.08133221417665482,0.06013108044862747,-0.45118939876556396,0.9964027575295551,-0.3429003357887268,-0.45118939876556396,0.9751220641037447,-0.7459501624107361,-0.45118939876556396,0.8306353561610682,-0.8682592511177063
Smap1,0.7263152003288269,0.7668508291244507,0.11119505017995834,0.9964027575295551,0.7315207123756409,0.11119505017995834,1.0,0.6126413941383362,0.11119505017995834,0.9005075600378273,0.7086402177810669
Sdhaf4,0.2862173616886139,0.2814946472644806,-0.027571294456720352,0.9964027575295551,0.36576035618782043,-0.027571294456720352,1.0,-0.09769779443740845,-0.027571294456720352,1.0,-0.11358417570590973
Lmbrd1,0.08436167240142822,0.09007138758897781,0.09865961968898773,0.9964027575295551,0.5308605432510376,0.09865961968898773,1.0,0.1945752203464508,0.09865961968898773,1.0,0.22565065324306488
Phf3,0.3247714340686798,0.43960604071617126,0.5248855948448181,0.9964027575295551,2.2860023975372314,0.5248855948448181,0.8961421654670859,2.1598150730133057,0.5248855948448181,0.4489816277802608,2.459700107574463
