,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_r2
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.629619,-2.0579512119293213,False,,,,,,,,,,,,,,,,-0.03556370735168457
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.51814055,0.04654175043106079,True,0.03264757866871354,0.2917316461407963,0.1794752208133208,16.00472937487191,1.0122587333619595,0.03310130536556244,0.04406384378671646,0.23354635030822135,0.0,0.0,0.1337298078157524,0.09859918147303344,0.11902905435397707,0.8711766628078471,4.128459277255989,0.07492786645889282
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.5636693,-4.012024879455566,False,,,,,,,,,,,,,,,,-2.572317361831665
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.60213834,-2.4188108444213867,False,,,,,,,,,,,,,,,,0.05449551343917847
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,2.0183342,-0.3784137964248657,False,,,,,,,,,,,,,,,,0.17537200450897217
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.677207,-7.506405830383301,False,,,,,,,,,,,,,,,,-3.3387985229492188
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.46583027,-0.3897702693939209,False,,,,,,,,,,,,,,,,0.017244815826416016
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,1.4236598,-1.731459379196167,False,,,,,,,,,,,,,,,,-0.228674054145813
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0029240162,-2.9756083488464355,False,,,,,,,,,,,,,,,,0.16785389184951782
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,6.638057,-3.9848804473876953,False,,,,,,,,,,,,,,,,-3.802061080932617
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.15052323,-4.744166851043701,False,,,,,,,,,,,,,,,,0.13685256242752075
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.14022721,0.6521376371383667,True,1.8678340672088196,4.015241315805366,0.5378726792070235,10.811180672890398,0.0615941458940506,0.1195373684167862,0.9169931411743164,0.4208992774108586,0.0,0.0,0.4628619571907423,0.33638115717099365,2.314270503048239,0.3029138811410375,1.8195392355802391,0.6924894154071808
