Conn,node1_old,node2_old,node1,node2,x1,y1,x2,y2
0.0371530688274192,0,1,P9,P3,-0.1799416118896744,-0.7844661632683237,1.82548374028517,-0.3798798621458089
0.8347026062070587,0,2,P9,P10,-0.1799416118896744,-0.7844661632683237,-1.1458680711442277,-0.8990602321021836
0.0026351673255359392,0,3,P9,P0,-0.1799416118896744,-0.7844661632683237,2.0538863550826667,-3.1948861546726737
0.047674401505039425,0,4,P9,P5,-0.1799416118896744,-0.7844661632683237,1.3908612393915993,0.32945341058562033
0.20794758783834846,0,5,P9,P6,-0.1799416118896744,-0.7844661632683237,0.7828732199238972,0.47609439792254693
0.2876102316468636,0,6,P9,P2,-0.1799416118896744,-0.7844661632683237,1.1515677452103381,-0.6729750780634036
0.3991396457332238,0,7,P9,P7,-0.1799416118896744,-0.7844661632683237,0.5766491760960306,-0.37777939811716743
0.36020061848114504,0,8,P9,P8,-0.1799416118896744,-0.7844661632683237,0.0965267305588034,0.398675425606608
0.054809074223723546,0,9,P9,P1,-0.1799416118896744,-0.7844661632683237,1.5130237033947942,-2.2106776430828248
1,0,10,P9,P4,-0.1799416118896744,-0.7844661632683237,0.7660631454689157,-1.0823070895952773
0.0069306427243142725,1,2,P3,P10,1.82548374028517,-0.3798798621458089,-1.1458680711442277,-0.8990602321021836
4.1612774082286277e-4,1,3,P3,P0,1.82548374028517,-0.3798798621458089,2.0538863550826667,-3.1948861546726737
0.7362526349789202,1,4,P3,P5,1.82548374028517,-0.3798798621458089,1.3908612393915993,0.32945341058562033
0.2004497518610422,1,5,P3,P6,1.82548374028517,-0.3798798621458089,0.7828732199238972,0.47609439792254693
0.08414271615636433,1,6,P3,P2,1.82548374028517,-0.3798798621458089,1.1515677452103381,-0.6729750780634036
0.1677832783278328,1,7,P3,P7,1.82548374028517,-0.3798798621458089,0.5766491760960306,-0.37777939811716743
0.08480216955104088,1,8,P3,P8,1.82548374028517,-0.3798798621458089,0.0965267305588034,0.398675425606608
0.005814412840984697,1,9,P3,P1,1.82548374028517,-0.3798798621458089,1.5130237033947942,-2.2106776430828248
1,1,10,P3,P4,1.82548374028517,-0.3798798621458089,0.7660631454689157,-1.0823070895952773
7.267284540475683e-5,2,3,P10,P0,-1.1458680711442277,-0.8990602321021836,2.0538863550826667,-3.1948861546726737
0.020198825857091887,2,4,P10,P5,-1.1458680711442277,-0.8990602321021836,1.3908612393915993,0.32945341058562033
0.056421763551605636,2,5,P10,P6,-1.1458680711442277,-0.8990602321021836,0.7828732199238972,0.47609439792254693
0.0658349226146881,2,6,P10,P2,-1.1458680711442277,-0.8990602321021836,1.1515677452103381,-0.6729750780634036
0.00214176229338415,2,7,P10,P7,-1.1458680711442277,-0.8990602321021836,0.5766491760960306,-0.37777939811716743
0.03869427102518331,2,8,P10,P8,-1.1458680711442277,-0.8990602321021836,0.0965267305588034,0.398675425606608
4.415854483501616e-4,2,9,P10,P1,-1.1458680711442277,-0.8990602321021836,1.5130237033947942,-2.2106776430828248
0.15404463040446306,2,10,P10,P4,-1.1458680711442277,-0.8990602321021836,0.7660631454689157,-1.0823070895952773
6.377776028789552e-5,3,4,P0,P5,2.0538863550826667,-3.1948861546726737,1.3908612393915993,0.32945341058562033
8.619756849497211e-5,3,5,P0,P6,2.0538863550826667,-3.1948861546726737,0.7828732199238972,0.47609439792254693
0.0652308689464711,3,6,P0,P2,2.0538863550826667,-3.1948861546726737,1.1515677452103381,-0.6729750780634036
0.00952705026600221,3,7,P0,P7,2.0538863550826667,-3.1948861546726737,0.5766491760960306,-0.37777939811716743
