,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.26268393,0.5180834233760834,True
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.2992591,-0.4191420078277588,False
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.59821826,-0.7763819694519043,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.30990568,0.26450973749160767,True
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.1965871,-0.3753851652145386,False
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.819546,-4.667962551116943,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.3962705,-0.5749648809432983,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.86090446,-0.19934117794036865,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.005045068,-2.882469415664673,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,5.280219,-4.326966285705566,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.092261694,-0.24307668209075928,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.11723983,0.714646190404892,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.72767496,-0.5629221200942993,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,-21.407873,0.1599143147468567,True
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.22116673,-0.01594078540802002,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.52047706,-0.19858086109161377,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.04635268,-0.62261962890625,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.1456347,-1.2025489807128906,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.859332,0.8166810870170593,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.099683985,-0.2484276294708252,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,1.345945,-0.8568532466888428,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.2166834,-1.0469846725463867,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.2920045,-2.631277084350586,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.2776929,-0.05065584182739258,False
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.6805241,-1.2237391471862793,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.29182327,-1.3968861103057861,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.684431,-1.3012230396270752,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.05404711,-4.432422161102295,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.7753192,-0.8048949241638184,False
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,1.6660179,-0.33759820461273193,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,2.0898829,-0.28587090969085693,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.098550715,-2.5538899898529053,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,9.5043125,-0.7836400270462036,False
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,9.924145,0.6922231316566467,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,0.80365634,-0.09318268299102783,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.34387106,-0.2744830846786499,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.6347899,-0.6622314453125,False
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.8645281,-1.086982250213623,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.37575707,-0.10137224197387695,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.48609623,-0.08468508720397949,False
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.5236935,-0.3701026439666748,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.0595586,-3.7932724952697754,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,4.046891,-4.933755397796631,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,0.7677814,-0.2067028284072876,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.4695626,-0.6410672664642334,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.22233163,-0.9139609336853027,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.7928727,-0.7673662900924683,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.4902277,-0.20386576652526855,False
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.6515271,-1.1097989082336426,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,2.036368,-0.6050958633422852,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,6.595939,-1.4235947132110596,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.32749853,-0.38357770442962646,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.009504302,0.2600868344306946,True
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,0.32480606,-0.3028320074081421,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,1.9343005,-0.5473190546035767,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.3514675,-0.250262975692749,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.2019277,-1.7823421955108643,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.4131778,-0.08549928665161133,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.32795706,-1.156177043914795,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.6199302,0.4692988991737366,True
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.68243074,-0.2847861051559448,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.4106297,-2.708019733428955,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.5430832,-0.5639535188674927,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.5638435,-2.8762564659118652,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,18.04941,-14.461055755615234,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.25485608,0.5731282830238342,True
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,2.5855165,-0.8134220838546753,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,1.859304,-4.442718505859375,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.31984103,0.011610686779022217,True
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,0.9864963,-1.499614953994751,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.09584899,-0.2512400150299072,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,4.3374596,-1.0515549182891846,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.21657947,-0.21098041534423828,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,2.747998,-2.0904431343078613,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.21639112,0.35068726539611816,True
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.3472969,-0.41485595703125,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,4.733535,0.6380814015865326,True
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,1.8536538,0.863207682967186,True
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,3.154845,0.752556324005127,True
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.18227327,-0.14651703834533691,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.049416274,-2.3845207691192627,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,1.6817111,0.2286677360534668,True
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,0.52935714,-0.8930004835128784,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,0.5816295,-0.7781883478164673,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.9742223,-0.5956692695617676,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.21403961,-0.656838059425354,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.4345553,-0.326330304145813,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.01431681,-0.25521719455718994,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.052422997,-0.916648268699646,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,0.708368,0.29341018199920654,True
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.2216704,-0.7245410680770874,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,0.67610794,-1.5073933601379395,False
