comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval
P9,48h_IL2_repressed,1.0230612901713196,0.41275872412758724,0.20637936206379362,23,0.3843037386577077,0.685333734321689
P9,48h_IL2_promoted,1.008445855906382,0.44525547445255476,0.44525547445255476,24,0.3513907321456397,0.3513907321456397
P3,48h_IL2_promoted,0.9193870786896503,0.7229654403567447,0.6706904876871077,11,0.1408824626239932,0.173477853155837
P3,48h_IL2_repressed,-0.9272069903269247,0.7229654403567447,0.7229654403567447,23,0.1408824626239932,0.1408824626239932
P5,48h_IL2_promoted,1.0519717147483856,0.4231695085255767,0.3651066410593349,17,0.3734856329297747,0.4375802674359414
P5,48h_IL2_repressed,1.0268590315267057,0.4231695085255767,0.4231695085255767,11,0.3734856329297747,0.3734856329297747
P6,48h_IL2_promoted,1.1493787519354406,0.2885673527613613,0.14428367638068065,18,0.5397528046271652,0.8407828002911465
P6,48h_IL2_repressed,0.978336697773794,0.5774647887323944,0.5774647887323944,8,0.2384744919993398,0.2384744919993398
P2,48h_IL2_promoted,1.079809967683191,0.2595740425957404,0.1297870212978702,21,0.5857387391485311,0.8867687348125123
P2,48h_IL2_repressed,0.8908983244623883,0.9517048295170483,0.9517048295170483,14,0.021497726814124003,0.021497726814124003
P7,48h_IL2_promoted,-1.0804657645567348,0.4252850570114023,0.21264252850570114,16,0.3713198765653123,0.6723498722292934
P7,48h_IL2_repressed,-0.968022013380433,0.6766323367663234,0.6766323367663234,14,0.16964725079339366,0.16964725079339366
P4,48h_IL2_promoted,1.0230063972076666,0.5648435156484352,0.420957904209579,19,0.24807185254053543,0.3757613314411944
P4,48h_IL2_repressed,0.9940065285752967,0.5648435156484352,0.5648435156484352,15,0.24807185254053543,0.24807185254053543
