gene_names,A5P,C8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.8280590772628784,0.5624982118606567,-0.7714619040489197,4.090163901206154e-32,-12.010233879089355,-0.7714619040489197,1.5228747675835403e-37,-13.494298934936523,-0.7714619040489197,2.2916494545817553e-33,-12.617732048034668
Lypla1,0.3690175712108612,0.36035171151161194,-0.04091401398181915,0.005090384446779491,-3.0750672817230225,-0.04091401398181915,0.7299688265484039,-0.4938417375087738,-0.04091401398181915,0.7564856423949484,-0.462872177362442
Gm37988,0.001271101413294673,0.0007248242036439478,-0.8107693791389465,0.9979309950862301,0.027426671236753464,-0.8107693791389465,0.6188671419133718,-0.6684808731079102,-0.8107693791389465,0.6887356111958752,-0.5687631964683533
Tcea1,0.5933987498283386,0.45037025213241577,-0.5099961161613464,5.7486327072297427e-11,-6.777074813842773,-0.5099961161613464,2.0255681822390697e-13,-7.687399864196777,-0.5099961161613464,9.044345903259206e-12,-7.155714988708496
Atp6v1h,0.334088534116745,0.2831641137599945,-0.2772126793861389,4.5518417864350877e-10,-6.461747169494629,-0.2772126793861389,0.005404472577585526,-3.088862419128418,-0.2772126793861389,0.010603833373501891,-2.8824498653411865
Rb1cc1,0.2578388750553131,0.3892613351345062,0.6941734552383423,0.004034452962721272,3.147190570831299,0.6941734552383423,1.9624236724655458e-11,7.043421745300293,0.6941734552383423,2.167880013487049e-10,6.682740688323975
Pcmtd1,0.12234684824943542,0.2234431654214859,0.9439568519592285,0.07571266223927461,2.089366912841797,0.9439568519592285,2.1491372789995088e-11,7.033354759216309,0.9439568519592285,1.795014628751049e-10,6.714986324310303
Rrs1,0.3524760901927948,0.2300979048013687,-0.7078341841697693,2.9560286356235e-22,-9.919641494750977,-0.7078341841697693,1.6101626711524455e-13,-7.708189964294434,-0.7078341841697693,1.7395355253350445e-11,-7.0547003746032715
Adhfe1,0.0008436516509391367,0.0015659742057323456,0.8928614258766174,0.9979309950862301,0.05785683915019035,0.8928614258766174,0.6649135571937563,0.5959184169769287,0.8928614258766174,0.6881755173995227,0.5698637962341309
Mybl1,0.025709860026836395,0.029860610142350197,0.2189299613237381,0.340469392876265,-1.3128048181533813,0.2189299613237381,0.57994290726769,0.7323672771453857,0.2189299613237381,0.6121917232632391,0.6922732591629028
Vcpip1,0.21729479730129242,0.243660107254982,0.18496489524841309,0.01571355567833231,-2.702040910720825,0.18496489524841309,0.15858593001924678,1.7049503326416016,0.18496489524841309,0.20011443282876618,1.5987383127212524
