gene_names,A5T,C8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.6723896265029907,0.5624982118606567,-0.3448244333267212,9.868355333644528e-06,-4.864914417266846,-0.3448244333267212,2.5349683972502757e-06,-5.13844633102417,-0.3448244333267212,2.8564262890748538e-05,-4.653004169464111
Lypla1,0.32460933923721313,0.36035171151161194,0.17795275151729584,0.8859722744754124,0.7507162094116211,0.17795275151729584,0.13066001833954483,1.92478346824646,0.17795275151729584,0.1908204195034798,1.7631157636642456
Gm37988,0.0010231626220047474,0.0007248242036439478,-0.4975471496582031,0.9987962803598149,0.05746164172887802,-0.4975471496582031,0.8252610923718002,-0.39610719680786133,-0.4975471496582031,0.8684782165954248,-0.34271401166915894
Tcea1,0.45901015400886536,0.45037025213241577,-0.034117456525564194,0.9987962803598149,-0.2901141047477722,-0.034117456525564194,0.8001626127843419,-0.43552735447883606,-0.034117456525564194,0.8356395162304094,-0.3955419361591339
Atp6v1h,0.3721000552177429,0.2831641137599945,-0.46170252561569214,4.044929021085396e-07,-5.500865459442139,-0.46170252561569214,1.0586004904436222e-05,-4.836353302001953,-0.46170252561569214,0.0001111380454275267,-4.335346698760986
Rb1cc1,0.3387714922428131,0.3892613351345062,0.23905211687088013,0.39873808649543063,1.4133034944534302,0.23905211687088013,0.044219667824837695,2.441481590270996,0.23905211687088013,0.07963793627229086,2.2205288410186768
Pcmtd1,0.15880261361598969,0.2234431654214859,0.5407859683036804,0.04845106345128607,2.478952169418335,0.5407859683036804,0.00026811517905066343,4.0763349533081055,0.5407859683036804,0.0011115066228743822,3.731121063232422
Rrs1,0.2693662643432617,0.2300979048013687,-0.2568250894546509,0.0016930617013509752,-3.607318639755249,-0.2568250894546509,0.049568262761724394,-2.3921782970428467,-0.2568250894546509,0.08965285663334464,-2.163519859313965
Adhfe1,0.0007311067311093211,0.0015659742057323456,1.0995076894760132,0.9987962803598149,0.08797084540128708,1.0995076894760132,0.6398611328070815,0.6967500448226929,1.0995076894760132,0.6702754999336971,0.6701894402503967
Mybl1,0.01575610414147377,0.029860610142350197,0.9325460195541382,0.9987962803598149,0.24541732668876648,0.9325460195541382,0.03484322895587368,2.5399558544158936,0.9325460195541382,0.0505815913699173,2.4244492053985596
Vcpip1,0.23210583627223969,0.243660107254982,0.07875195145606995,0.6188694800096975,-1.089874267578125,0.07875195145606995,0.6393341729708613,0.6974480152130127,0.07875195145606995,0.6909933061811404,0.6362173557281494
Sgk3,0.058018408715724945,0.023373017087578773,-1.3368275165557861,0.005614389764604421,-3.2484006881713867,-1.3368275165557861,6.240082521469425e-06,-4.944713592529297,-1.3368275165557861,0.00015544008935459291,-4.253632545471191
Mcmdc2,0.0016362781170755625,0.00020427574054338038,-3.0028553009033203,0.9987962803598149,0.03825506940484047,-3.0028553009033203,0.30265980663835695,-1.4110760688781738,-3.0028553009033203,0.47328751510587536,-1.111252784729004
Ppp1r42,0.0,0.0,0.0,0.9987962803598149,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.5033185482025146,0.4456181526184082,-0.22056470811367035,0.028222641129537183,-2.6900267601013184,-0.22056470811367035,0.011689215030521316,-2.9541289806365967,-0.22056470811367035,0.028059104314714863,-2.668468952178955
Cspp1,0.23554247617721558,0.2811162769794464,0.28946810960769653,0.9987962803598149,0.20593714714050293,0.28946810960769653,0.03495290811117936,2.5374577045440674,0.28946810960769653,0.061620504685890476,2.3380813598632812
Arfgef1,0.28838595747947693,0.3659469485282898,0.4026273488998413,0.006618583485977253,3.195957899093628,0.4026273488998413,0.00014269917093548987,4.236600399017334,0.4026273488998413,0.0006630746248944295,3.874424457550049
Prex2,0.0012426442699506879,0.0010386547073721886,-0.2588441073894501,0.9987962803598149,0.0384131483733654,-0.2588441073894501,0.9682269504411646,-0.1527305245399475,-0.2588441073894501,0.9814695394241969,-0.13648225367069244
A830018L16Rik,0.0,0.0,0.0,0.9987962803598149,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
