wilcoxon,t-test,t-test_overestim_var
Trav14-1,Trav14-1,Trav14-1
Rbm3,Rbm3,Trbv13-3
Trbv13-3,Trbv13-3,Rbm3
Lag3,Lag3,Lag3
S100a4,S100a4,S100a4
Cd3e,Il18r1,Il18r1
Il18r1,Cd3e,Trdc
Cd52,Cd52,Cd3e
Trac,Trac,Nrgn
Hcst,Trdc,Trac
Trdc,Hcst,Cd52
Cd3g,Nrgn,Hcst
Atxn1,Cd3g,Tox
Nrgn,Tox,Ddit4
Bcl2a1b,Atxn1,Atxn1
Gimap4,Ddit4,Pdcd1
Tox,Pdcd1,Cd3g
Ogt,Bcl2a1b,Il18rap
Ucp2,Gimap4,Bcl2a1b
Cd3d,Ogt,Ogt
Il18rap,Il18rap,Gldc
Ddit4,Cd160,Cd160
Rinl,Gldc,Gimap4
Sh2d2a,Ucp2,Ucp2
Pdcd1,Cd3d,St6galnac3
Cd160,Rinl,Rinl
Vmp1,Ptpn18,Cd3d
Gimap1,Itga4,Bcl2a1d
Rps15a,St6galnac3,Ptpn18
Selenow,Sh2d2a,Sh2d2a
Apobec3,Bcl2a1d,Vmp1
Ptpn18,Srgn,Bcl2l11
Vamp8,Vmp1,Itga4
Ccl5,Gimap1,Arap2
Ndfip1,Ndfip1,Gimap1
Srgn,Ccl5,Srgn
Arap2,Selenow,Ccl5
Itga4,Ptms,Ptms
Ptms,Bcl2l11,Foxn3
Plek,Arap2,Selenow
mt-Co1,Apobec3,Ndfip1
Casp3,Foxn3,Mdfic
Bcl2a1d,S100a11,Crlf2
Gimap3,Ctsw,Apobec3
Ctsw,Casp3,Casp3
Foxn3,Plek,Rnf166
Ly6e,mt-Co1,Pou2f2
Pglyrp1,Vamp8,Vamp8
Gimap5,Pglyrp1,Plek
Fxyd5,Rnf166,Itgb1
Itgb1,Crlf2,Ctsw
Slfn2,Gimap3,Pglyrp1
S100a11,Itgb1,mt-Co1
Ly6a,Pou2f2,Itih5
Rnf166,Slfn2,Gimap3
Stk24,Ly6e,S100a11
Gldc,Mdfic,Rabgap1l
Sla,Lgals3,Sla
Crlf2,Sla,Slfn2
Bcl2l11,Ly6a,Stk24
Serinc3,B2m,Gimap5
Lgals3,Gimap5,Ly6e
Nkg7,Rps15a,Serinc3
Serpinb9,Stk24,Lgals3
B2m,Rabgap1l,Itm2c
Itgal,Serinc3,Ly6a
