gene_names,A8P,C8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.4206181764602661,0.5624982118606567,0.5300326347351074,6.408440874904664e-08,5.809150695800781,0.5300326347351074,2.689366845741585e-08,5.965322494506836,0.5300326347351074,7.536123644652772e-07,5.385104179382324
Lypla1,0.30224609375,0.36035171151161194,0.29790639877319336,0.0003453500496246168,3.9859049320220947,0.29790639877319336,0.02030436785423462,2.731163263320923,0.29790639877319336,0.043285638431597544,2.466728925704956
Gm37988,0.0005745338858105242,0.0007248242036439478,0.3353469669818878,0.9867863280800376,0.14518168568611145,0.3353469669818878,0.9819645855824267,0.19420860707759857,0.3353469669818878,1.0,0.17256557941436768
Tcea1,0.42688098549842834,0.45037025213241577,0.09545645117759705,0.15687222060394895,1.845887541770935,0.09545645117759705,0.46932027803274967,1.00602126121521,0.09545645117759705,0.5620057558382348,0.8995668292045593
Atp6v1h,0.3417189121246338,0.2831641137599945,-0.3156059682369232,0.9867863280800376,-0.40143248438835144,-0.3156059682369232,0.018522966746452735,-2.7657246589660645,-0.3156059682369232,0.043459714971732906,-2.4653522968292236
Rb1cc1,0.5737361907958984,0.3892613351345062,-0.7033551931381226,1.258752844936115e-06,-5.249482154846191,-0.7033551931381226,6.439867363216688e-12,-7.2859625816345215,-0.7033551931381226,1.688982328201363e-09,-6.473950386047363
Pcmtd1,0.296284943819046,0.2234431654214859,-0.4618946611881256,0.6402610723238542,-0.9297705292701721,-0.4618946611881256,0.0010207101038481948,-3.6898839473724365,-0.4618946611881256,0.004533816057027381,-3.279132604598999
Rrs1,0.15368136763572693,0.2300979048013687,0.639190137386322,3.203731043016601e-06,5.060728549957275,0.639190137386322,4.7745007682757274e-05,4.470937252044678,0.639190137386322,0.00025701680177017406,4.093231201171875
Adhfe1,0.0008459222153760493,0.0015659742057323456,0.8889822959899902,0.9867863280800376,0.14518168568611145,0.8889822959899902,0.7772026067129598,0.5130795836448669,0.8889822959899902,0.8168821696126463,0.4731883108615875
Mybl1,0.01080887671560049,0.029860610142350197,1.4798165559768677,0.29605425412435377,1.4836609363555908,1.4798165559768677,0.004532558288571586,3.247934103012085,1.4798165559768677,0.008506512573050415,3.07389760017395
Vcpip1,0.22795207798480988,0.243660107254982,0.10791536420583725,0.02433730167778493,2.6683125495910645,0.10791536420583725,0.5761710483290784,0.8244615197181702,0.10791536420583725,0.643785891863343,0.7423225045204163
Sgk3,0.03053252026438713,0.023373017087578773,-0.3906903564929962,0.9867863280800376,0.18378837406635284,-0.3906903564929962,0.46932027803274967,-1.0382740497589111,-0.3906903564929962,0.5467664323698118,-0.9252797365188599
Mcmdc2,0.001471830764785409,0.00020427574054338038,-2.8499302864074707,0.9919566645191499,0.03133048117160797,-2.8499302864074707,0.3880826816874597,-1.217200517654419,-2.8499302864074707,0.5023138766695607,-1.0056389570236206
Ppp1r42,0.0,0.0,0.0,0.9867863280800376,0.081151083111763,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.29374974966049194,0.4456181526184082,0.7175041437149048,1.461721599068401e-12,7.473047256469727,0.7175041437149048,1.4699560333573148e-11,7.169098854064941,0.7175041437149048,1.4358207587694983e-09,6.4965410232543945
Cspp1,0.23314376175403595,0.2811162769794464,0.3060334324836731,0.0011551832501347679,3.659973621368408,0.3060334324836731,0.05156023893328807,2.361185312271118,0.3060334324836731,0.08924950037314652,2.1456656455993652
Arfgef1,0.3896736204624176,0.3659469485282898,-0.10882188379764557,0.7715616009846804,0.7575812935829163,-0.10882188379764557,0.46932027803274967,-1.0653339624404907,-0.10882188379764557,0.5322005167385635,-0.9501953125
Prex2,0.004531997721642256,0.0010386547073721886,-2.12795090675354,0.9919566645191499,-0.034155361354351044,-2.12795090675354,0.2535757081480805,-1.5271446704864502,-2.12795090675354,0.3675088549634649,-1.2981535196304321
A830018L16Rik,0.0,0.0,0.0,0.9867863280800376,0.081151083111763,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0019762066658586264,20.915729522705078,0.9867863280800376,0.1779673993587494,20.915729522705078,0.30458178186254015,1.4028284549713135,20.915729522705078,0.3218622924519716,1.4028284549713135
Ncoa2,0.4163669943809509,0.3132982850074768,-0.4891776740550995,0.05941302528409411,-2.3071560859680176,-0.4891776740550995,3.371423033350061e-05,-4.549601078033447,-0.4891776740550995,0.0002974970366975375,-4.055899143218994
Tram1,0.8096815943717957,0.9263121485710144,0.2902950346469879,0.04213715204255262,2.450754165649414,0.2902950346469879,9.755370193274231e-05,4.298816204071045,0.2902950346469879,0.0006796348163713698,3.8362903594970703
Lactb2,0.17904449999332428,0.1625283658504486,-0.15187960863113403,0.5763953797237914,1.0158437490463257,-0.15187960863113403,0.46932027803274967,-1.0041329860687256,-0.15187960863113403,0.5617971817017534,-0.9001847505569458
Xkr9,0.0,0.0,0.0,0.9867863280800376,0.081151083111763,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.9867863280800376,0.081151083111763,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.015477901324629784,0.008022110909223557,-0.9535446763038635,0.9870355899204764,-0.046524908393621445,-0.9535446763038635,0.19266379707199233,-1.6999077796936035,-0.9535446763038635,0.29038676702708066,-1.4779424667358398
Trpa1,0.0,0.0,0.0,0.9867863280800376,0.081151083111763,0.0,1.0,0.0,0.0,1.0,0.0
Terf1,0.22658619284629822,0.22826388478279114,0.011898721568286419,0.10333892920018946,2.0565977096557617,0.011898721568286419,1.0,0.0924646332859993,0.011898721568286419,1.0,0.08302825689315796
Sbspon,0.0,0.0,0.0,0.9867863280800376,0.081151083111763,0.0,1.0,0.0,0.0,1.0,0.0
4930444P10Rik,0.0,0.0,0.0,0.9867863280800376,0.081151083111763,0.0,1.0,0.0,0.0,1.0,0.0
Rpl7,3.101963996887207,3.139657974243164,0.05689146742224693,0.036238641296205826,2.5126445293426514,0.05689146742224693,0.02970187871062315,2.5858571529388428,0.05689146742224693,0.055125901527181394,2.362874746322632
Rdh10,0.03743572533130646,0.04032892361283302,0.10949963331222534,0.5791519839921235,1.0118204355239868,0.10949963331222534,0.880001926288624,0.3502805233001709,0.10949963331222534,0.9116131954976466,0.316304475069046
Stau2,0.002848906209692359,0.012052444741129875,2.0874927043914795,0.6860659074154632,0.8678799867630005,2.0874927043914795,0.018676277256939953,2.76468825340271,2.0874927043914795,0.0281104231889909,2.6406569480895996
Ube2w,0.1390582174062729,0.15448708832263947,0.16319891810417175,0.016187348424892018,2.8221402168273926,0.16319891810417175,0.46932027803274967,1.016879916191101,0.16319891810417175,0.5533688852605427,0.9146019816398621
Eloc,0.6975942254066467,0.9791054725646973,0.7201815843582153,8.871665935551383e-18,8.968435287475586,0.7201815843582153,7.24986084872324e-23,10.335613250732422,0.7201815843582153,1.2568077580715325e-18,9.311089515686035
