gene_names,C8P,NP14B,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.5624982118606567,0.4120159447193146,0.5664781928062439,6.250597441481962e-08,5.71012544631958,0.5664781928062439,2.5490114373011137e-08,5.876407623291016,0.5664781928062439,1.3129798779300365e-07,5.5950927734375
Lypla1,0.36035171151161194,0.2019980400800705,0.9546381235122681,4.686196700609117e-15,8.119894981384277,0.9546381235122681,6.82888336924625e-13,7.509843826293945,0.9546381235122681,6.455579205275148e-12,7.2032341957092285
Gm37988,0.0007248242036439478,0.0,19.467796325683594,0.9856232044099792,0.177404522895813,19.467796325683594,0.2686138067450602,1.3981125354766846,19.467796325683594,0.275679285645883,1.3981125354766846
Tcea1,0.45037025213241577,0.36423298716545105,0.37259137630462646,0.00022337609923090288,4.00590181350708,0.37259137630462646,0.0011947159405117482,3.549528121948242,0.37259137630462646,0.002257002898133523,3.3762104511260986
Atp6v1h,0.2831641137599945,0.2754685878753662,0.0455598346889019,0.04372034366686985,2.3699228763580322,0.0455598346889019,0.8609307130924986,0.35402554273605347,0.0455598346889019,0.8764405472209597,0.33661356568336487
Rb1cc1,0.3892613351345062,0.49541744589805603,-0.43010786175727844,0.18035811272649444,-1.7214752435684204,-0.43010786175727844,0.0002896350377230285,-3.9317572116851807,-0.43010786175727844,0.0006681744211676976,-3.723411798477173
Pcmtd1,0.2234431654214859,0.37769898772239685,-0.8741661906242371,0.0039489050133140555,-3.211907386779785,-0.8741661906242371,1.2587513801500915e-10,-6.748778343200684,-0.8741661906242371,1.6456590045088281e-09,-6.359095573425293
Rrs1,0.2300979048013687,0.21136921644210815,0.1364891082048416,0.010399478345413543,2.9001007080078125,0.1364891082048416,0.4627100534188081,0.953504204750061,0.1364891082048416,0.4952017644461154,0.9076515436172485
Adhfe1,0.0015659742057323456,0.0022032582201063633,-0.493037611246109,0.9856232044099792,0.09944017231464386,-0.493037611246109,0.8765279940660412,-0.33202794194221497,-0.493037611246109,0.8933987869949944,-0.31298956274986267
Mybl1,0.029860610142350197,0.0011397801572456956,4.732186317443848,0.12907247577346767,1.8905845880508423,4.732186317443848,2.5517478948492793e-07,5.484592437744141,4.732186317443848,3.041065428004352e-07,5.460069179534912
Vcpip1,0.243660107254982,0.24076971411705017,0.019385265186429024,0.043916534262807616,2.3681416511535645,0.019385265186429024,1.0,0.13947683572769165,0.019385265186429024,1.0,0.13256607949733734
Sgk3,0.023373017087578773,0.11536514759063721,-2.3704168796539307,0.04141136430394753,-2.3921620845794678,-2.3704168796539307,1.4653596302684649e-12,-7.42510986328125,-2.3704168796539307,6.771245223396328e-11,-6.885985851287842
Mcmdc2,0.00020427574054338038,0.00246193609200418,-3.5928258895874023,0.9856232044099792,0.0533842071890831,-3.5928258895874023,0.32022372509742275,-1.2780214548110962,-3.5928258895874023,0.37914990511079405,-1.1727937459945679
Ppp1r42,0.0,0.0,0.0,0.9856232044099792,0.08508902788162231,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.4456181526184082,0.2554023265838623,0.9482462406158447,6.905467956452371e-17,8.628801345825195,0.9482462406158447,1.3799010111437125e-16,8.616398811340332,0.9482462406158447,3.2052706246116343e-15,8.238487243652344
Cspp1,0.2811162769794464,0.25232285261154175,0.1775883138179779,0.0011731537054144167,3.568650245666504,0.1775883138179779,0.3245548901327149,1.2687005996704102,0.1775883138179779,0.36022714095740044,1.2073668241500854
Arfgef1,0.3659469485282898,0.3600413501262665,0.027989231050014496,0.0757568070419663,2.137251138687134,0.027989231050014496,0.9334397777821103,0.2490023821592331,0.027989231050014496,0.9449093015356913,0.23618046939373016
Prex2,0.0010386547073721886,0.0009570213151164353,0.11815192550420761,0.9856232044099792,0.09231548756361008,0.11815192550420761,1.0,0.05780024826526642,0.11815192550420761,1.0,0.055432338267564774
