wilcoxon,t-test,t-test_overestim_var
Rbm3,Rbm3,Lag3
Lag3,Lag3,Rbm3
Gapdh,Gapdh,Gapdh
Rps20,Rps20,Rps20
Rpl28,Nrgn,Nrgn
Ifi27l2a,Cd160,Cd160
Cd160,Rpl28,Pdcd1
Serpinb6b,Serpinb6b,Serpinb6b
Lgals3,Ifi27l2a,Rpl28
Nrgn,Pdcd1,Tox
Rps26,Ly6a,Dut
Rps2,Dut,Ifi27l2a
Ly6a,Ptms,Ptms
Dut,Tox,Rps2
Ptms,Anxa2,Lgals3
Anxa2,Lgals3,Anxa2
Pdcd1,Rps2,Ly6a
Rps17,Rps26,Rps26
Nap1l1,Nap1l1,Ddit4
Tox,Ddit4,Nap1l1
Rpsa,Rps17,Gldc
Rpl10,Ly6e,Irf8
Txn1,Rpsa,Zbtb32
Rps8,Rpl10,Ptma
Ddit4,Ptma,Rps17
Ptma,Irf8,Rpsa
Rpl3,Zbtb32,Casp3
Rpl35,Txn1,Mt1
Hmgb1,Casp3,Rpl10
Apobec3,Apobec3,Apobec3
Casp3,Gldc,Txn1
Zbtb32,Rpl35,Ly6e
Irf8,Rpl3,Hmgb1
Rps25,Mt1,Rpl3
Rpl36a,Hmgb1,Fkbp5
Mt1,Rps8,Rps8
Ran,Pglyrp1,Hmgn2
Sept7,Fkbp5,Rpl35
Tubb5,Tubb5,Pglyrp1
Ly6e,Hmgn2,Tubb5
Anp32b,Psme2,Ran
Vim,Sept7,Itih5
Fkbp5,Ran,Sept7
Rplp0,Anp32b,Pclaf
Hmgn2,Rpl36a,Psme2
Rps12,Mif,Anp32b
Rpl31,Rps25,Rps12
Pglyrp1,Psmb8,Gm45716
Rps18,Serinc3,Serinc3
Rps29,Rpl31,Mif
Rps19,Rps12,Rplp0
Gldc,Rplp0,Rpl36a
Mif,Cycs,Rps25
Psme2,Rps29,Cycs
Serinc3,Pclaf,Bcl2
Bcl2,Bcl2,Capg
Rplp2,Rps19,Rgs16
Rpl32,Itih5,Gmnn
Cox5b,Gm45716,Mki67
Serpinb9,Rps18,Rps29
Cycs,Serpinb9,Cks1b
Psmb8,Cox5b,Rpl31
Slc25a5,Rpl32,Tk1
Rpl15,Gmnn,Rps18
Atp5g2,Rplp2,Spc24
Ywhah,Capg,Psmb8
Etfb,Mki67,Rps19
Pclaf,Cks1b,Serpinb9
Snrpe,Vim,Rpl32
Phgdh,Rgs16,Ccnb2
Crlf2,Etfb,Birc5
Capg,Phgdh,Tuba1b
Atp5g3,Tk1,Phgdh
Plp2,Spc24,Tpi1
Rpl8,Mrpl51,Rplp2
Mki67,Rpl15,Rfc4
Mrpl51,Tuba1b,Vim
Mcm6,Tpi1,St6galnac3
Tuba1b,Slc25a5,Etfb
Ldha,Ywhah,Cdca3
Ppia,Snrpe,Stmn1
Gmnn,Crlf2,Hmgb3
Gzmb,Ldha,Cox5b
Cks1b,Birc5,Mrpl51
Tpi1,Ccnb2,Rpl15
Naa20,Atp5g3,Plp2
Rpl41,Plp2,Crlf2
Pkm,Stmn1,Lpgat1
Tubb4b,Vmp1,Napsa
Rgs16,Rfc4,Ywhah
Gm45716,Mcm6,Mcm6
Rpl10a,Pkm,Tubb4b
Stmn1,Cdca3,Ldha
Vmp1,St6galnac3,Hells
Il2rb,Hmgb3,Slc25a5
Impdh2,Atp5g2,Il1rl1
Rps6,Tubb4b,Mcm7
Fkbp2,Atpif1,Pkm
Atpif1,Lpgat1,Impdh2
Nme1,Impdh2,Tyms
Birc5,Il2rb,Snrpe
Smc2,Naa20,Atp5g3
Zbp1,Hells,Vmp1
Dtymk,Mcm7,Cdca8
Arap2,Tyms,Asf1b
Bcl2a1b,Fkbp2,Smc2
Mcm7,Napsa,Atpif1
Rpl39,Dtymk,Mcm5
Slc25a3,Cd27,Fkbp2
Havcr2,Smc2,Naa20
Ccnb2,Mcm5,Atp5g2
Batf,Cdca8,Lig1
Lrmp,Rpl8,Havcr2
Cd27,Bcl2a1b,Dtymk
Arsb,Arap2,Il2rb
Spc24,Asf1b,Rnaseh2b
Hmgb3,Il1rl1,Rpl8
Ube2c,Psmb6,Arap2
Cdca3,Havcr2,Prim1
Lpgat1,Nme1,Cd27
Tk1,Batf,Uhrf1
Srsf3,Lig1,Ube2c
Tyms,Rnaseh2b,Batf
Rps9,Ndfip1,Cdkn3
Tmpo,Slc25a3,Kif15
Eef1b2,Set,Nme1
Rtp4,Csrp1,Bcl2a1b
Rfc4,Lrmp,Csrp1
Rpl12,Tmpo,Tmpo
Snrpd2,Prim1,Ehd4
Csrp1,Ctsb,Psmb6
Ctsb,Ppia,Tnfrsf9
Bcl2l11,Acadl,Inpp4b
Rnaseh2b,Snrpd2,Eea1
Eea1,Arsb,Mcm3
Acadl,Ehd4,Ppia
Ezh2,Rps27l,Arsb
Itih5,Ube2c,Ccna2
Hells,Rpl41,Tfdp1
Rps28,Uhrf1,Top2a
Psmb6,H2az2,Rpl41
Mcm5,Zbp1,Lrmp
St6galnac3,Rps6,H1f5
H2az1,Kif15,Tpx2
Ehd4,Rps9,Ctsb
Rab27a,Eea1,Ccdc34
Ndufa11,Ndufa11,Fignl1
Rps15a,Rpl39,Acadl
H2az2,Mcm3,Cbx5
Set,Tfdp1,H2az2
Hnrnpa2b1,Ezh2,Cenpa
Rps5,Snrpf,Ezh2
Ndfip1,Cdkn3,Set
Rps27l,Eef1b2,Ndfip1
Cdca8,Top2a,Cenpm
Snrpf,B4galnt1,Slc25a3
Mcm3,Rpl10a,Rps27l
Anapc16,Inpp4b,Zbp1
Pfn1,Cbx5,Maf
Top2a,Sh2d2a,Rps6
Alyref,Tnfrsf9,Clspn
Lig1,Cenpa,H2ac8
Snrpd1,Ccna2,Snrpd2
Vars,Ccdc34,Rpl39
Nubp1,Vars,Rps9
Ppa1,Nubp1,Vars
Prim1,Alyref,Rpl10a
Cbx5,Tpx2,Ndufa11
Tfdp1,H1f5,Bub1b
Rpl35a,Anapc16,Eef1b2
Igtp,Fignl1,Alyref
Cenpa,Commd3,Snrpf
Commd3,Rps15a,Knl1
Bcl7c,Snrpd1,Cdk1
B4galnt1,Zfp207,B4galnt1
Cbx3,Hnrnpa2b1,Rps15a
Selenoh,Hif1a,Rrm1
Asf1b,Rpl12,1500009L16Rik
Zfp207,Bcl2l11,Ccr9
Sh2d2a,Cenpm,Ppa1
Hpf1,Ndufa12,Sh2d2a
Atp5j,Ppa1,Pmf1
Dbi,Rtp4,Nubp1
Ranbp1,Psma4,Bcl2l11
Pmf1,Bcl7c,Anapc16
Psmb9,Clspn,Snrpd1
Calm3,Rab27a,Rtp4
Ndufa12,Dynll1,Rrm2
1500009L16Rik,Dbi,Aurkb
Ccdc34,1500009L16Rik,Commd3
Hif1a,Maf,Rab27a
Ighm,Pmf1,Bcl7c
Coro1a,Rrm1,Litaf
Plac8,Hpf1,Zfp207
Klhdc2,Psmb9,H2az1
Dynll1,Rps28,Tnfrsf4
Stk39,H2ac8,Dhfr
Sub1,Calm3,Hif1a
Nucks1,Cdk1,H3c3
Lsm5,Eif3i,Ndufa12
Pgk1,H2az1,Rpl12
Psmb3,Selenoh,Hpf1
Grk6,Coro1a,Selenoh
Rrm1,Cox6c,Ncapg
Inpp4b,Ranbp1,Hnrnpa2b1
Gimap4,Srsf3,Ranbp1
Smarcb1,Bub1b,Myb
Eif3i,Cbx3,Dbi
Kif15,Knl1,Rad51
Lsm6,Grk6,Mad2l1
Lsm2,Litaf,Mmd
Rpl7a,Rrm2,Psat1
Psma4,Rpl35a,Brca2
Tia1,Efhd2,Psma4
Nsd2,Lsm6,Calm3
Cdk1,Pgk1,Dynll1
Hmgn1,Rps5,Rad51ap1
Tmem163,Aurkb,Cbx3
Cox6c,Lsm5,Rps28
Slfn1,Srsf9,Srsf3
Bst2,Atp5j,Grk6
Srsf9,Nucks1,Psmb9
Cd9,Mad2l1,Nucks1
Tnfaip8,Gimap4,Eif3i
Uhrf1,Psat1,Cenpf
Ptpn7,Dhfr,Pgk1
Rnh1,Vamp8,Ncapd2
Litaf,Ccr9,Rps5
Ccna2,Ncapg,Mcm2
Mdfic,Myb,Cenpk
Nucb1,Stk39,Rfc5
Rrm2,Ndufb8,Lsm6
Tnfrsf18,Mmd,Srsf9
Vamp8,Rad51,Rpl35a
Mfsd10,Lsm2,Lsm5
Cdkn3,H3c3,Stk39
Rilpl2,Ighm,Mt2
Ipcef1,Mcm2,Efhd2
Napsa,Ssr2,Coro1a
Hint1,Rfc5,Cep55
Cisd1,Tnfrsf4,Cenps
H1f5,Rnh1,Tacc2
Il1rl1,Ncapd2,Nusap1
1500011B03Rik,Pfn1,Lsm2
Ndufb8,Rad51ap1,Cox6c
Kdelr2,Rilpl2,Pacsin1
Mad2l1,Brca2,Neil3
Rpl13,Smarcb1,Cd9
Elob,Cd9,Cenpe
Adap1,Psmb5,Vax2
Psmb5,Cenpk,Ighm
Mcm2,Psmb3,Ncapg2
Clspn,Tipin,Tipin
Tipin,Mt2,Twsg1
Rbbp7,Ndufb7,Hist1h2ap
Gstp3,Cenpf,Atp5j
S100a6,Tnfaip8,Smarcb1
Ssr2,Plac8,H4c9
Clic1,Gdi2,Vamp8
Ndufb7,Cenpe,E2f1
Tpx2,Igtp,Gimap4
Tmbim4,Nusap1,Arl14ep
Rpl26,Ncapg2,Ndufb8
Dynll2,H4c9,Ssr2
Efhd2,Nsd2,Rnh1
Cep57,Nucb1,Fbxo5
Hsp90ab1,Cenps,Pfn1
Gdi2,Klhdc2,Tox2
Krcc1,Cep55,Rfc3
Ptpn11,Rpl7a,Rilpl2
Rfc3,Rbbp7,Adap1
Fen1,Adap1,Cit
Siva1,Arl14ep,Fabp5
Srsf1,Twsg1,Shcbp1
H2ac8,Mtch1,Igtp
Ddx39,Hmgn1,Cdc14a
Tnfrsf9,Bub3,Nsd2
Sdf2l1,Sub1,Smco4
Psat1,Rfc3,Cxcr4
Cenpm,Kdelr2,Klhdc2
Mtch1,Pacsin1,Hmmr
Maf,Neil3,Tnfaip8
Bub3,Cdc14a,Ckap2
Cxcr4,Cisd1,Psmb5
Pa2g4,Hist1h2ap,Hmgn1
Ppil1,Tacc2,Ccne1
Cdc14a,Cxcr4,Nucb1
Bcl2a1d,Ssr4,Crmp1
Ncapd2,Vax2,Esco2
Xaf1,Fbxo5,Psmb3
Bex3,Smco4,Qrfp
Lmnb1,Cit,Rbbp7
Mitd1,Rap1a,Dlgap5
Fignl1,Srsf1,Serpinb9b
Rplp1,Tmem163,Fen1
Cpt1a,Fabp5,Plac8
Ssr4,E2f1,Mtch1
Lztfl1,Ptpn7,Bub3
Rom1,Rpl26,Cisd1
Rfc5,Fen1,Knstrn
H4c9,Tnfrsf18,Gdi2
Cenpw,Ccne1,Cenpp
Rexo2,Rexo2,Kdelr2
Tmem256,Shcbp1,Tacc3
Hsp90b1,Siva1,Ndufb7
Hjurp,Hmmr,Tmem163
Snrpg,Ndufs8,Chaf1a
Actn1,Ddx39,Ccnb1
Alcam,Hsp90ab1,Ncaph
Tspan32,Bst2,Siva1
Sae1,1500011B03Rik,Lztfl1
Rbmxl1,Prelid1,Sub1
C1qbp,Rplp1,Gins2
Nol12,Lztfl1,Rpl7a
Actg1,Dlgap5,Ptpn7
