wilcoxon,t-test,t-test_overestim_var
Rbm3,Hcst,Hcst
Hcst,Rbm3,Rbm3
Ptpn18,Ptpn18,Tpt1
Rps15a,Tpt1,Ptpn18
Tpt1,B2m,B2m
Cd3d,Cd52,Lag3
Cd52,Cd3d,Cd52
B2m,Btg1,Rps15a
Rpl18a,Lag3,Btg1
Cd3g,Rps15a,Cd3d
Fau,Cd3g,Fau
Btg1,Fau,Cd3g
Lag3,Rpl18a,Rpl18a
Cd3e,H2-K1,H2-K1
Il18r1,Il18r1,Il18r1
H2-K1,Srgn,Gimap3
H2-T23,Gimap3,H2-T23
Gimap3,Cd3e,Srgn
Srgn,H2-T23,Cd3e
Gimap4,Gimap4,Ccl5
Fxyd5,Ccl5,Gimap4
Rpl17,Trav14-1,Trav14-1
Rps13,Fxyd5,Ogt
Trav14-1,Ogt,Fxyd5
Rps27,Rpl17,Rpl17
Ccl5,Rps27,Rps27
Rpl34,Trac,Slfn2
Trac,Slfn2,Trac
Ogt,Ifi27l2a,Slfn1
Ifi27l2a,Gm8369,Rps24
Slfn2,Rps24,Ifi27l2a
Pfdn5,Ctsw,Tox
Rps24,Slfn1,Trbv13-3
Gm8369,Rpl34,Rpl34
Rpl24,Trbv13-3,Rps13
Gimap5,Rps13,Gm8369
Ctsw,Pfdn5,Ctsw
S100a4,Pglyrp1,Pfdn5
Pglyrp1,Gimap5,Gimap5
Rps7,Rpl24,Pglyrp1
Shisa5,Tox,Rpl24
Selenow,H2-D1,Bcl2l11
Sh2d2a,S100a4,Ddit4
Ucp2,Shisa5,Foxn3
H2-D1,Rps7,Shisa5
Rpl27,Foxn3,Rps7
Bcl2a1b,Bcl2l11,H2-D1
Trbv13-3,Rps14,Rinl
Rinl,Rinl,Bcl2a1b
Rps14,Bcl2a1b,Bcl2
Ifi203,Selenow,Txnip
Rpl21,Ddit4,Rps14
Cox7a2l,Atxn1,Atxn1
Slfn1,Sh2d2a,Selenow
Atxn1,Txnip,Sh2d2a
Rpl39,Ucp2,S100a4
Rpl30,Bcl2,Il18rap
Rsrp1,Il18rap,Rtp4
Foxn3,Rpl27,Ifi213
Laptm5,Ifi203,Ucp2
Eif3f,Pdcd4,Pdcd4
Gimap1,Rtp4,Rpl27
Itgal,Ifi213,Ifi203
Ms4a4b,Rsrp1,Rsrp1
Nkg7,Rpl21,Arap2
Arap2,Laptm5,Rpl21
Tox,Cox7a2l,Cox7a2l
Ptprc,Arap2,Rpl39
Il18rap,Rpl39,Rpl30
Bcl2l11,Rpl30,Laptm5
Zfp36l2,Ptprc,St6galnac3
