wilcoxon,t-test,t-test_overestim_var
Trav14-1,Trav14-1,Trav14-1
Rbm3,Rbm3,Rbm3
Trbv13-3,Lag3,Trbv13-3
Lag3,Trbv13-3,Lag3
Gapdh,Gapdh,Gapdh
Serpinb6b,Serpinb6b,Trdc
Trdc,Ly6a,Nrgn
Trac,Trdc,Serpinb6b
Ly6a,Nrgn,Cd160
Cd160,Trac,Pdcd1
Nrgn,Cd160,Ly6a
Lgals3,Pdcd1,Trac
Ifi27l2a,Ly6e,Ptms
Ptms,Ptms,Ddit4
Nap1l1,Lgals3,Lgals3
Pdcd1,Apobec3,Apobec3
Apobec3,Ifi27l2a,Ly6e
Ly6e,Nap1l1,Dut
Dut,Ddit4,Nap1l1
Serpinb9,Dut,Ifi27l2a
Rps20,Serpinb9,Tox
Ddit4,Serinc3,Serpinb9
Serinc3,Casp3,Fkbp5
Tox,Tox,Serinc3
Rpl28,Fkbp5,Gldc
Hmgb1,Rpl28,Casp3
Casp3,Rexo2,Irf8
Rps26,Irf8,Rexo2
Fkbp5,Hmgb1,Rpl28
Anxa2,Anxa2,Hmgb1
Rexo2,Gldc,Anxa2
Irf8,Rps20,Mt1
Txn1,Rps26,Rps26
Sept7,Sept7,Sept7
Rps17,Txn1,Rps20
Vim,Mt1,Itih5
Ptma,Pglyrp1,Hmgn2
Mt1,Rps17,Txn1
Anp32b,Hmgn2,Ptma
Hmgn2,Ptma,Zbtb32
Zbtb32,Vim,Pglyrp1
Rps2,Anp32b,Rps17
Gldc,Zbtb32,Anp32b
Rpl10,Il2rb,Vim
Pglyrp1,Rps2,Il2rb
Rpl3,Itih5,Rps2
Il2rb,Rpl10,Plp2
Ran,Plp2,Dtymk
Plp2,Dtymk,Gm45716
Rpsa,Atpif1,Pclaf
Rpl35,Rpl35,Eea1
Cox5b,Arap2,Arap2
Dtymk,Cox5b,Stmn1
Rpl31,Etfb,Hmgb3
Arap2,Cycs,Tpi1
Ighm,Gm45716,Atpif1
Atp5g2,Ran,Etfb
Slc25a5,Sh2d2a,Phgdh
Rps25,Rpl31,Rpl10
Bcl2l11,Rpl3,Cks1b
Etfb,Phgdh,Tk1
Atpif1,Stmn1,Il1rl1
Ywhah,Slc25a5,Ran
Eea1,Tpi1,Cycs
Rps8,Crlf2,Crlf2
Crlf2,Eea1,Napsa
Ptpn6,Pclaf,Rab27a
Rab27a,Ywhah,Cdca3
Phgdh,Ptpn6,Bcl2l11
Tpi1,Rab27a,Cox5b
Cycs,Cks1b,Mki67
Stmn1,Bcl2l11,Sh2d2a
Gzmb,Hmgb3,Ptpn6
Srsf3,Psme2,Birc5
Sh2d2a,Ighm,Rpl35
Rpl36a,Psmb8,Rpl3
Snrpe,Tk1,Slc25a5
