gene_names,C5P,C8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.7068589925765991,0.5624982118606567,-0.444649338722229,1.4198700306266567e-08,-6.019798278808594,-0.444649338722229,4.133480439477849e-11,-6.995682716369629,-0.444649338722229,1.902097412647367e-09,-6.416884899139404
Lypla1,0.3751668334007263,0.36035171151161194,-0.06946685165166855,0.11560208371932067,-2.024277925491333,-0.06946685165166855,0.5612448404584549,-0.8121613264083862,-0.06946685165166855,0.6115403262714851,-0.7490542531013489
Gm37988,0.0028187211137264967,0.0007248242036439478,-1.9608471393585205,0.9987604155004866,-0.06354767829179764,-1.9608471393585205,0.16861879547618558,-1.7582646608352661,-1.9608471393585205,0.30283010671310157,-1.4274048805236816
Tcea1,0.5136465430259705,0.45037025213241577,-0.23896098136901855,0.013784160326637452,-2.872331142425537,-0.23896098136901855,0.003779225795210742,-3.286121368408203,-0.23896098136901855,0.009371785281346101,-3.0171260833740234
Atp6v1h,0.38084274530410767,0.2831641137599945,-0.5019087195396423,2.120695926341579e-10,-6.696889400482178,-0.5019087195396423,2.4064116580626473e-07,-5.545096397399902,-0.5019087195396423,3.5063943181907513e-06,-5.042813301086426
Rb1cc1,0.3515614867210388,0.3892613351345062,0.1758318543434143,0.9987604155004866,0.0657607764005661,0.1758318543434143,0.1281640312474615,1.908034086227417,0.1758318543434143,0.17839610833837086,1.7655433416366577
Pcmtd1,0.1591525375843048,0.2234431654214859,0.5373511910438538,0.20541782851461957,1.7362583875656128,0.5373511910438538,0.00011726488670984957,4.236679553985596,0.5373511910438538,0.0004094344480306623,3.9461073875427246
Rrs1,0.251557856798172,0.2300979048013687,-0.1447431743144989,0.004335683121060985,-3.2491910457611084,-0.1447431743144989,0.3092774802939071,-1.3577396869659424,-0.1447431743144989,0.3837439624412359,-1.2447129487991333
Adhfe1,0.00017148056940641254,0.0015659742057323456,3.191941976547241,0.9987604155004866,0.14819887280464172,3.191941976547241,0.36727061505077596,1.230968952178955,3.191941976547241,0.3953456206201615,1.2220650911331177
Mybl1,0.014090548269450665,0.029860610142350197,1.0949333906173706,0.9987604155004866,0.5330417156219482,1.0949333906173706,0.013144934462845075,2.870216131210327,1.0949333906173706,0.01969505339799081,2.75429630279541
Vcpip1,0.23068515956401825,0.243660107254982,0.08867392688989639,0.32347568550800937,-1.4777204990386963,0.08867392688989639,0.5642179819601908,0.8074458837509155,0.08867392688989639,0.6138888092233169,0.7451140880584717
Sgk3,0.038743164390325546,0.023373017087578773,-0.7402422428131104,0.11014717769254845,-2.0473179817199707,-0.7402422428131104,0.027962380704947644,-2.58949875831604,-0.7402422428131104,0.05676749028400506,-2.3268985748291016
Mcmdc2,0.001828882028348744,0.00020427574054338038,-3.1635379791259766,0.9987604155004866,-0.08267521113157272,-3.1635379791259766,0.07258594468436136,-2.1891777515411377,-3.1635379791259766,0.18775245799906903,-1.7361811399459839
Ppp1r42,0.0,0.0,0.0,0.9987604155004866,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.5660187602043152,0.4456181526184082,-0.43918275833129883,7.871060187973578e-08,-5.721227169036865,-0.43918275833129883,2.209457724516493e-09,-6.369626522064209,-0.43918275833129883,6.204823915059278e-08,-5.820470333099365
Cspp1,0.21816317737102509,0.2811162769794464,0.4130578637123108,0.9115208074031235,0.6783556342124939,0.4130578637123108,0.001190575371358818,3.6301584243774414,0.4130578637123108,0.0029310693860311733,3.3934478759765625
Arfgef1,0.30840855836868286,0.3659469485282898,0.2906249761581421,0.1462992990573544,1.911133050918579,0.2906249761581421,0.00471786149012328,3.216210126876831,0.2906249761581421,0.010873346518903248,2.9672927856445312
Prex2,0.00146062474232167,0.0010386547073721886,-0.4921734929084778,0.9987604155004866,-0.05196840316057205,-0.4921734929084778,0.8504099277748656,-0.34981170296669006,-0.4921734929084778,0.8747212606886807,-0.32408571243286133
A830018L16Rik,0.00023529233294539154,0.0,-17.844270706176758,0.9987604155004866,0.04939962178468704,-17.844270706176758,0.45510262081119157,-1.0,-17.844270706176758,0.592555455850069,-0.7812809944152832
Slco5a1,0.001027936115860939,0.0019762066658586264,0.9436667561531067,0.9987604155004866,0.1480407863855362,0.9436667561531067,0.7282346641628343,0.5437655448913574,0.9436667561531067,0.7702693359854772,0.4919462203979492
Ncoa2,0.2803468108177185,0.3132982850074768,0.18526796996593475,0.9987604155004866,-0.29880842566490173,0.18526796996593475,0.15161732102649242,1.8188573122024536,0.18526796996593475,0.2055532852673393,1.6792384386062622
Tram1,0.853933572769165,0.9263121485710144,0.17722980678081512,0.0005310415748918429,3.8446738719940186,0.17722980678081512,0.003996183652882273,3.2687904834747314,0.17722980678081512,0.009838979687964676,3.0007855892181396
Lactb2,0.1598195731639862,0.1625283658504486,0.02625376731157303,0.05304649727238525,-2.3644635677337646,0.02625376731157303,0.9449469373943352,0.19919869303703308,0.02625376731157303,0.9588329824286751,0.18367817997932434
