wilcoxon,t-test,t-test_overestim_var
Rbm3,Rbm3,Rbm3
Hcst,Hcst,Hcst
Rps15a,Rps15a,Rps15a
Rpl18a,Ccl5,Ccl5
Ptpn18,Ptpn18,Trav14-1
Ccl5,Trav14-1,Ptpn18
Trav14-1,Rpl18a,Rpl18a
Rpl24,Rpl24,Rpl24
Rpl27,Fau,Fau
Fau,Rpl27,Rpl27
Tpt1,Tpt1,Tpt1
Rps13,B2m,Lag3
B2m,Lag3,Trbv13-3
Rpl34,Trbv13-3,B2m
Lag3,Rpl17,Rpl17
Rpl17,Rps14,Rps14
Rps14,Rpl34,Rpl34
Btg1,Btg1,Btg1
Trbv13-3,Rps13,Rps13
H2-T23,Ogt,Ddit4
Il18r1,Ddit4,Ogt
Cd3d,Il18r1,Il18r1
Cd52,H2-T23,H2-T23
Rps23,H2-K1,Txnip
Ogt,Cd52,Rps24
Rps24,Rps23,St6galnac3
Rpl21,Rps24,H2-K1
H2-K1,Txnip,Cd52
Rps27,Rps27,Rps23
Rps7,Rpl21,Rps27
Rpl30,Cd3d,Il18rap
Rpl32,Il18rap,Rpl21
Rpl39,Rps7,Cd3d
Ctsw,St6galnac3,Rps7
Gimap4,Rpl32,AA467197
Txnip,Rpl30,Ccnd2
Ddit4,Ctsw,Rpl32
Il18rap,AA467197,Rpl30
Cd3g,Gimap4,Ctsw
Pfdn5,Ccnd2,Tsc22d3
Rpl19,Rpl39,Rpl39
Rsrp1,Ly6c2,Gimap4
Ly6c2,Tsc22d3,Ly6c2
Rps11,Rps11,Foxn3
Itm2b,Cd3g,Rsrp1
Rpl18,Foxn3,Rps11
Gimap3,Rsrp1,Cirbp
Foxn3,Rpl19,Rpl19
Cirbp,Cirbp,Cd3g
Rpl38,Pfdn5,Pfdn5
Rpl23,Itm2b,Itm2b
Zfp36l2,Rpl23,Ifi47
Fxyd5,Ifi47,Slfn1
Rpl36,Slfn1,Rpl23
Ifi47,Zfp36l2,Klrd1
Tsc22d3,Klrd1,Rnf166
Ccnd2,Gimap3,Zfp36l2
Trac,Rnf166,Igtp
H2-D1,Rpl18,9930111J21Rik2
Rnf166,9930111J21Rik2,Gimap3
Kmt2a,Igtp,Rpl18
Rinl,Fxyd5,Napsa
Slfn1,Trac,Fxyd5
Gimap1,Rpl36,Itih5
Klrd1,Kmt2a,Kmt2a
St6galnac3,H2-D1,Rpl36
Cd3e,Rpl38,Rpl38
Rack1,Napsa,Trac
Itgal,Itih5,H2-D1
AA467197,Rinl,Klrb1c
Dusp2,Ctla2a,Rinl
Tap1,Tm6sf1,Tm6sf1
Ctla2a,Xdh,Xdh
Rps9,Bcl2l11,Ctla2a
Ucp2,Klrb1c,Bcl2l11
Arhgap9,Arhgap9,Adcy7
Samhd1,Adcy7,Arhgap9
Pnisr,Dusp2,Crlf2
9930111J21Rik2,Crlf2,Lrrk1
Eif3f,Itgal,Ifit3
Zdhhc18,Rps9,Dusp2
Id2,Pnisr,Tmem163
Kmt2e,Gimap1,Il7r
Igtp,Zdhhc18,Pnisr
Arap2,Samhd1,Itgal
Rpl29,Tmem163,Zdhhc18
Crlf2,Pdcd4,Bcl2
Selenow,Lrrk1,Gimap1
Rps29,Id2,Samhd1
Tmem160,Bcl2,Rps9
Slc44a2,Slc44a2,Slc44a2
Pdcd4,Ash1l,Pdcd4
Srgn,Ifit3,Ash1l
Serinc3,Ifi213,Crot
Vamp8,Crot,Id2
Nsa2,Zcchc7,Ifi213
Adgre5,Cd160,Il10ra
Adcy7,Il7r,Zcchc7
Bcl2l11,Kmt2e,Cd160
Cd37,Cd3e,Kmt2e
Cd160,Eif3f,Tnrc6c
Nkg7,Il10ra,Gm12216
Rabac1,Ucp2,Ccr2
Rpl11,Tnrc6c,Tnfrsf18
Cox7a2l,Arap2,Cd3e
Ccnd3,Tap1,Arap2
Rpl26,Tnfrsf18,Ucp2
Sh2d2a,Adgre5,Eif3f
Stk24,Ccr2,Adgre5
Hsd11b1,Gm12216,Tap1
Atxn1,Rack1,Zbtb38
Zcchc7,Cd37,Wdr95
Tm6sf1,Zbtb38,Trim5
Gimap5,Hsd11b1,Trim12c
Slfn2,Srgn,Hsd11b1
Ash1l,Rps29,Cd37
Snx5,Trim12c,Tia1
Nop53,Tia1,Rack1
Ikzf3,Rabac1,Rabac1
Ifi213,Trim5,Nlrc5
Tmem234,Wdr95,Rab27a
Uqcrh,Nlrc5,Rps29
Plaat3,Rab27a,Srgn
Tnfrsf18,Selenow,Mdfic
Psmb8,Mdfic,Gbp8
Sla,Ikzf3,Uvssa
Sp100,Rpl29,Serpina3g
Bcl2,Rtp4,Ikzf3
Tnrc6c,Clec2d,Tecpr1
Tmem163,Stk24,Clec2d
Rps21,Tecpr1,Rtp4
Xdh,Serinc3,Selenow
Crot,Gbp8,Rpl29
Tia1,Ccnd3,Serinc3
Trim12c,Lax1,Stk24
Psme1,Uvssa,Lax1
Gbp7,Rpl11,Nrgn
Arhgap30,Gbp4,Trim34a
Rabgap1l,Rabgap1l,Gbp4
Rps25,Nrgn,Ccnd3
Rpl37,Rpl26,AC149090.1
Cd8a,Trim34a,Tasor
Irf2,Tasor,Ifit1bl1
Clec2d,Serpina3g,Cd96
Itih5,Gimap5,Rabgap1l
Ptms,Cd96,Rasa1
Vmp1,Slfn2,Rpl11
Klf13,Rasa1,Zfp318
Rps5,AC149090.1,Dennd1c
Ifi203,Atxn1,Sytl2
Ahnak,Dennd1c,Maf
Napsa,Gbp7,Rpl26
Rpl35a,Tmem160,Gimap5
Tmem50a,Vamp8,Tulp4
Rtp4,Irf8,Gbp7
Nlrc5,Tulp4,Slfn8
Shisa5,Arsb,Heca
Ankrd12,Heca,Irf8
Rab27a,Zfp318,Atxn1
Lrrk1,Sytl2,Arsb
Ifit3,Agpat3,Agpat3
Zbp1,Maf,Slfn2
Sin3b,Irf7,Crebrf
Laptm5,Sh2d2a,Vamp8
Ikzf1,Slfn8,Tmem160
Apobec3,Ifit1bl1,Irf7
Gmfg,Ankrd12,Hipk2
Mbnl1,Cox7a2l,Spopl
Rps10,Parp14,Ankrd12
Cd8b1,Sla,Sh2d2a
Rps18,Crebrf,Fam102a
Bcl2a1b,Fam102a,Parp14
Klf2,Plaat3,Serpinb9b
Mbd2,Irgm1,Sla
Rbms1,Spopl,Ccr9
Agpat3,Nop53,Gbp9
Tecpr1,Gbp9,Irgm1
Serpinb9,Tnrc6b,Setbp1
Tnrc6b,Hipk2,Qrfp
Cd2,Sp100,Cox7a2l
Zbtb38,Itm2c,Pdgfb
Arhgap15,Nr2c2,Nr2c2
Gbp4,Nsa2,Anxa1
Tasor,Tmem234,Plaat3
Npc2,Psmb8,Nop53
Arsb,Anxa1,Tnrc6b
Dennd1c,Ccr9,Zfp329
Parp14,Rps21,Itm2c
Drap1,Tspan32,Mlxip
Irf7,Qrfp,Tspan32
Rpl35,Serpinb9b,Susd3
Stat1,Klf13,Zfp945
Rps16,Setbp1,Ildr1
Celf2,Snx5,Sp100
Itm2c,Mlxip,Tmem234
Lax1,Zfp329,Nsa2
Klrb1c,Zbtb7a,Rps21
Irf8,Zfp945,Zbtb7a
Smpdl3a,Susd3,Klf13
Gm8369,Uqcrh,Psmb8
Sdf4,Smpdl3a,Snx5
Ccr2,Eci2,Eci2
Cd96,Irf2,Zfhx2
Rpl27a,Ildr1,Mt2
Il10ra,Ubn2,Smpdl3a
Ipcef1,Pdgfb,Ubn2
Use1,Trim12a,Cd86
Rpl37a,Rnf114,Uqcrh
Gm12216,Ahnak,Rnf114
