gene_names,A8T,C8P,wilcoxon_logfc,wilcoxon_padj,wilcoxon_score,t-test_logfc,t-test_padj,t-test_score,t-test_overestim_var_logfc,t-test_overestim_var_padj,t-test_overestim_var_score
Mrpl15,0.42365145683288574,0.5624982118606567,0.5173243880271912,6.422494077232385e-08,5.816983222961426,0.5173243880271912,2.66497627956223e-08,5.977188587188721,0.5173243880271912,1.412309353552994e-06,5.276216983795166
Lypla1,0.30427104234695435,0.36035171151161194,0.28673872351646423,0.0005454333480752985,3.870835781097412,0.28673872351646423,0.02148757839002408,2.709315061569214,0.28673872351646423,0.05205226867824555,2.39570951461792
Gm37988,0.0007041107164695859,0.0007248242036439478,0.04184369742870331,0.9877359684707391,0.1480407863855362,0.04184369742870331,1.0,0.023689305409789085,0.04184369742870331,1.0,0.01992253214120865
Tcea1,0.40655821561813354,0.45037025213241577,0.1815035194158554,0.03789623920282823,2.490373373031616,0.1815035194158554,0.11462503246516721,1.9779607057571411,0.1815035194158554,0.19456060546107998,1.7370072603225708
Atp6v1h,0.3304639160633087,0.2831641137599945,-0.2587159276008606,0.9877359684707391,-0.1616750806570053,-0.2587159276008606,0.05535862104432762,-2.3242814540863037,-0.2587159276008606,0.11476786901739934,-2.025540590286255
Rb1cc1,0.48621079325675964,0.3892613351345062,-0.3958629071712494,0.09702020643486166,-2.0803170204162598,-0.3958629071712494,0.0002679565276982452,-4.05140495300293,-0.3958629071712494,0.002085142126963944,-3.5294902324676514
Pcmtd1,0.25507575273513794,0.2234431654214859,-0.2147449254989624,0.8231259627773405,0.6872870922088623,-0.2147449254989624,0.18960282203377357,-1.6988967657089233,-0.2147449254989624,0.28983050863198573,-1.4810904264450073
Rrs1,0.13859140872955322,0.2300979048013687,0.7994449138641357,6.532301784459661e-08,5.813900947570801,0.7994449138641357,2.785569449209973e-07,5.551443576812744,0.7994449138641357,5.049079599179271e-06,5.013782978057861
Adhfe1,0.0008620767621323466,0.0015659742057323456,0.8616793751716614,0.9877359684707391,0.1480407863855362,0.8616793751716614,0.7813446654425739,0.4980916380882263,0.8616793751716614,0.8290477360452201,0.4477478861808777
Mybl1,0.005415695253759623,0.029860610142350197,2.480710029602051,0.17754735597444046,1.776410460472107,2.480710029602051,4.8160384510639894e-05,4.4815754890441895,2.480710029602051,0.00011258368999813976,4.316704750061035
Vcpip1,0.23260922729969025,0.243660107254982,0.07524935901165009,0.05100444048461712,2.3700358867645264,0.07524935901165009,0.7183579784667057,0.5961422920227051,0.07524935901165009,0.781976700342746,0.5249488949775696
Sgk3,0.024436544626951218,0.023373017087578773,-0.06496652215719223,0.9877359684707391,0.4035356342792511,-0.06496652215719223,0.9906656763191487,-0.16969308257102966,-0.06496652215719223,1.0,-0.15000902116298676
Mcmdc2,0.002706616185605526,0.00020427574054338038,-3.7296996116638184,0.9959322383449151,0.008022498339414597,-3.7296996116638184,0.18113328034983825,-1.7294946908950806,-3.7296996116638184,0.3440044420070106,-1.3564988374710083
Ppp1r42,0.0,0.0,0.0,0.9877359684707391,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Cops5,0.32315880060195923,0.4456181526184082,0.5575456023216248,7.0400645138668115e-09,6.200403690338135,0.5575456023216248,4.4329481186461926e-08,5.885180950164795,0.5575456023216248,1.925071228585529e-06,5.212771892547607
Cspp1,0.2261105179786682,0.2811162769794464,0.3554925322532654,0.0003127963243151031,4.016900539398193,0.3554925322532654,0.01793221933153239,2.778639793395996,0.3554925322532654,0.043393416795555355,2.4761486053466797
Arfgef1,0.362136572599411,0.3659469485282898,0.018015747889876366,0.15336198182191838,1.8545013666152954,0.018015747889876366,0.9841122655246599,0.1788749098777771,0.018015747889876366,1.0,0.15620122849941254
Prex2,0.0007409469690173864,0.0010386547073721886,0.48748812079429626,0.9877359684707391,0.09872020781040192,0.48748812079429626,0.9517992472230516,0.23333978652954102,0.48748812079429626,0.974316843116088,0.21166695654392242
A830018L16Rik,0.0,0.0,0.0,0.9877359684707391,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Slco5a1,0.0,0.0019762066658586264,20.915729522705078,0.9877359684707391,0.17831288278102875,20.915729522705078,0.30140353662695596,1.4028284549713135,20.915729522705078,0.3241383569160663,1.4028284549713135
Ncoa2,0.38961878418922424,0.3132982850074768,-0.37279805541038513,0.39586655370133855,-1.2864452600479126,-0.37279805541038513,0.002002587075043908,-3.499691963195801,-0.37279805541038513,0.009489673517757365,-3.049196481704712
Tram1,0.7482591867446899,0.9263121485710144,0.45411354303359985,3.859500216045307e-06,5.030976295471191,0.45411354303359985,2.639174810576329e-10,6.735839366912842,0.45411354303359985,6.631201824308096e-08,5.859805107116699
Lactb2,0.1575172394514084,0.1625283658504486,0.04889282211661339,0.1263118480302848,1.9538143873214722,0.04889282211661339,0.8975112560559352,0.3204588294029236,0.04889282211661339,0.9328713874936638,0.282280296087265
Xkr9,0.0,0.0,0.0,0.9877359684707391,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Eya1,0.0,0.0,0.0,0.9877359684707391,0.07959267497062683,0.0,1.0,0.0,0.0,1.0,0.0
Msc,0.013268886134028435,0.008022110909223557,-0.7297846674919128,0.9951136980609314,-0.01557076070457697,-0.7297846674919128,0.3374239569149738,-1.3168355226516724,-0.7297846674919128,0.46665395014295025,-1.12044358253479
Trpa1,0.00048225701902993023,0.0,-18.879793167114258,0.9877359684707391,0.04939962178468704,-18.879793167114258,0.4685235351194644,-1.0,-18.879793167114258,0.6193553800705419,-0.7812809944152832
