,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.53523976,-0.4507133960723877,False
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,1.6172866,0.15152192115783691,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.59926045,-0.9409232139587402,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.39430666,-0.08525514602661133,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,0.81537217,0.09925639629364014,True
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,6.607162,-10.000560760498047,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.4163937,-0.8298882246017456,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.69205856,-0.36331629753112793,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0068858364,-6.390075206756592,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.201405,-4.278257846832275,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.054003485,0.01924210786819458,True
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.096786626,0.7085220515727997,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.46715438,-0.2819674015045166,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,141.61942,-0.4829965829849243,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.10676161,-0.0811530351638794,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.5970365,-0.33709800243377686,False
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.05238962,-1.934682846069336,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.246592,-1.0475044250488281,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,4.161816,0.6671411693096161,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.48679993,-0.09976065158843994,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,0.8901063,-1.347904920578003,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.2215961,-1.5610344409942627,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,1.8204689,-1.7514214515686035,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,0.82718015,0.18504738807678223,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,0.737758,-1.5177676677703857,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.31870666,-0.9757688045501709,False
