,Accession,Chromosome,End,Start,Strand,gene_count_corr,velocity_gamma,velocity_r2,velocity_genes
Mrpl15,ENSMUSG00000033845,1,4785739,4773206,-,0.1376,0.39311805,0.30393147468566895,True
Mybl1,ENSMUSG00000025912,1,9700209,9667415,-,0.0361,0.040358268,0.011019229888916016,True
Vcpip1,ENSMUSG00000045210,1,9748382,9718622,-,-0.0841,0.7891655,-0.49226438999176025,False
Cops5,ENSMUSG00000025917,1,10038168,10024601,-,0.1711,0.4340791,-0.0005308389663696289,False
Arfgef1,ENSMUSG00000067851,1,10232670,10137571,-,-0.0798,1.4889264,0.31103336811065674,True
Ncoa2,ENSMUSG00000005886,1,13374083,13139105,-,-0.0592,7.178557,-17.119112014770508,False
Tram1,ENSMUSG00000025935,1,13589910,13564698,-,0.0711,0.5495189,-0.2666139602661133,False
Lactb2,ENSMUSG00000025937,1,13660546,13623330,-,0.0101,0.8524461,-0.672612190246582,False
Rpl7,ENSMUSG00000043716,1,16104662,16101295,-,0.08,0.0037279893,-4.206608772277832,False
Ube2w,ENSMUSG00000025939,1,16619489,16540790,-,-0.0192,7.7071366,-4.434068202972412,False
Eloc,ENSMUSG00000079658,1,16657042,16641725,-,0.2723,0.09496029,-0.655372142791748,False
Mcm3,ENSMUSG00000041859,1,20820312,20802968,-,0.4748,0.11723271,0.4279049038887024,True
Tram2,ENSMUSG00000041779,1,21079229,20996299,-,-0.0061,0.5524307,-0.6865100860595703,False
Kcnq5,ENSMUSG00000028033,1,21961942,21398403,-,0.0554,195.57693,-0.4987928867340088,False
Ogfrl1,ENSMUSG00000026158,1,23397772,23366424,-,-0.009,0.16575465,-0.2574554681777954,False
Smap1,ENSMUSG00000026155,1,23922317,23844846,-,0.0812,0.3456729,0.3148868680000305,True
Sdhaf4,ENSMUSG00000026154,1,24005656,23995939,-,0.0222,0.063373506,-0.9540921449661255,False
Phf3,ENSMUSG00000048874,1,30873921,30802339,-,-0.0635,1.0322026,-6.008154392242432,False
Prim2,ENSMUSG00000026134,1,33669795,33453810,-,0.1434,6.0562825,0.6769353747367859,True
Bag2,ENSMUSG00000042215,1,33757795,33745484,-,0.0673,0.14445157,-0.109244704246521,False
Zfp451,ENSMUSG00000042197,1,33814595,33761545,-,-0.0267,2.3382154,-0.3847789764404297,False
Fam168b,ENSMUSG00000037503,1,34843065,34813219,-,-0.0581,1.5829324,-0.716639518737793,False
Uggt1,ENSMUSG00000037470,1,36244720,36140027,-,-0.0226,2.3601365,-0.36028361320495605,False
Neurl3,ENSMUSG00000047180,1,36274679,36264597,-,-0.1125,1.4866346,0.40210938453674316,True
Kansl3,ENSMUSG00000010453,1,36369181,36335730,-,-0.0571,1.1273113,-1.9966230392456055,False
Actr1b,ENSMUSG00000037351,1,36714422,36698114,-,0.0154,0.3138836,-1.890254259109497,False
Tmem131,ENSMUSG00000026116,1,36943666,36792191,-,-0.0504,2.609994,-1.5155677795410156,False
Coa5,ENSMUSG00000026112,1,37430103,37417084,-,0.024,0.039301857,-6.079146862030029,False
Mgat4a,ENSMUSG00000026110,1,37541016,37439340,-,-0.0577,1.5315483,0.508086234331131,True
Tsga10,ENSMUSG00000060771,1,37866429,37754776,-,0.0033,0.91754055,-0.3520352840423584,False
Mitd1,ENSMUSG00000026088,1,37890411,37874801,-,0.0064,1.6434025,-0.46001136302948,False
Txndc9,ENSMUSG00000058407,1,37997893,37985189,-,0.0627,0.06672066,-1.3981964588165283,False
Rev1,ENSMUSG00000026082,1,38129801,38052786,-,-0.0317,3.3459723,0.11165767908096313,True
Aff3,ENSMUSG00000037138,1,38664955,38177326,-,-0.0878,18.213213,0.8190414607524872,True
Rnf149,ENSMUSG00000048234,1,39577405,39551296,-,-0.0074,1.3170805,-0.6067161560058594,False
Tgfbrap1,ENSMUSG00000070939,1,43098637,43047200,-,-0.0302,0.55479413,-0.2757265567779541,False
Fhl2,ENSMUSG00000008136,1,43196984,43123074,-,0.1746,0.3369291,0.38702887296676636,True
Uxs1,ENSMUSG00000057363,1,43827800,43746966,-,0.0153,1.9262912,-0.5555118322372437,False
Tex30,ENSMUSG00000026049,1,44102441,44086613,-,0.196,0.38363943,-0.017578959465026855,False
Poglut2,ENSMUSG00000026047,1,44118808,44106546,-,0.0253,0.2966235,0.07380092144012451,True
Slc39a10,ENSMUSG00000025986,1,46892852,46807544,-,-0.005,0.6652651,-0.6391341686248779,False
Nabp1,ENSMUSG00000026107,1,51478425,51465862,-,-0.0297,3.6341982,-2.6115176677703857,False
Gls,ENSMUSG00000026103,1,52233232,52163448,-,-0.0127,5.045492,-3.0112080574035645,False
Nab1,ENSMUSG00000002881,1,52500679,52457294,-,0.0824,1.1924251,-1.6028621196746826,False
Mfsd6,ENSMUSG00000041439,1,52727462,52656286,-,-0.0384,1.8055601,-0.13340234756469727,False
Inpp1,ENSMUSG00000026102,1,52817688,52785427,-,-0.0939,0.29666775,-0.7914912700653076,False
Pms1,ENSMUSG00000026098,1,53297018,53189187,-,0.0396,1.6669992,-0.6230398416519165,False
Stk17b,ENSMUSG00000026094,1,53785224,53755506,-,-0.2109,0.5222201,0.02378171682357788,True
Gtf3c3,ENSMUSG00000041303,1,54438971,54396004,-,-0.0092,0.93565875,-0.8217805624008179,False
Pgap1,ENSMUSG00000073678,1,54557684,54472994,-,-0.0425,1.6169088,-0.8577802181243896,False
Ankrd44,ENSMUSG00000052331,1,54926387,54645340,-,-0.0925,9.728262,-1.8534975051879883,False
Sf3b1,ENSMUSG00000025982,1,55027481,54985169,-,0.1117,0.31088585,-0.9645624160766602,False
Hspd1,ENSMUSG00000025980,1,55088243,55077835,-,0.5211,0.010411263,-0.5539296865463257,False
Rftn2,ENSMUSG00000025978,1,55226782,55170159,-,-0.0045,1.0337851,-0.7633168697357178,False
Boll,ENSMUSG00000025977,1,55363469,55248658,-,-0.0115,1.5526963,-1.7399117946624756,False
Tyw5,ENSMUSG00000048495,1,57407101,57388237,-,0.0324,1.4240088,-0.3547694683074951,False
Kctd18,ENSMUSG00000054770,1,58018956,57955101,-,-0.017,1.0549545,-4.088893413543701,False
Clk1,ENSMUSG00000026034,1,58424066,58410189,-,-0.1856,1.6022342,-0.25945985317230225,False
Ppil3,ENSMUSG00000026035,1,58445486,58430994,-,0.0518,0.31298745,-2.417036294937134,False
Orc2,ENSMUSG00000026037,1,58505109,58462771,-,0.0982,0.96212053,0.5657363831996918,True
Fam126b,ENSMUSG00000038174,1,58586323,58522806,-,-0.0499,0.72702545,-0.7650493383407593,False
Trak2,ENSMUSG00000026028,1,58973430,58900449,-,-0.029,1.1662341,-4.3530683517456055,False
Tmem237,ENSMUSG00000038079,1,59120408,59100590,-,0.0895,0.5155232,-0.6972924470901489,False
Als2,ENSMUSG00000026024,1,59237231,59162926,-,-0.0013,3.7246969,-5.151675701141357,False
Sumo1,ENSMUSG00000026021,1,59670834,59586558,-,0.0432,22.994127,-4.78229284286499,False
Wdr12,ENSMUSG00000026019,1,60098645,60069785,-,0.0274,0.31191507,-0.6630516052246094,False
Raph1,ENSMUSG00000026014,1,60567104,60482292,-,0.0546,6.4580607,-0.5088403224945068,False
Ino80d,ENSMUSG00000040865,1,63114667,62958418,-,-0.0481,2.6240747,-4.1357421875,False
Ndufs1,ENSMUSG00000025968,1,63176833,63143596,-,0.0689,0.5877459,-0.6963046789169312,False
Klf7,ENSMUSG00000025959,1,64122282,64029447,-,-0.1428,1.3672298,-1.5806221961975098,False
Mettl21a,ENSMUSG00000025956,1,64617242,64606473,-,0.009,0.3020249,-0.8110922574996948,False
Plekhm3,ENSMUSG00000051344,1,64956824,64785983,-,-0.0257,5.939178,-0.573360800743103,False
Idh1,ENSMUSG00000025950,1,65186500,65158616,-,0.0008,0.07853026,-0.4495084285736084,False
Kansl1l,ENSMUSG00000026004,1,66817562,66719248,-,-0.022,7.447969,-1.4827616214752197,False
Acadl,ENSMUSG00000026003,1,66863277,66830839,-,0.2298,0.2683943,-0.30579280853271484,False
Lancl1,ENSMUSG00000026000,1,67038872,67000517,-,-0.0089,0.304778,-0.6778143644332886,False
Ikzf2,ENSMUSG00000025997,1,69687245,69531214,-,-0.0297,2.5671418,0.7092524468898773,True
Bard1,ENSMUSG00000026196,1,71103146,71027498,-,0.1687,2.0633307,0.8751885890960693,True
Mreg,ENSMUSG00000039395,1,72212307,72159442,-,-0.0106,3.167488,0.7341608107089996,True
Pecr,ENSMUSG00000026189,1,72284314,72259167,-,0.0158,0.19038288,-0.8636069297790527,False
Aamp,ENSMUSG00000006299,1,74284738,74279840,-,-0.0204,0.054039866,-3.425015926361084,False
Usp37,ENSMUSG00000033364,1,74544284,74435511,-,0.0575,5.540643,0.466433048248291,True
Zfp142,ENSMUSG00000026135,1,74588246,74565127,-,-0.0118,1.3466944,-0.8498505353927612,False
Rnf25,ENSMUSG00000026171,1,74601397,74593748,-,-0.0325,1.2123334,-0.6894843578338623,False
Nhej1,ENSMUSG00000026162,1,75125200,74967139,-,0.0699,0.74646133,-0.4912259578704834,False
Cnppd1,ENSMUSG00000033159,1,75142711,75134554,-,-0.0577,0.18295263,-1.0281403064727783,False
Atg9a,ENSMUSG00000033124,1,75192196,75180860,-,-0.0469,0.5219608,-0.2790217399597168,False
Tuba4a,ENSMUSG00000026202,1,75219865,75214228,-,0.1993,0.020394938,-1.6960980892181396,False
Dnpep,ENSMUSG00000026209,1,75317990,75307896,-,0.0488,0.073713936,-5.190151214599609,False
Farsb,ENSMUSG00000026245,1,78488897,78417975,-,0.0844,1.4493674,-0.5353256464004517,False
Ap1s3,ENSMUSG00000054702,1,79671972,79606876,-,0.0606,2.890928,-0.3574463129043579,False
Wdfy1,ENSMUSG00000073643,1,79776143,79702262,-,-0.0818,0.84640855,-5.073770523071289,False
Serpine2,ENSMUSG00000026249,1,79861180,79794197,-,0.0564,0.08930537,0.003917336463928223,False
Cul3,ENSMUSG00000004364,1,80340480,80264923,-,0.0308,1.4154127,-0.7214188575744629,False
Dock10,ENSMUSG00000038608,1,80758527,80501073,-,-0.0708,18.160889,-0.8082994222640991,False
Trip12,ENSMUSG00000026219,1,84840516,84721189,-,-0.0368,1.8107635,-0.15295124053955078,False
Sp110,ENSMUSG00000070034,1,85598817,85576899,-,-0.1564,0.07722795,0.15353858470916748,True
A630001G21Rik,ENSMUSG00000052760,1,85778643,85717083,-,-0.0502,0.8483951,0.595384269952774,True
Gpr55,ENSMUSG00000049608,1,85961007,85938318,-,-0.0092,0.66547155,-0.3970068693161011,False
Ncl,ENSMUSG00000026234,1,86359400,86344719,-,0.3456,0.052206796,0.4246499538421631,True
Pde6d,ENSMUSG00000026239,1,86582629,86542994,-,-0.0156,3.39446,-0.9115145206451416,False
Usp40,ENSMUSG00000005501,1,88008551,87945119,-,-0.0333,2.404168,-0.4106401205062866,False
Hjurp,ENSMUSG00000044783,1,88277633,88262471,-,0.0629,0.45284578,0.7322733104228973,True
Arl4c,ENSMUSG00000049866,1,88702221,88673125,-,-0.0968,0.153526,0.2609129548072815,True
Ilkap,ENSMUSG00000026309,1,91398815,91373861,-,0.1238,0.370006,-0.8127392530441284,False
Hdac4,ENSMUSG00000026313,1,92195699,91928779,-,-0.0913,1.3625127,-3.5535316467285156,False
Ndufa10,ENSMUSG00000026260,1,92473860,92439010,-,0.1287,0.16305034,-1.6955435276031494,False
Cops9,ENSMUSG00000073616,1,92641985,92637145,-,0.0781,0.023116816,-2.6721270084381104,False
Mterf4,ENSMUSG00000026273,1,93305915,93299211,-,0.003,0.2699755,-1.4847323894500732,False
Pask,ENSMUSG00000026274,1,93343482,93308770,-,0.0895,1.3809508,0.6019856035709381,True
Hdlbp,ENSMUSG00000034088,1,93478815,93405940,-,0.2369,0.46100146,0.35470324754714966,True
Stk25,ENSMUSG00000026277,1,93658659,93619751,-,-0.0315,0.29483116,-1.8111603260040283,False
Thap4,ENSMUSG00000026279,1,93754864,93701935,-,0.0178,0.92912495,-1.8577477931976318,False
Dtymk,ENSMUSG00000026281,1,93801934,93792576,-,0.1976,1.1307061,-0.05672180652618408,False
Pdcd1,ENSMUSG00000026285,1,94052553,94038305,-,0.1159,0.41898248,0.23420435190200806,True
St8sia4,ENSMUSG00000040710,1,95667571,95587682,-,-0.0566,1.1981022,0.08298492431640625,True
D1Ertd622e,ENSMUSG00000044768,1,97662074,97606318,-,-0.0049,0.7023072,-0.08844125270843506,False
Ppip5k2,ENSMUSG00000040648,1,97770411,97706048,-,0.0158,1.5314041,-0.25752973556518555,False
Pam,ENSMUSG00000026335,1,98095646,97795114,-,-0.0168,35.041412,-2.934048652648926,False
Pign,ENSMUSG00000056536,1,105663677,105518422,-,-0.0193,6.4401903,-0.9371910095214844,False
Bcl2,ENSMUSG00000057329,1,106714274,106538178,-,-0.167,2.6518483,0.7464377284049988,True
Kdsr,ENSMUSG00000009905,1,106759727,106720459,-,-0.0828,0.69624937,-0.15772128105163574,False
Vps4b,ENSMUSG00000009907,1,106796728,106764071,-,-0.0084,2.397787,-0.42669808864593506,False
Tsn,ENSMUSG00000026374,1,118311739,118294778,-,0.2497,0.094980665,-0.6137237548828125,False
Ptpn4,ENSMUSG00000026384,1,119837613,119652467,-,-0.0821,3.580598,-7.419166564941406,False
Dbi,ENSMUSG00000026385,1,120121078,120113280,-,0.3636,0.013955693,-2.9806180000305176,False
Insig2,ENSMUSG00000003721,1,121332589,121304353,-,-0.0075,0.4925011,-0.0196993350982666,False
Ddx18,ENSMUSG00000001674,1,121567989,121553835,-,0.0742,0.15545633,0.09401381015777588,True
Actr3,ENSMUSG00000026341,1,125435727,125392905,-,0.2331,0.24428523,-0.11896264553070068,False
Tmem163,ENSMUSG00000026347,1,127679548,127486546,-,0.0301,17.393309,0.705231636762619,True
Zranb3,ENSMUSG00000036086,1,128103047,127954184,-,0.0442,0.95946765,0.244362473487854,True
Mcm6,ENSMUSG00000026355,1,128359664,128331590,-,0.4204,0.59757394,0.8077870905399323,True
Dars,ENSMUSG00000026356,1,128417368,128363707,-,0.1538,0.33490866,-0.28105831146240234,False
Cxcr4,ENSMUSG00000045382,1,128592293,128588199,-,-0.0379,0.05038881,-0.3708803653717041,False
Cd55,ENSMUSG00000026399,1,130462744,130439027,-,-0.1072,0.3738998,0.2950936555862427,True
Mapkapk2,ENSMUSG00000016528,1,131097826,131053700,-,0.0171,1.9550076,-0.4800339937210083,False
Dyrk3,ENSMUSG00000016526,1,131138340,131127455,-,0.0868,0.15916474,0.25407445430755615,True
Rassf5,ENSMUSG00000026430,1,131245258,131176410,-,-0.0733,0.060099453,-0.7662839889526367,False
