,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Tarbp2,0.09848684817552567,0.11588840931653976,0.25065869092941284,0.23704412579536438,0.2188243269920349,0.2036106139421463,0.21327519416809082,0.17875458300113678,0.13415449857711792,0.12848985195159912,0.1063486859202385
Yeats4,0.41823163628578186,0.40682703256607056,0.6920652389526367,0.7298301458358765,0.7287728786468506,0.6451882123947144,0.721770703792572,0.649425208568573,0.4906753897666931,0.4256502389907837,0.37723177671432495
Srrm1,0.7481508851051331,0.8853190541267395,1.2349203824996948,1.1336686611175537,1.1833478212356567,1.1113163232803345,1.024397373199463,0.9843903183937073,0.931050181388855,0.9455832242965698,0.8878030180931091
Fkbp5,0.14990119636058807,0.09399708360433578,0.679784893989563,0.4923326075077057,0.6619876027107239,0.6489177942276001,0.5131093263626099,0.3841753304004669,0.6422996520996094,0.23359361290931702,0.19823943078517914
Cd81,0.01690017618238926,0.007288494613021612,0.041266877204179764,0.016646819189190865,0.031103577464818954,0.01285040657967329,0.01216688472777605,0.03827991336584091,0.010267381556332111,0.00021294951147865504,0.0036521756555885077
Mcm5,0.10899905115365982,0.10293983668088913,1.1307430267333984,0.8706573247909546,1.0722060203552246,1.241997480392456,0.8071638345718384,0.3664470613002777,0.45517194271087646,0.1518627554178238,0.08975381404161453
Nfkbiz,0.26679742336273193,0.5328601002693176,0.5424447059631348,0.7936039566993713,0.7392092943191528,0.7163353562355042,0.7358477115631104,1.055184245109558,0.8986755609512329,0.8749209046363831,0.6828121542930603
Men1,0.10267305374145508,0.07636740058660507,0.1536841243505478,0.11043200641870499,0.14136652648448944,0.108637236058712,0.09922784566879272,0.07442963868379593,0.08807831257581711,0.0668790265917778,0.07259957492351532
Hsf4,0.006399889476597309,0.002187068574130535,0.028309449553489685,0.041243210434913635,0.032040491700172424,0.038218654692173004,0.03827543929219246,0.018626363947987556,0.029196852818131447,0.026237402111291885,0.015161627903580666
Actb,4.185055732727051,3.9160635471343994,4.725115776062012,5.13954496383667,5.053982257843018,5.145090579986572,5.19788122177124,4.713396072387695,4.87013053894043,4.899799823760986,4.8159637451171875
Pdcd1,0.008298526518046856,0.01017825212329626,0.28529974818229675,0.33164507150650024,0.2954216003417969,0.34153974056243896,0.2890581488609314,0.4570354223251343,0.6333820819854736,0.07350903004407883,0.04343491792678833
Trim28,0.24245640635490417,0.19809898734092712,0.5441715717315674,0.4069242477416992,0.42333778738975525,0.4107937812805176,0.2980310618877411,0.2575429677963257,0.20548295974731445,0.1501602679491043,0.15875542163848877
