"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name"
"1","ENSMUSG00000000001",1701.46976753224,-0.0468776176281999,0.191457764793762,-0.244845737537448,0.806575878088557,0.974793971912348,"Gnai3"
"2","ENSMUSG00000000003",0.0474493753935545,0,0.448717947245699,0,1,NA,"Pbsn"
"3","ENSMUSG00000000028",995.285587716918,0.176553139085003,0.243384485495094,0.725408354299404,0.468201549374314,0.877967981630693,"Cdc45"
"4","ENSMUSG00000000037",1.66759393340335,0,0.676700437779751,0,1,NA,"Scml2"
"5","ENSMUSG00000000049",1.10058755721986,0.776803706156314,0.803381220604636,0.966917929164041,0.333585062967936,NA,"Apoh"
"6","ENSMUSG00000000056",265.8385800958,0.0269733876594099,0.2523483271458,0.106889504537216,0.914876639652395,0.993091438431793,"Narf"
"7","ENSMUSG00000000058",18.063853695287,-0.265524226175701,0.836974198444803,-0.317243024538959,0.751059205807426,0.961790024860916,"Cav2"
"8","ENSMUSG00000000078",2059.42383193571,0.251715249705595,0.207201779899851,1.21483150302695,0.224430362881463,0.74193777092683,"Klf6"
"9","ENSMUSG00000000085",45.0002430815816,0.637934581023671,0.573314911201992,1.112712348064,0.265831990544414,0.767981625871298,"Scmh1"
"10","ENSMUSG00000000088",13151.3380689079,-0.191636392039979,0.209497660185304,-0.914742397936441,0.360326880813854,0.83299728503729,"Cox5a"
"11","ENSMUSG00000000093",0.83381585616095,0,0.564639314819435,0,1,NA,"Tbx2"
"12","ENSMUSG00000000094",0.730354950869449,0,0.658118608712224,0,1,NA,"Tbx4"
"13","ENSMUSG00000000103",0,NA,NA,NA,NA,NA,"Zfy2"
"14","ENSMUSG00000000120",1.31263798374998,-0.197143538108081,0.879689145693485,-0.224105911813504,0.822674892509179,NA,"Ngfr"
"15","ENSMUSG00000000125",1.89735543050124,-1.28125332461062,0.921984422283878,-1.38966916755143,0.164629361566874,NA,"Wnt3"
"16","ENSMUSG00000000126",3.25855245698181,-1.72103687484277,0.904830985268555,-1.90205342529463,0.0571641704684429,NA,"Wnt9a"
"17","ENSMUSG00000000127",9.0875232358034,-0.450125619308274,0.799515795192186,-0.562997781926339,0.573436394324347,0.915487634297191,"Fer"
"18","ENSMUSG00000000131",834.031811298119,0.0408370972558293,0.185968431414608,0.219591556186141,0.82618926809975,0.978035502835448,"Xpo6"
"19","ENSMUSG00000000134",124.505334292995,-0.554401608912217,0.322903660951811,-1.716925745834,0.0859927400935447,0.573660498020689,"Tfe3"
"20","ENSMUSG00000000142",78.3525504737858,0.430057923711307,0.37686447568056,1.14114741893538,0.253808581135825,0.759660219077991,"Axin2"
"21","ENSMUSG00000000148",115.893366803915,-0.135396774722719,0.316871825648529,-0.427291932457573,0.669166708174774,0.941460301082581,"Brat1"
"22","ENSMUSG00000000149",97.8215647998008,-0.507886016264301,0.363169823983214,-1.39848077324777,0.161968742387977,0.684981093557483,"Gna12"
"23","ENSMUSG00000000154",0.516542901891303,-0.0876361958083724,0.448717947245699,-0.195303522728023,0.845155339436968,NA,"Slc22a18"
"24","ENSMUSG00000000157",3.13765298024851,-0.432441593713156,0.927379904469106,-0.466304684443981,0.640997426157667,NA,"Itgb2l"
"25","ENSMUSG00000000159",1.76029244818436,0.272796449079326,0.84690622630639,0.32210939134203,0.747369823879408,NA,"Igsf5"
"26","ENSMUSG00000000167",51.9881023825934,-1.00863619842436,0.44375735795617,-2.27294529395496,0.023029476832714,0.335479400556557,"Pih1d2"
"27","ENSMUSG00000000168",454.401891186029,-0.0193252340635661,0.173609868714194,-0.111314144793119,0.911367239190471,0.992563126558858,"Dlat"
"28","ENSMUSG00000000171",4320.12542789825,0.344321248962266,0.258391134065215,1.33255829464862,0.182676799134485,0.705532611718362,"Sdhd"
"29","ENSMUSG00000000182",0.50491844375557,0,0.448717947245699,0,1,NA,"Fgf23"
"30","ENSMUSG00000000183",4.44652962567902,-0.428956005366261,0.843552529193227,-0.508511314377202,0.611094806395586,NA,"Fgf6"
"31","ENSMUSG00000000184",4288.87663074234,0.625323798291433,0.312009922176163,2.00417920664193,0.0450508671338381,0.461246540357294,"Ccnd2"
"32","ENSMUSG00000000194",310.759796118779,-0.0329901356250272,0.28375825142503,-0.116261414282585,0.907445365125118,0.991755554474544,"Gpr107"
"33","ENSMUSG00000000197",0.466203197204402,-0.213839469482356,0.494809950675827,-0.432164852768801,0.665621602370601,NA,"Nalcn"
"34","ENSMUSG00000000202",0.270761032418627,0.0934904829103456,0.448717947245699,0.208350219740942,0.834955522219981,NA,"Btbd17"
"35","ENSMUSG00000000204",36.0556632481233,0.546150316750098,0.731402314728407,0.746716691692316,0.455234591981285,0.875030831428314,"Slfn4"
"36","ENSMUSG00000000214",0.71477218712219,0,0.448717947245699,0,1,NA,"Th"
"37","ENSMUSG00000000215",0.239057708242654,0,0.448717947245699,0,1,NA,"Ins2"
"38","ENSMUSG00000000216",0.146575041336662,0,0.448717947245699,0,1,NA,"Scnn1g"
"39","ENSMUSG00000000223",8.25982594888806,-0.260051318072525,0.809140349977746,-0.321392102222657,0.747913267436711,NA,"Drp2"
"40","ENSMUSG00000000244",1585.00721827555,-0.261333775400652,0.263892973162468,-0.990302137525125,0.322026462116717,0.80914595041534,"Tspan32"
"41","ENSMUSG00000000247",6.07985902900958,0.138944331406898,0.887850678951595,0.156495157013304,0.875642736356371,NA,"Lhx2"
