,ChIP
0,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
1,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
2,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
3,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
4,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
5,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
6,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
7,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
8,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
9,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
10,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
11,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
12,2017_PNAS_Li___H3K27Ac-noIL2-CD4
13,2017_PNAS_Li___H3K27Ac_IL2-CD4
14,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
15,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
16,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
17,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
18,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
19,2017_PNAS_Li___H3K4me3-noIL2-CD4
20,2017_PNAS_Li___H3K4me3_IL2-CD4
21,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
22,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
23,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
24,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
25,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
26,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
27,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
28,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
29,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
30,2021_GoldrathLab_Brd4___BRD4_TE-CD8
31,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
32,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
33,2021_GoldrathLab_Brd4___BRD4_MP-CD8
34,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
35,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
