ChIP,ChIP gene #,2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2021_GoldrathLab_Brd4___BRD4_TE-CD8,8410,1.0000,0.6239,0.7615,0.5089,0.5505,0.6667,0.1616,0.0202,0.3805,0.1262,0.3100,0.0100,0.1961,0.4959,0.4224,0.1923,0.2981,0.5093,0.0202,0.3529,0.6377,0.6241,0.6838,0.6493,0.6423,0.6544,0.6471,0.6667,0.3519,0.5804,0.4211,0.6391,0.7008,0.6923,0.7323,0.7154,0.1622,0.4252,0.4553,0.0748,0.4643,0.7293,0.7805,0.6491,0.6567,0.6567,0.5391,0.3115,0.2773,0.7434,0.7500,0.4234,0.0200,0.6916,0.0202,0.2190,0.4571,0.0100,0.5478,0.6134,0.6204,0.1200,0.6739,0.5893,0.4019,0.0808,0.2925,0.0505,0.0303,0.0000,0.5364,0.0000,0.5714,0.6861,0.5625,0.3333,0.6950,0.2039,0.4000,0.3301,0.4423,0.6831,0.4444,0.2330,0.1569
2021_GoldrathLab_Brd4___BRD4_NAV-CD8,7333,0.6239,1.0000,0.6286,0.5579,0.5258,0.5597,0.1190,0.0127,0.4211,0.1446,0.1957,0.0127,0.1744,0.4815,0.4545,0.1705,0.2667,0.4200,0.0256,0.3000,0.5769,0.5639,0.5639,0.5748,0.5573,0.5573,0.5615,0.5573,0.4368,0.4579,0.4688,0.5512,0.5726,0.5347,0.5547,0.5447,0.1020,0.4286,0.4107,0.0217,0.5714,0.5597,0.6098,0.5755,0.5227,0.5000,0.4444,0.2991,0.2596,0.6296,0.6250,0.4891,0.0253,0.5238,0.0127,0.1889,0.5904,0.0127,0.5096,0.5545,0.4667,0.0833,0.5441,0.5243,0.3438,0.1026,0.2747,0.0641,0.0253,0.0000,0.4510,0.0000,0.5308,0.5328,0.5556,0.2385,0.5461,0.2118,0.3404,0.3488,0.3723,0.5352,0.3918,0.3250,0.2125
2021_GoldrathLab_Brd4___BRD4_MP-CD8,7086,0.7615,0.6286,1.0000,0.4818,0.5093,0.6115,0.1596,0.0215,0.3889,0.1340,0.2887,0.0215,0.1837,0.4957,0.4324,0.1919,0.3163,0.4952,0.0215,0.3469,0.5827,0.5704,0.6277,0.6045,0.5755,0.5985,0.5797,0.6103,0.3462,0.5405,0.4312,0.5588,0.6535,0.6503,0.6984,0.6942,0.1827,0.4113,0.4417,0.0900,0.4766,0.6842,0.6905,0.6250,0.6000,0.6000,0.5833,0.3051,0.2807,0.6466,0.6555,0.4757,0.0323,0.6509,0.0215,0.2323,0.4700,0.0215,0.5926,0.6460,0.6250,0.1398,0.6304,0.5926,0.4400,0.0860,0.3367,0.0538,0.0323,0.0000,0.5377,0.0000,0.5177,0.6667,0.4825,0.2931,0.6408,0.1800,0.3824,0.3646,0.4257,0.6408,0.4706,0.2347,0.1667
2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,8091,0.5089,0.5579,0.4818,1.0000,0.7500,0.5227,0.1026,0.0141,0.4432,0.1600,0.1860,0.0141,0.1625,0.5050,0.4021,0.1446,0.2184,0.3267,0.0286,0.2247,0.5154,0.5267,0.5267,0.5118,0.5077,0.5433,0.5354,0.5312,0.5195,0.4800,0.4615,0.5366,0.5203,0.4895,0.5280,0.4918,0.0989,0.3103,0.3158,0.0361,0.5698,0.5113,0.5323,0.5288,0.5078,0.5197,0.4231,0.2018,0.1942,0.5273,0.5676,0.4659,0.0282,0.4206,0.0141,0.2222,0.4419,0.0141,0.4190,0.4298,0.3774,0.0779,0.4745,0.4752,0.3011,0.0833,0.2414,0.0417,0.0139,0.0000,0.3725,0.0000,0.5280,0.4963,0.6044,0.2330,0.5000,0.1585,0.2553,0.3333,0.3297,0.4789,0.3956,0.2564,0.2027
2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,7425,0.5505,0.5258,0.5093,0.7500,1.0000,0.4889,0.1316,0.0141,0.4432,0.1757,0.2289,0.0286,0.1625,0.5050,0.4167,0.1446,0.2471,0.3400,0.0286,0.2529,0.4701,0.4815,0.5152,0.4884,0.4627,0.5077,0.5000,0.5077,0.4810,0.4510,0.4000,0.5120,0.5081,0.4895,0.5280,0.5167,0.1236,0.2991,0.3158,0.0361,0.5517,0.5000,0.5200,0.5743,0.4621,0.4846,0.4369,0.1909,0.1827,0.5000,0.5536,0.4022,0.0429,0.4757,0.0141,0.2375,0.4419,0.0141,0.4327,0.4298,0.4175,0.1067,0.4745,0.4466,0.3152,0.0833,0.2135,0.0417,0.0282,0.0000,0.4000,0.0000,0.4692,0.5075,0.5870,0.2212,0.5000,0.1585,0.2421,0.3500,0.3908,0.4789,0.4111,0.2564,0.1867
2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,14161,0.6667,0.5597,0.6115,0.5227,0.4889,1.0000,0.1221,0.0076,0.4351,0.1212,0.1898,0.0153,0.1667,0.5778,0.4701,0.1818,0.2463,0.4552,0.0153,0.2687,0.9111,0.9191,0.8511,0.8333,0.8759,0.8489,0.8551,0.8357,0.3383,0.5145,0.4478,0.8382,0.7842,0.9028,0.7872,0.7357,0.2105,0.5778,0.5515,0.1136,0.4627,0.8322,0.7801,0.6058,0.8815,0.8815,0.4929,0.4118,0.3731,0.6715,0.7279,0.4504,0.0229,0.5547,0.0153,0.1940,0.4015,0.0153,0.5108,0.5887,0.5109,0.0827,0.8521,0.5328,0.3481,0.0611,0.2707,0.0382,0.0152,0.0000,0.4565,0.0000,0.8529,0.8392,0.5448,0.4030,0.8951,0.1908,0.3066,0.2707,0.3684,0.8819,0.4030,0.2137,0.1450
2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,821,0.1616,0.1190,0.1596,0.1026,0.1316,0.1221,1.0000,0.0000,0.1061,0.0312,0.2632,0.0000,0.1818,0.1136,0.1081,0.2059,0.1818,0.1940,0.0000,0.2500,0.1000,0.0977,0.1145,0.1040,0.1094,0.0923,0.1016,0.1181,0.0678,0.1325,0.0972,0.0976,0.1176,0.1119,0.1322,0.1429,0.1500,0.1264,0.1034,0.1034,0.0800,0.1221,0.1333,0.1170,0.1120,0.1032,0.1605,0.0845,0.0952,0.1287,0.1111,0.1538,0.0000,0.1951,0.0000,0.0976,0.1667,0.0588,0.1728,0.1474,0.1948,0.4500,0.1212,0.1875,0.1964,0.0000,0.1250,0.0000,0.0556,0.0000,0.1944,0.0000,0.0703,0.1212,0.1084,0.1231,0.1064,0.1081,0.1228,0.2000,0.3137,0.1064,0.2167,0.1579,0.1667
2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,214,0.0202,0.0127,0.0215,0.0141,0.0141,0.0076,0.0000,1.0000,0.0172,0.0000,0.0303,0.0000,0.0000,0.0120,0.0149,0.0000,0.0556,0.0312,0.3333,0.0250,0.0078,0.0076,0.0154,0.0081,0.0159,0.0079,0.0079,0.0159,0.0208,0.0127,0.0000,0.0083,0.0171,0.0140,0.0165,0.0179,0.0000,0.0120,0.0123,0.0000,0.0152,0.0153,0.0167,0.0225,0.0081,0.0081,0.0127,0.0000,0.0000,0.0101,0.0095,0.0167,0.0000,0.0120,0.0000,0.0690,0.0182,0.0000,0.0253,0.0215,0.0263,0.0000,0.0152,0.0253,0.0392,0.0000,0.0526,0.0000,0.0000,0.0000,0.0286,0.0000,0.0082,0.0152,0.0130,0.0000,0.0143,0.0000,0.0417,0.0256,0.0192,0.0143,0.0351,0.0345,0.0500
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,5045,0.3805,0.4211,0.3889,0.4432,0.4432,0.4351,0.1061,0.0172,1.0000,0.2759,0.1266,0.0172,0.1268,0.5444,0.4643,0.1389,0.2568,0.3011,0.0351,0.2000,0.4488,0.4385,0.4167,0.4320,0.4409,0.4186,0.4331,0.4186,0.3165,0.3366,0.3636,0.4309,0.4262,0.3986,0.4127,0.3852,0.1918,0.3627,0.3700,0.1231,0.4023,0.3824,0.3937,0.4038,0.4286,0.4286,0.3500,0.2826,0.2644,0.3717,0.4375,0.4500,0.0345,0.4787,0.0351,0.2113,0.4231,0.0172,0.3878,0.3889,0.4000,0.0448,0.4318,0.3600,0.2706,0.0317,0.2179,0.0333,0.0169,0.0000,0.3229,0.0000,0.4472,0.4211,0.4615,0.2391,0.4071,0.2239,0.2353,0.2500,0.2706,0.4071,0.3103,0.2500,0.1875
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,1603,0.1262,0.1446,0.1340,0.1600,0.1757,0.1212,0.0312,0.0000,0.2759,1.0000,0.0208,0.0556,0.0256,0.1928,0.1528,0.0244,0.1042,0.1096,0.0000,0.0370,0.1250,0.1221,0.1221,0.1210,0.1172,0.1172,0.1181,0.1172,0.1228,0.1176,0.1268,0.1240,0.1261,0.1189,0.1220,0.1217,0.1463,0.1000,0.1279,0.0645,0.1389,0.1212,0.1230,0.1522,0.1111,0.1200,0.1047,0.1304,0.1290,0.1058,0.1308,0.2063,0.0526,0.1786,0.0000,0.0952,0.1639,0.0000,0.1566,0.1458,0.1341,0.0345,0.1288,0.1429,0.1148,0.0417,0.1000,0.0476,0.0000,0.0000,0.1154,0.0000,0.1220,0.1288,0.1772,0.1045,0.1214,0.0769,0.0833,0.1000,0.0968,0.1214,0.0725,0.1538,0.0909
