ChIP,ChIP gene #,2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2021_GoldrathLab_Brd4___BRD4_TE-CD8,8410,1.0000,0.8837,0.9091,0.7174,0.7174,0.8478,0.2619,0.0238,0.4651,0.1905,0.4884,0.0000,0.4186,0.6364,0.6047,0.4419,0.5116,0.7442,0.0000,0.4884,0.8667,0.8261,0.8913,0.8000,0.7391,0.8444,0.8000,0.8696,0.7500,0.8636,0.7111,0.8478,0.8696,0.9130,0.9130,0.9130,0.1667,0.4419,0.4186,0.0714,0.6591,0.9333,0.9111,0.8696,0.8696,0.8696,0.8444,0.2558,0.2619,0.8478,0.8889,0.7500,0.0000,0.8182,0.0000,0.3721,0.8372,0.0476,0.8837,0.9318,0.8372,0.1905,0.8261,0.7727,0.6047,0.1429,0.5227,0.0465,0.0714,0.0000,0.7273,0.0000,0.7826,0.9130,0.8000,0.2791,0.8913,0.1136,0.6744,0.5349,0.6977,0.8913,0.7727,0.5581,0.3256
2021_GoldrathLab_Brd4___BRD4_NAV-CD8,7333,0.8837,1.0000,0.8837,0.8095,0.7674,0.9070,0.2500,0.0256,0.5000,0.2051,0.4524,0.0000,0.4500,0.7250,0.6923,0.4750,0.5122,0.7561,0.0000,0.5250,0.8837,0.8837,0.8667,0.8140,0.8333,0.8182,0.8571,0.8444,0.8500,0.8810,0.8049,0.9070,0.8864,0.8478,0.8478,0.8478,0.1500,0.4750,0.4500,0.0500,0.7500,0.8667,0.8444,0.8444,0.8864,0.8444,0.7778,0.2750,0.2500,0.8636,0.8636,0.8500,0.0000,0.7500,0.0000,0.4359,0.9000,0.0513,0.8571,0.9070,0.7674,0.1750,0.8409,0.7857,0.6500,0.1538,0.6000,0.0769,0.0500,0.0000,0.7381,0.0000,0.8372,0.8478,0.7727,0.2683,0.8667,0.1220,0.6829,0.6154,0.7073,0.8667,0.7857,0.6410,0.3846
2021_GoldrathLab_Brd4___BRD4_MP-CD8,7086,0.9091,0.8837,1.0000,0.7955,0.7955,0.8889,0.2326,0.0238,0.4651,0.1905,0.4884,0.0000,0.4186,0.6744,0.6047,0.4419,0.5116,0.7442,0.0000,0.4884,0.9091,0.8667,0.9333,0.8409,0.7778,0.8864,0.8409,0.9111,0.8333,0.8636,0.7907,0.8889,0.9111,0.9130,0.9130,0.9130,0.1667,0.4419,0.4186,0.0714,0.6977,0.9333,0.9111,0.9111,0.9111,0.9111,0.8444,0.2558,0.2619,0.8889,0.9318,0.8333,0.0000,0.8605,0.0000,0.4048,0.8810,0.0476,0.9286,0.9318,0.8372,0.1905,0.8261,0.7333,0.6047,0.1429,0.5581,0.0714,0.0714,0.0000,0.8095,0.0000,0.8222,0.9130,0.8000,0.2791,0.9333,0.1395,0.7143,0.5714,0.6591,0.9333,0.7333,0.5581,0.3571
2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,8091,0.7174,0.8095,0.7955,1.0000,0.9474,0.8605,0.2308,0.0270,0.4872,0.1538,0.4048,0.0000,0.4000,0.6750,0.6000,0.4250,0.4634,0.6279,0.0000,0.4750,0.7955,0.8372,0.8222,0.8095,0.8293,0.7727,0.8095,0.8409,0.8462,0.7907,0.7561,0.8605,0.8409,0.8043,0.8043,0.8043,0.1282,0.3571,0.3333,0.0256,0.7436,0.7826,0.7609,0.8000,0.8409,0.8000,0.6957,0.1951,0.1707,0.8182,0.7778,0.8462,0.0000,0.7045,0.0000,0.3846,0.7619,0.0541,0.7674,0.7778,0.6818,0.1842,0.7955,0.6977,0.5610,0.1622,0.5500,0.0811,0.0256,0.0000,0.6512,0.0000,0.8780,0.8043,0.8095,0.2195,0.8222,0.1579,0.5581,0.6486,0.6190,0.8222,0.6591,0.5500,0.3684
2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,7425,0.7174,0.7674,0.7955,0.9474,1.0000,0.8182,0.2000,0.0270,0.4500,0.1538,0.4048,0.0000,0.3659,0.6341,0.5610,0.3902,0.4286,0.5909,0.0000,0.4390,0.7556,0.7955,0.8222,0.8095,0.7857,0.7727,0.8095,0.8409,0.8000,0.7907,0.7143,0.8605,0.8409,0.8043,0.8043,0.8043,0.1000,0.3256,0.3023,0.0000,0.7000,0.7826,0.7609,0.8000,0.8000,0.8000,0.6957,0.1667,0.1429,0.7778,0.7778,0.8000,0.0000,0.7045,0.0000,0.3500,0.7619,0.0541,0.7674,0.7778,0.6818,0.2162,0.7556,0.6977,0.5610,0.1316,0.5122,0.0811,0.0526,0.0000,0.6512,0.0000,0.8780,0.8043,0.8095,0.1905,0.8222,0.1282,0.5581,0.6053,0.5814,0.8222,0.6222,0.5122,0.3333
2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,14161,0.8478,0.9070,0.8889,0.8605,0.8182,1.0000,0.2273,0.0233,0.4884,0.1860,0.4130,0.0000,0.4419,0.6977,0.6279,0.4651,0.5000,0.7273,0.0000,0.4773,0.9318,0.9767,0.9556,0.8636,0.8837,0.8667,0.8636,0.9333,0.8140,0.8864,0.8140,0.9545,0.9773,0.9348,0.9348,0.9348,0.1364,0.4318,0.4091,0.0455,0.7209,0.9130,0.8913,0.9333,0.9773,0.9333,0.8261,0.2500,0.2273,0.9545,0.9111,0.8140,0.0000,0.7609,0.0000,0.3953,0.8182,0.0465,0.8222,0.9111,0.7391,0.1591,0.8889,0.7556,0.5909,0.1395,0.5814,0.0698,0.0455,0.0000,0.7111,0.0000,0.8864,0.9348,0.7826,0.2727,0.9556,0.1628,0.6222,0.5581,0.6818,0.9556,0.7955,0.5814,0.3488
2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,821,0.2619,0.2500,0.2326,0.2308,0.2000,0.2273,1.0000,0.0000,0.1429,0.0000,0.3750,0.0000,0.2000,0.2059,0.1875,0.2400,0.2143,0.2571,0.0000,0.2222,0.2045,0.2326,0.2174,0.2195,0.2250,0.2093,0.2195,0.2222,0.2105,0.2439,0.2105,0.2273,0.2222,0.2391,0.2391,0.2391,0.0588,0.1923,0.2000,0.0769,0.1667,0.2444,0.2222,0.1957,0.2222,0.2222,0.2683,0.1500,0.2941,0.2273,0.2273,0.2778,0.0000,0.2895,0.0000,0.2174,0.2308,0.1818,0.2500,0.2273,0.2973,0.1875,0.2619,0.2703,0.1875,0.0625,0.2414,0.0000,0.0000,0.0000,0.2162,0.0000,0.1860,0.2391,0.1905,0.2000,0.2174,0.2000,0.2424,0.2963,0.3548,0.2174,0.3056,0.2000,0.1304
2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,214,0.0238,0.0256,0.0238,0.0270,0.0270,0.0233,0.0000,1.0000,0.0476,0.0000,0.0000,0.0000,0.0526,0.0333,0.0370,0.0500,0.0000,0.0303,0.0000,0.0000,0.0238,0.0238,0.0222,0.0256,0.0263,0.0244,0.0256,0.0227,0.0286,0.0000,0.0000,0.0233,0.0227,0.0217,0.0217,0.0217,0.1429,0.0500,0.0526,0.0000,0.0323,0.0222,0.0227,0.0227,0.0227,0.0227,0.0244,0.0833,0.0909,0.0233,0.0233,0.0286,0.0000,0.0263,0.0000,0.0588,0.0270,0.0000,0.0256,0.0233,0.0270,0.0000,0.0238,0.0278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0294,0.0000,0.0250,0.0217,0.0256,0.0769,0.0222,0.0000,0.0000,0.0417,0.0323,0.0222,0.0278,0.0400,0.0000
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,5045,0.4651,0.5000,0.4651,0.4872,0.4500,0.4884,0.1429,0.0476,1.0000,0.3810,0.2647,0.0000,0.3793,0.5938,0.6552,0.3667,0.3333,0.4211,0.0000,0.3871,0.5000,0.5000,0.4667,0.5000,0.5526,0.5122,0.5385,0.4444,0.5556,0.4878,0.5135,0.4884,0.4773,0.4565,0.4565,0.4565,0.1667,0.5185,0.4815,0.0909,0.6250,0.4667,0.4773,0.4773,0.4773,0.4773,0.4419,0.2692,0.2308,0.4884,0.4884,0.5135,0.0000,0.5128,0.0000,0.4615,0.5263,0.0952,0.4634,0.4545,0.4872,0.1154,0.5000,0.3902,0.4118,0.0800,0.3939,0.0435,0.0909,0.0000,0.4474,0.0000,0.5250,0.4565,0.4286,0.2593,0.4667,0.1667,0.4571,0.4062,0.4444,0.4667,0.5000,0.5333,0.3333
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,1603,0.1905,0.2051,0.1905,0.1538,0.1538,0.1860,0.0000,0.0000,0.3810,1.0000,0.1538,0.0000,0.1250,0.2258,0.2963,0.1200,0.1071,0.1714,0.0000,0.2000,0.1905,0.1905,0.1778,0.1750,0.2105,0.1951,0.2051,0.1556,0.2286,0.2000,0.2286,0.1860,0.1818,0.1739,0.1739,0.1739,0.1538,0.2174,0.2857,0.1000,0.2581,0.1778,0.1818,0.1818,0.1818,0.1818,0.1667,0.2500,0.1176,0.1860,0.1860,0.1944,0.0000,0.2105,0.0000,0.2500,0.2162,0.0000,0.2051,0.1860,0.2162,0.0667,0.1905,0.1579,0.1667,0.0769,0.1379,0.1000,0.2222,0.0000,0.2000,0.0000,0.2000,0.1739,0.1463,0.2353,0.1778,0.0000,0.2258,0.1034,0.1471,0.1778,0.1892,0.2692,0.1500
