ChIP,ChIP gene #,2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2021_GoldrathLab_Brd4___BRD4_TE-CD8,8410,1.0000,0.7483,0.8468,0.6759,0.6705,0.7873,0.1475,0.0000,0.4527,0.1772,0.2708,0.0110,0.2671,0.6218,0.5084,0.2535,0.3253,0.5000,0.0293,0.3530,0.7688,0.7728,0.7946,0.7613,0.7599,0.7719,0.7566,0.7896,0.5523,0.6900,0.6206,0.7778,0.7470,0.7757,0.7867,0.7663,0.1276,0.3506,0.3113,0.0475,0.6027,0.8106,0.8126,0.7500,0.7729,0.7633,0.5707,0.1987,0.1448,0.8041,0.8049,0.5480,0.0073,0.7011,0.0401,0.2274,0.5257,0.0273,0.6678,0.6961,0.6773,0.0824,0.7725,0.6228,0.5415,0.1159,0.5033,0.0402,0.0744,0.0201,0.5408,0.0037,0.7569,0.7634,0.7587,0.2284,0.7743,0.2794,0.4230,0.2591,0.3458,0.7799,0.4261,0.2800,0.1594
2021_GoldrathLab_Brd4___BRD4_NAV-CD8,7333,0.7483,1.0000,0.7464,0.6503,0.6411,0.6691,0.1331,0.0022,0.4513,0.1992,0.2461,0.0108,0.2745,0.6007,0.5046,0.2565,0.3173,0.4567,0.0325,0.3456,0.6652,0.6691,0.6756,0.6687,0.6647,0.6647,0.6707,0.6786,0.5501,0.6241,0.5790,0.6713,0.6295,0.6519,0.6506,0.6398,0.1073,0.3199,0.2885,0.0494,0.6429,0.6717,0.6924,0.7023,0.6573,0.6498,0.4974,0.1877,0.1377,0.6958,0.6821,0.5756,0.0065,0.6220,0.0318,0.2193,0.5634,0.0279,0.5697,0.5796,0.5798,0.0812,0.6617,0.5087,0.4594,0.1322,0.4394,0.0476,0.0833,0.0172,0.4601,0.0022,0.6652,0.6401,0.6613,0.2101,0.6529,0.2757,0.3721,0.2735,0.3215,0.6552,0.3783,0.2977,0.1884
2021_GoldrathLab_Brd4___BRD4_MP-CD8,7086,0.8468,0.7464,1.0000,0.6379,0.6288,0.7289,0.1510,0.0000,0.4589,0.1898,0.2760,0.0119,0.2744,0.6040,0.4991,0.2623,0.3242,0.4958,0.0298,0.3713,0.7216,0.7180,0.7410,0.7160,0.7145,0.7191,0.7109,0.7414,0.5338,0.6684,0.5860,0.7281,0.6928,0.7143,0.7321,0.7103,0.1335,0.3328,0.3007,0.0415,0.6004,0.7455,0.7628,0.7483,0.7247,0.7124,0.5510,0.1926,0.1436,0.7496,0.7496,0.5486,0.0079,0.6722,0.0373,0.2343,0.5167,0.0256,0.6321,0.6651,0.6691,0.0895,0.7166,0.5853,0.5164,0.1213,0.4864,0.0457,0.0828,0.0218,0.5224,0.0040,0.7120,0.7109,0.7125,0.2158,0.7129,0.2803,0.4149,0.2734,0.3562,0.7229,0.4151,0.2835,0.1660
2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,8091,0.6759,0.6503,0.6379,1.0000,0.8487,0.6868,0.1139,0.0000,0.4156,0.1713,0.2243,0.0145,0.2439,0.5758,0.4745,0.2245,0.2878,0.4400,0.0310,0.3192,0.6924,0.6890,0.7136,0.6939,0.6725,0.6947,0.6811,0.7039,0.5857,0.6425,0.5982,0.7000,0.6804,0.6857,0.6812,0.6765,0.0870,0.3169,0.2799,0.0370,0.6018,0.6997,0.7080,0.6791,0.6799,0.6726,0.4768,0.1762,0.1239,0.7065,0.7160,0.5119,0.0083,0.5503,0.0346,0.2147,0.4851,0.0245,0.5444,0.5672,0.5518,0.0645,0.6526,0.5124,0.4478,0.1082,0.4281,0.0390,0.0730,0.0143,0.4383,0.0041,0.6902,0.6647,0.7190,0.2042,0.6795,0.2788,0.3625,0.2344,0.2839,0.6819,0.3484,0.2820,0.1610
2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,7425,0.6705,0.6411,0.6288,0.8487,1.0000,0.6524,0.1107,0.0022,0.4011,0.1656,0.2092,0.0153,0.2387,0.5493,0.4510,0.2211,0.2795,0.4172,0.0282,0.3093,0.6560,0.6526,0.6737,0.6617,0.6406,0.6627,0.6463,0.6692,0.5651,0.6418,0.5907,0.6692,0.6448,0.6524,0.6461,0.6402,0.0808,0.2964,0.2653,0.0368,0.6000,0.6597,0.6723,0.6508,0.6528,0.6453,0.4645,0.1606,0.1107,0.6747,0.6723,0.5019,0.0087,0.5640,0.0365,0.2036,0.5029,0.0237,0.5188,0.5310,0.5349,0.0702,0.6210,0.4921,0.4214,0.1139,0.3980,0.0411,0.0723,0.0129,0.4132,0.0044,0.6535,0.6310,0.6836,0.1896,0.6415,0.2851,0.3446,0.2413,0.2827,0.6414,0.3495,0.2754,0.1548
2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,14161,0.7873,0.6691,0.7289,0.6868,0.6524,1.0000,0.1198,0.0015,0.4554,0.1461,0.2404,0.0105,0.2467,0.6451,0.5111,0.2351,0.3136,0.5233,0.0241,0.3333,0.9449,0.9464,0.9216,0.9117,0.9214,0.9192,0.9137,0.9190,0.5111,0.6696,0.6154,0.9108,0.8516,0.9250,0.8531,0.8167,0.1709,0.4092,0.3772,0.0690,0.5615,0.9001,0.9145,0.7330,0.9498,0.9407,0.5779,0.2511,0.1875,0.8451,0.8959,0.4933,0.0075,0.6006,0.0361,0.2129,0.4562,0.0256,0.6478,0.7219,0.5833,0.0678,0.9019,0.6763,0.5718,0.1004,0.5066,0.0331,0.0677,0.0165,0.5263,0.0030,0.9417,0.8881,0.7792,0.2904,0.9263,0.2549,0.4082,0.2207,0.3069,0.9330,0.3830,0.2305,0.1398
2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,821,0.1475,0.1331,0.1510,0.1139,0.1107,0.1198,1.0000,0.0000,0.1025,0.0925,0.3545,0.0225,0.2217,0.1377,0.1549,0.2136,0.2126,0.1772,0.0638,0.1970,0.1173,0.1155,0.1205,0.1126,0.1178,0.1161,0.1130,0.1201,0.1131,0.1084,0.1130,0.1083,0.1298,0.1205,0.1323,0.1393,0.0806,0.1164,0.1214,0.0391,0.1075,0.1208,0.1219,0.1121,0.1229,0.1196,0.1851,0.1055,0.1066,0.1202,0.1246,0.1644,0.0230,0.1734,0.1010,0.2116,0.1561,0.0408,0.1580,0.1431,0.1892,0.2900,0.1267,0.1640,0.1780,0.1000,0.1880,0.0490,0.1712,0.0787,0.1837,0.0118,0.1124,0.1256,0.1259,0.1065,0.1191,0.1223,0.1807,0.2527,0.3080,0.1216,0.2518,0.1152,0.1558
2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,214,0.0000,0.0022,0.0000,0.0000,0.0022,0.0015,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0057,0.0022,0.0028,0.0060,0.0089,0.0052,0.0000,0.0000,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0028,0.0000,0.0023,0.0016,0.0000,0.0014,0.0000,0.0017,0.0000,0.0034,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0031,0.0000,0.0000,0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0385,0.0000,0.0000,0.0000,0.0021,0.0019,0.0000,0.0000,0.0031,0.0041,0.0048,0.0000,0.0054,0.0000,0.0000,0.0000,0.0053,0.0000,0.0030,0.0030,0.0018,0.0048,0.0029,0.0000,0.0068,0.0000,0.0048,0.0014,0.0038,0.0000,0.0000
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,5045,0.4527,0.4513,0.4589,0.4156,0.4011,0.4554,0.1025,0.0000,1.0000,0.2972,0.1970,0.0126,0.2225,0.5158,0.4790,0.2060,0.2749,0.3681,0.0312,0.2581,0.4524,0.4539,0.4516,0.4602,0.4630,0.4476,0.4664,0.4545,0.3569,0.3964,0.3818,0.4740,0.4385,0.4484,0.4533,0.4452,0.1841,0.3543,0.3205,0.0901,0.4251,0.4438,0.4585,0.4680,0.4499,0.4502,0.3719,0.2362,0.1947,0.4509,0.4552,0.4588,0.0095,0.4480,0.0367,0.2405,0.3607,0.0215,0.3979,0.4226,0.4167,0.0716,0.4644,0.3951,0.3752,0.0847,0.3700,0.0369,0.0976,0.0219,0.3880,0.0032,0.4527,0.4520,0.4571,0.2554,0.4408,0.2236,0.3268,0.1662,0.2512,0.4502,0.2873,0.2356,0.1691
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,1603,0.1772,0.1992,0.1898,0.1713,0.1656,0.1461,0.0925,0.0000,0.2972,1.0000,0.1399,0.0275,0.1475,0.1949,0.1974,0.1483,0.1625,0.1599,0.0168,0.1581,0.1498,0.1512,0.1504,0.1528,0.1478,0.1525,0.1503,0.1534,0.1688,0.1599,0.1438,0.1521,0.1451,0.1474,0.1544,0.1513,0.0622,0.1318,0.1239,0.0336,0.1957,0.1547,0.1565,0.1778,0.1461,0.1448,0.1499,0.0969,0.0913,0.1572,0.1559,0.2186,0.0185,0.1921,0.0236,0.1364,0.1960,0.0165,0.1653,0.1734,0.1717,0.0870,0.1535,0.1528,0.1516,0.1146,0.1582,0.0323,0.0863,0.0174,0.1858,0.0000,0.1503,0.1501,0.1681,0.1103,0.1459,0.1301,0.1799,0.1239,0.1295,0.1520,0.1319,0.1900,0.1570
