,ChIP
0,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
1,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
2,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
3,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
4,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
5,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
6,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
7,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
8,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
9,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
10,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
11,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
12,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
13,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
14,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
15,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
16,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
17,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
18,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
19,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
20,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
21,2017_PNAS_Li___H3K27Ac-noIL2-CD4
22,2017_PNAS_Li___H3K27Ac_IL2-CD4
23,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
24,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
25,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
26,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
27,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
28,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
29,2017_PNAS_Li___H3K4me3-noIL2-CD4
30,2017_PNAS_Li___H3K4me3_IL2-CD4
31,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
32,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
33,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
34,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
35,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
36,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
37,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
38,2021_GoldrathLab_Brd4___BRD4_TE-CD8
39,2021_GoldrathLab_Brd4___BRD4_MP-CD8
40,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
41,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
42,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
43,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
44,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
45,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
46,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
47,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
48,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
49,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
50,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
51,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
52,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
53,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
54,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
55,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
56,2017_PNAS_Li___STAT5B_IL2-CD4
57,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
58,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
59,2017_PNAS_Li___STAT3_IL21-CD4
60,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
61,2017_PNAS_Li___STAT5B_IL2-CD8
62,2017_PNAS_Li___STAT5B_IL2-WT-CD4
63,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
64,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
65,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
66,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
67,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
68,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
69,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
70,2017_PNAS_Li___STAT5B_noIL2-CD8
71,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
