,ChIP
0,2017_PNAS_Li___STAT5B_IL2-WT-CD4
1,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
2,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
3,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
4,2017_PNAS_Li___STAT5B_IL2-CD8
5,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
6,2017_PNAS_Li___STAT3_IL21-CD4
7,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
8,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
9,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
10,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
11,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
12,2017_PNAS_Li___STAT3_noIL21-CD4
13,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
14,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
15,2016_SCIENCE_Mackay___Hobit_invitro-CD8
16,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
17,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
18,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
19,2017_PNAS_Li___STAT5B_noIL2-CD8
20,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
21,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
22,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
23,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
24,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
25,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
26,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
