,ChIP
0,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
1,2017_PNAS_Li___STAT5B_IL2-CD4
2,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
3,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
4,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
5,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
6,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
7,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
8,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
9,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
10,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
11,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
12,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
13,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
14,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
15,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
16,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
17,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
18,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
19,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
20,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
21,2017_PNAS_Li___H3K4me3-noIL2-CD4
22,2017_PNAS_Li___H3K4me3_IL2-CD4
23,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
24,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
25,2017_PNAS_Li___H3K27Ac-noIL2-CD4
26,2017_PNAS_Li___H3K27Ac_IL2-CD4
27,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
28,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
29,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
30,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
31,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
32,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
33,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
34,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
35,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
36,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
37,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
38,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
39,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
40,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
41,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
42,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
43,2021_GoldrathLab_Brd4___BRD4_TE-CD8
44,2021_GoldrathLab_Brd4___BRD4_MP-CD8
45,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
46,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
47,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
48,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
49,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
50,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
51,2016_SCIENCE_Mackay___Hobit_invitro-CD8
52,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
53,2017_PNAS_Li___STAT5B_noIL2-CD8
54,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
55,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
56,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
57,2017_PNAS_Li___STAT3_noIL21-CD4
58,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
59,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
60,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
61,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
62,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
63,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
64,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
65,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
66,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
67,2017_PNAS_Li___STAT5B_IL2-CD8
68,2017_PNAS_Li___STAT5B_IL2-WT-CD4
69,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
70,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
71,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
72,2017_PNAS_Li___STAT3_IL21-CD4
