,ChIP
0,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
1,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
2,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
3,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
4,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
5,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
6,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
7,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
8,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
9,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
10,2017_PNAS_Li___H3K27Ac-noIL2-CD4
11,2017_PNAS_Li___H3K27Ac_IL2-CD4
12,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
13,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
14,2017_PNAS_Li___H3K4me3-noIL2-CD4
15,2017_PNAS_Li___H3K4me3_IL2-CD4
16,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
17,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
18,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
19,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
20,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
21,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
22,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
23,2021_GoldrathLab_Brd4___BRD4_TE-CD8
24,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
25,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
26,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
27,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
28,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
29,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
30,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
31,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
32,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
33,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
34,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
35,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
36,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
37,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
38,2021_GoldrathLab_Brd4___BRD4_MP-CD8
39,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
40,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
41,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
42,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
43,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
44,2016_SCIENCE_Mackay___Hobit_invitro-CD8
45,2017_PNAS_Li___STAT5B_noIL2-CD8
46,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
47,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
48,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
49,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
50,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
51,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
52,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
53,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
54,2017_PNAS_Li___STAT3_noIL21-CD4
55,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
56,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
57,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
58,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
59,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
60,2017_PNAS_Li___STAT5B_IL2-CD4
61,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
62,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
63,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
64,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
65,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
66,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
67,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
68,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
69,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
70,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
71,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
72,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
73,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
