ChIP,ChIP gene #,2021_GoldrathLab_Brd4___BRD4_TE-CD8,2021_GoldrathLab_Brd4___BRD4_NAV-CD8,2021_GoldrathLab_Brd4___BRD4_MP-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2021_GoldrathLab_Brd4___BRD4_TE-CD8,8410,1.0000,0.6736,0.8016,0.6752,0.6618,0.7259,0.1133,0.0139,0.4242,0.2125,0.1753,0.0137,0.1467,0.5850,0.4643,0.1522,0.1909,0.3776,0.0110,0.2561,0.7161,0.7278,0.7300,0.7290,0.7155,0.7203,0.7210,0.7362,0.5176,0.6675,0.5772,0.7216,0.6989,0.7327,0.7345,0.7022,0.1093,0.3292,0.3106,0.0522,0.5674,0.7630,0.7595,0.6584,0.7186,0.7161,0.4612,0.2268,0.1749,0.7460,0.7299,0.4934,0.0110,0.6484,0.0221,0.1676,0.4896,0.0222,0.5524,0.5955,0.6519,0.1022,0.7308,0.4513,0.3245,0.1479,0.3069,0.0468,0.0470,0.0083,0.3429,0.0028,0.7077,0.7315,0.6802,0.2259,0.7396,0.3220,0.2633,0.2521,0.3198,0.7219,0.3763,0.2110,0.1409
2021_GoldrathLab_Brd4___BRD4_NAV-CD8,7333,0.6736,1.0000,0.6949,0.6183,0.5849,0.5761,0.0990,0.0142,0.4248,0.2423,0.1154,0.0213,0.1405,0.5418,0.4629,0.1433,0.1792,0.3254,0.0179,0.2222,0.5901,0.5871,0.5791,0.5855,0.5736,0.5788,0.5708,0.5875,0.5382,0.5768,0.5302,0.5890,0.5621,0.5706,0.5644,0.5604,0.0772,0.2921,0.2514,0.0307,0.6223,0.5904,0.6114,0.5962,0.5659,0.5519,0.3820,0.1826,0.1354,0.6061,0.5991,0.5399,0.0178,0.5593,0.0248,0.1508,0.5535,0.0286,0.5029,0.5067,0.5123,0.0890,0.5745,0.3739,0.2560,0.1575,0.2747,0.0603,0.0241,0.0035,0.2638,0.0036,0.5782,0.5669,0.5947,0.1686,0.5840,0.3046,0.2086,0.2619,0.2889,0.5691,0.3100,0.2622,0.1731
2021_GoldrathLab_Brd4___BRD4_MP-CD8,7086,0.8016,0.6949,1.0000,0.6289,0.6256,0.6487,0.1207,0.0156,0.4021,0.2242,0.1902,0.0218,0.1545,0.5733,0.4683,0.1641,0.2182,0.3903,0.0125,0.2649,0.6408,0.6379,0.6469,0.6444,0.6285,0.6300,0.6296,0.6525,0.4973,0.6165,0.5459,0.6444,0.6413,0.6490,0.6538,0.6553,0.1029,0.3263,0.2989,0.0459,0.5537,0.6849,0.6794,0.6295,0.6311,0.6315,0.4496,0.2050,0.1619,0.6682,0.6606,0.5263,0.0187,0.6354,0.0281,0.1957,0.5127,0.0250,0.5722,0.6011,0.6301,0.1153,0.6432,0.4747,0.3441,0.1524,0.3324,0.0495,0.0497,0.0094,0.3918,0.0031,0.6221,0.6588,0.6170,0.1978,0.6542,0.3107,0.2878,0.2685,0.3234,0.6414,0.3772,0.2263,0.1517
2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,8091,0.6752,0.6183,0.6289,1.0000,0.8509,0.7006,0.0815,0.0084,0.4370,0.2055,0.1129,0.0225,0.1150,0.5728,0.4515,0.1144,0.1587,0.3166,0.0112,0.1943,0.7420,0.7393,0.7415,0.7370,0.7269,0.7468,0.7326,0.7441,0.5722,0.6794,0.6192,0.7445,0.6954,0.7295,0.7312,0.6836,0.0759,0.2885,0.2506,0.0328,0.5707,0.7259,0.7406,0.6180,0.6934,0.6944,0.4317,0.1687,0.1266,0.7308,0.7265,0.5000,0.0169,0.5206,0.0224,0.1448,0.4961,0.0225,0.4755,0.5190,0.5060,0.0736,0.7019,0.3584,0.2449,0.1374,0.2538,0.0446,0.0247,0.0056,0.2800,0.0028,0.7409,0.7173,0.7601,0.1773,0.7437,0.3089,0.2082,0.2213,0.2618,0.7258,0.3101,0.1973,0.1365
2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,7425,0.6618,0.5849,0.6256,0.8509,1.0000,0.6531,0.0821,0.0091,0.4324,0.2196,0.1254,0.0213,0.1246,0.5514,0.4555,0.1239,0.1686,0.3130,0.0122,0.2000,0.6730,0.6702,0.6903,0.6812,0.6681,0.6876,0.6769,0.6890,0.5531,0.6617,0.5949,0.7035,0.6644,0.6701,0.6906,0.6636,0.0730,0.2868,0.2532,0.0235,0.5601,0.6818,0.7027,0.6101,0.6426,0.6430,0.4380,0.1724,0.1183,0.6765,0.6727,0.5071,0.0183,0.5013,0.0244,0.1503,0.4781,0.0245,0.4655,0.5074,0.4938,0.0831,0.6511,0.3711,0.2575,0.1391,0.2534,0.0453,0.0299,0.0061,0.2914,0.0031,0.6716,0.6631,0.7074,0.1662,0.6828,0.2799,0.2216,0.2404,0.2906,0.6660,0.3352,0.2143,0.1485
2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,14161,0.7259,0.5761,0.6487,0.7006,0.6531,1.0000,0.0846,0.0090,0.4400,0.1808,0.1275,0.0180,0.1269,0.6127,0.4398,0.1339,0.1685,0.3414,0.0112,0.2195,0.9154,0.9254,0.9032,0.8894,0.9183,0.8943,0.9136,0.8987,0.4989,0.6974,0.6226,0.9015,0.7817,0.9002,0.8395,0.7635,0.1136,0.3736,0.3311,0.0401,0.5110,0.8763,0.8556,0.6285,0.9348,0.9300,0.4690,0.2444,0.1893,0.8525,0.8633,0.4346,0.0135,0.5587,0.0202,0.1492,0.4420,0.0180,0.4892,0.5634,0.5551,0.0805,0.8861,0.4254,0.2791,0.1253,0.2731,0.0404,0.0358,0.0067,0.3065,0.0022,0.9110,0.8466,0.7474,0.2572,0.8909,0.3177,0.2232,0.1938,0.2689,0.8898,0.3157,0.1767,0.1143
2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,821,0.1133,0.0990,0.1207,0.0815,0.0821,0.0846,1.0000,0.0444,0.0652,0.0862,0.2791,0.0204,0.1705,0.0987,0.0851,0.1798,0.1810,0.1732,0.0444,0.1855,0.0794,0.0846,0.0821,0.0826,0.0795,0.0788,0.0781,0.0828,0.0795,0.0960,0.0849,0.0802,0.0913,0.0861,0.0935,0.1037,0.1279,0.1443,0.1299,0.1034,0.0632,0.0885,0.0903,0.0969,0.0822,0.0813,0.1230,0.1295,0.1391,0.0841,0.0780,0.1402,0.0213,0.1460,0.0851,0.2021,0.1228,0.0204,0.1474,0.1289,0.1444,0.3559,0.0911,0.1932,0.1933,0.0870,0.1438,0.0167,0.0909,0.0000,0.1856,0.0238,0.0708,0.0917,0.0865,0.1310,0.0840,0.1006,0.1642,0.1982,0.2824,0.0828,0.2138,0.1495,0.1463
2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,214,0.0139,0.0142,0.0156,0.0084,0.0091,0.0090,0.0444,1.0000,0.0196,0.0230,0.0429,0.0000,0.0154,0.0102,0.0140,0.0149,0.0357,0.0176,0.1111,0.0092,0.0087,0.0087,0.0109,0.0090,0.0112,0.0088,0.0090,0.0110,0.0122,0.0115,0.0065,0.0090,0.0097,0.0102,0.0111,0.0123,0.0000,0.0165,0.0124,0.0000,0.0122,0.0111,0.0117,0.0162,0.0067,0.0068,0.0041,0.0169,0.0108,0.0098,0.0072,0.0197,0.0000,0.0147,0.0000,0.0556,0.0186,0.0000,0.0203,0.0177,0.0145,0.0488,0.0111,0.0244,0.0365,0.0000,0.0222,0.0000,0.0000,0.0000,0.0255,0.0000,0.0087,0.0109,0.0104,0.0160,0.0105,0.0136,0.0259,0.0435,0.0315,0.0104,0.0196,0.0361,0.0179
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,5045,0.4242,0.4248,0.4021,0.4370,0.4324,0.4400,0.0652,0.0196,1.0000,0.3667,0.1198,0.0144,0.1478,0.4645,0.4964,0.1515,0.1777,0.2534,0.0146,0.2271,0.4341,0.4370,0.4206,0.4356,0.4412,0.4342,0.4439,0.4273,0.3434,0.3829,0.3639,0.4452,0.4269,0.4131,0.4205,0.4340,0.0932,0.3072,0.2667,0.0465,0.4327,0.4165,0.4331,0.4183,0.4242,0.4286,0.3414,0.2231,0.1870,0.4333,0.4282,0.4261,0.0146,0.4438,0.0192,0.1369,0.3993,0.0243,0.3206,0.3547,0.3657,0.0570,0.4393,0.2952,0.2409,0.1348,0.2263,0.0472,0.0279,0.0049,0.2379,0.0000,0.4286,0.4124,0.4272,0.1949,0.4163,0.2437,0.1784,0.1807,0.2557,0.4161,0.2598,0.2679,0.1806
2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,1603,0.2125,0.2423,0.2242,0.2055,0.2196,0.1808,0.0862,0.0230,0.3667,1.0000,0.1095,0.0337,0.1328,0.2288,0.2692,0.1308,0.1370,0.1667,0.0230,0.1812,0.1822,0.1808,0.1753,0.1816,0.1826,0.1810,0.1851,0.1794,0.1720,0.1878,0.1727,0.1816,0.1866,0.1721,0.1766,0.1812,0.0775,0.1379,0.1524,0.0495,0.2285,0.1736,0.1848,0.2167,0.1678,0.1734,0.1607,0.1243,0.1234,0.1908,0.1829,0.2825,0.0345,0.2318,0.0220,0.1481,0.2213,0.0455,0.2088,0.1922,0.1887,0.0991,0.1818,0.1748,0.1632,0.1360,0.1481,0.0619,0.0408,0.0000,0.1538,0.0000,0.1786,0.1706,0.1995,0.1135,0.1747,0.1457,0.1579,0.1589,0.1732,0.1722,0.1634,0.2500,0.2143
