,ChIP
0,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
1,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
2,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
3,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
4,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
5,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
6,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
7,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
8,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
9,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
10,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
11,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
12,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
13,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
14,2017_PNAS_Li___H3K4me3-noIL2-CD4
15,2017_PNAS_Li___H3K4me3_IL2-CD4
16,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
17,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
18,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
19,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
20,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
21,2017_PNAS_Li___H3K27Ac-noIL2-CD4
22,2017_PNAS_Li___H3K27Ac_IL2-CD4
23,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
24,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
25,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
26,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
27,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
28,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
29,2021_GoldrathLab_Brd4___BRD4_TE-CD8
30,2021_GoldrathLab_Brd4___BRD4_MP-CD8
31,2017_PNAS_Li___STAT5B_IL2-CD4
32,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
33,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
34,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
35,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
36,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
37,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
38,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
39,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
40,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
41,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
42,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
43,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
44,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
45,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
46,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
47,2017_PNAS_Li___STAT5B_IL2-CD8
48,2017_PNAS_Li___STAT3_IL21-CD4
49,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
50,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
