,ChIP
0,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
1,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
2,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
3,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
4,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
5,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
6,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
7,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
8,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
9,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
10,2017_PNAS_Li___H3K27Ac-noIL2-CD4
11,2017_PNAS_Li___H3K27Ac_IL2-CD4
12,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
13,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
14,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
15,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
16,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
17,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
18,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
19,2017_PNAS_Li___H3K4me3-noIL2-CD4
20,2017_PNAS_Li___H3K4me3_IL2-CD4
21,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
22,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
23,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
24,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8
25,2021_GoldrathLab_Brd4___BRD4_TE-CD8
26,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
27,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8
28,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8
29,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE
30,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP
31,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
32,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT
33,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO
34,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory
35,2021_GoldrathLab_Brd4___BRD4_NAV-CD8
36,2021_GoldrathLab_Brd4___BRD4_MP-CD8
37,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO
38,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT
39,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT
40,2017_PNAS_Li___STAT5B_IL2-CD4
41,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8
42,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
43,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
44,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
45,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
46,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8
47,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN
48,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN
49,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT
50,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT
51,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT
52,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4
53,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8
54,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE
55,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP
56,2017_PNAS_Li___STAT5B_IL2-WT-CD4
57,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4
58,2017_PNAS_Li___STAT5B_IL2-CD8
59,2017_PNAS_Li___STAT3_IL21-CD4
60,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE
61,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8
62,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8
63,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8
64,2017_PNAS_Li___STAT5B_noIL2-CD8
65,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO
66,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory
67,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO
68,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN
69,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT
70,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT
71,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT
72,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO
73,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT
74,2016_SCIENCE_Mackay___Hobit_invitro-CD8
75,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8
76,2017_PNAS_Li___STAT3_noIL21-CD4
77,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8
78,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8
79,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8
80,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8
81,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT
82,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
83,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO
84,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO
