,ChIP
0,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT
1,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN
2,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP
3,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8
4,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO
5,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE
6,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP
7,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory
8,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4
9,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4
10,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4
11,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO
12,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8
13,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT
14,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8
15,2017_PNAS_Li___H3K4me3-noIL2-CD4
16,2017_PNAS_Li___H3K4me3_IL2-CD4
17,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8
18,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE
19,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8
20,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4
21,2017_PNAS_Li___H3K27Ac-noIL2-CD4
22,2017_PNAS_Li___H3K27Ac_IL2-CD4
23,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory
24,2021_GoldrathLab_Brd4___BRD4_TE-CD8
25,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT
26,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV
27,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV
28,2017_PNAS_Li___STAT5B_IL2-CD4
29,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8
30,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4
31,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO
